Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Chronically Absent (20% or more),Unexcused > 9 days
-15.4,1,a-vale-i1,2021-22,Boston-West Zone Early Learning Center,00350006,  86.5,  22.7,  81.9,  58.5,  18.1,  68.1
-7.56,1,a-vale-i1,2021-22,Boston-Ellison-Parks Early Education School,00350008,  90.9,  15.5,  61.1,  38.9,   5.4,  53.5
-6.959999999999999,1,a-vale-i1,2021-22,Boston-East Boston Early Education Center,00350009,  89.9,  17.4,  74.7,  37.4,   8.9,  32.6
-9.8,1,a-vale-i1,2021-22,Boston-Haynes Early Education Center,00350010,  88.5,  19.2,  73.5,  44.5,  14.5,  47.0
-1.0,1,a-vale-i1,2021-22,Boston-Boston Teachers Union K-8 Pilot,00350012,  92.2,  13.6,  53.7,  22.5,   5.4,  28.9
-8.36,1,a-vale-i1,2021-22,Boston-Jackson-Mann K-8 School,00350013,  89.1,  18.9,  67.4,  40.9,  11.4,  42.6
-14.12,1,a-vale-i1,2021-22,Boston-Shaw Elementary School,00350014,  87.3,  21.2,  77.6,  55.3,  18.6,  64.6
-13.280000000000001,1,a-vale-i1,2021-22,Boston-Higginson Inclusion K0-2 School,00350015,  87.2,  21.9,  75.4,  53.2,  18.3,  69.8
-10.959999999999999,1,a-vale-i1,2021-22,Boston-Mattahunt Elementary School,00350016,  87.8,  20.6,  71.3,  47.4,  18.7,  60.4
-8.16,1,a-vale-i1,2021-22,Boston-Curley K-8 School,00350020,  89.2,  19.1,  75.1,  40.4,  11.7,  49.7
-7.280000000000001,1,a-vale-i1,2021-22,Boston-Beethoven Elementary School,00350021,  90.0,  16.7,  68.2,  38.2,  12.1,  40.0
-19.52,1,a-vale-i1,2021-22,Boston-Carter School,00350036,  72.2,  48.1,  81.3,  68.8,  50.0,   0.0
-6.159999999999999,1,a-vale-i1,2021-22,Boston-Sumner Elementary School,00350052,  90.4,  16.5,  66.0,  35.4,   9.3,  52.7
-3.88,1,a-vale-i1,2021-22,Boston-Taylor Elementary School,00350054,  92.1,  12.9,  49.0,  29.7,  10.1,  38.9
-2.0,1,a-vale-i1,2021-22,Boston-Guild Elementary School,00350062,  93.1,  11.6,  44.8,  25.0,   6.3,  32.8
-4.32,1,a-vale-i1,2021-22,Boston-Alighieri Dante Montessori School,00350066,  92.2,  14.0,  66.3,  30.8,   1.0,  21.2
-13.52,1,a-vale-i1,2021-22,Boston-Ellis Elementary School,00350072,  87.7,  20.5,  78.4,  53.8,  17.3,  60.2
-11.4,1,a-vale-i1,2021-22,Boston-Dearborn 6-12 STEM Academy,00350074,  86.1,  24.0,  71.6,  48.5,  21.9,  60.9
-3.6,1,a-vale-i1,2021-22,Boston-Haley Pilot School,00350077,  92.0,  13.7,  53.6,  29.0,   8.5,  45.6
-4.44,1,a-vale-i1,2021-22,Boston-McKay K-8 School,00350080,  91.7,  14.2,  60.6,  31.1,   6.0,  33.9
-12.559999999999999,1,a-vale-i1,2021-22,Boston-Henderson K-12 Inclusion School Upper,00350426,  87.1,  21.2,  72.2,  51.4,  18.6,  50.2
-13.52,1,a-vale-i1,2021-22,Boston-Irving Middle School,00350445,  87.0,  22.2,  73.8,  53.8,  22.3,  62.3
-16.64,1,a-vale-i1,2021-22,Boston-Timilty Middle School,00350485,  85.6,  24.5,  86.3,  61.6,  23.2,  70.5
-19.639999999999997,1,a-vale-i1,2021-22,Boston-Brighton High School,00350505,  77.9,  33.9,  77.1,  69.1,  40.3,  74.3
-11.040000000000001,1,a-vale-i1,2021-22,Boston-Boston International High School & Newcomers Academy,00350507,  86.1,  20.8,  58.9,  47.6,  25.0,  51.3
-20.360000000000003,1,a-vale-i1,2021-22,Boston-Charlestown High School,00350515,  76.3,  39.2,  82.9,  70.9,  48.7,  78.4
-28.439999999999998,1,a-vale-i1,2021-22,Boston-Community Academy,00350518,  55.6,  69.5,  93.3,  91.1,  77.8,  91.1
-21.24,1,a-vale-i1,2021-22,Boston-Excel High School,00350522,  73.9,  42.6,  83.0,  73.1,  53.4,  76.2
-9.64,1,a-vale-i1,2021-22,Boston-Burke High School,00350525,  87.0,  20.9,  64.9,  44.1,  21.3,  61.5
-7.080000000000001,1,a-vale-i1,2021-22,Boston-East Boston High School,00350530,  89.7,  17.1,  56.6,  37.7,  14.1,  47.3
-19.0,1,a-vale-i1,2021-22,Boston-English High School,00350535,  78.5,  34.2,  82.2,  67.5,  40.4,  75.3
-17.36,1,a-vale-i1,2021-22,Boston-Madison Park Technical Vocational High School,00350537,  79.9,  34.6,  80.2,  63.4,  38.4,  75.4
-11.8,1,a-vale-i1,2021-22,Boston-Fenway High School,00350540,  86.3,  23.7,  74.3,  49.5,  22.3,  63.9
-20.360000000000003,1,a-vale-i1,2021-22,Boston-Another Course To College,00350541,  74.6,  40.8,  83.9,  70.9,  51.2,  76.4
-10.8,1,a-vale-i1,2021-22,Boston-New Mission High School,00350542,  88.1,  20.3,  73.9,  47.0,  16.3,  61.5
-31.6,1,a-vale-i1,2021-22,Boston-Greater Egleston High School,00350543,  44.1,  82.3, 100.0,  99.0,  93.8,  97.9
-4.359999999999999,1,a-vale-i1,2021-22,Boston-Boston Latin Academy,00350545,  91.2,  15.5,  58.9,  30.9,   8.6,  33.2
-6.519999999999999,1,a-vale-i1,2021-22,Boston-Hale Elementary School,00350243,  89.2,  18.5,  69.2,  36.3,  16.5,  60.4
-7.919999999999999,1,a-vale-i1,2021-22,Boston-Perry K-8 School,00350255,  90.8,  15.8,  61.8,  39.8,   9.1,  54.8
-7.159999999999999,1,a-vale-i1,2021-22,Boston-Orchard Gardens K-8 School,00350257,  90.3,  16.6,  63.6,  37.9,   9.3,  51.2
-7.159999999999999,1,a-vale-i1,2021-22,Boston-Ohrenberger School,00350258,  90.1,  16.9,  61.7,  37.9,  10.7,  44.7
2.0799999999999996,2.08,a-vale-i1,2021-22,Boston-Lyndon K-8 School,00350262,  94.1,  10.4,  41.2,  14.8,   3.2,  21.4
-3.4,1,a-vale-i1,2021-22,Boston-Kennedy Patrick J Elementary School,00350264,  92.3,  13.0,  63.0,  28.5,   4.9,  42.6
-12.080000000000002,1,a-vale-i1,2021-22,Boston-Henderson K-12 Inclusion School Lower,00350266,  88.2,  20.1,  78.6,  50.2,  16.3,  22.3
-10.680000000000001,1,a-vale-i1,2021-22,Boston-Dever Elementary School,00350268,  88.4,  19.8,  73.1,  46.7,  17.2,  58.2
-9.0,1,a-vale-i1,2021-22,Boston-Bates Elementary School,00350278,  90.1,  16.9,  68.9,  42.5,   9.2,  32.9
3.6,3.6,a-vale-i1,2021-22,Boston-Quincy Elementary School,00350286,  95.4,   8.1,  28.7,  11.0,   3.0,   7.4
-14.2,1,a-vale-i1,2021-22,Boston-Clap Elementary School,00350298,  88.3,  19.0,  74.2,  55.5,  15.6,  46.1
-7.24,1,a-vale-i1,2021-22,Boston-Lee Academy,00350001,  90.9,  15.6,  61.3,  38.1,   9.4,  48.1
-7.4,1,a-vale-i1,2021-22,Boston-Baldwin Early Learning Pilot Academy,00350003,  89.5,  17.6,  69.2,  38.5,  15.4,  26.9
-4.5200000000000005,1,a-vale-i1,2021-22,Boston-Lyon K-8 School,00350004,  89.8,  17.3,  68.7,  31.3,  14.9,  33.6
-8.8,1,a-vale-i1,2021-22,Boston-Adams Elementary School,00350302,  89.8,  17.0,  72.3,  42.0,  10.2,  40.2
-5.3199999999999985,1,a-vale-i1,2021-22,Boston-Mason Elementary School,00350304,  91.8,  14.3,  60.1,  33.3,   3.5,  11.1
-9.2,1,a-vale-i1,2021-22,Boston-Greenwood Sarah K-8 School,00350308,  89.2,  18.3,  68.8,  43.0,  13.4,  60.5
-3.4799999999999995,1,a-vale-i1,2021-22,Boston-Gardner Pilot Academy,00350326,  92.1,  13.8,  57.4,  28.7,   6.5,  21.9
-4.0,1,a-vale-i1,2021-22,Boston-Kenny Elementary School,00350328,  91.7,  14.1,  57.1,  30.0,  10.4,  45.0
1.7600000000000002,1.76,a-vale-i1,2021-22,Boston-Warren-Prescott K-8 School,00350346,  94.4,   9.9,  38.1,  15.6,   3.2,  25.0
-13.64,1,a-vale-i1,2021-22,Boston-Channing Elementary School,00350360,  86.7,  22.2,  79.7,  54.1,  17.9,  76.8
-22.8,1,a-vale-i1,2021-22,Boston-McKinley Schools,00350363,  68.0,  53.0,  87.3,  77.0,  54.4,  70.6
-10.719999999999999,1,a-vale-i1,2021-22,Boston-Russell Elementary School,00350366,  87.8,  20.8,  72.9,  46.8,  17.9,  60.4
-16.28,1,a-vale-i1,2021-22,Boston-Trotter K-8 School,00350370,  84.7,  26.2,  81.8,  60.7,  25.3,  78.6
-2.5599999999999996,1,a-vale-i1,2021-22,Boston-Winship Elementary School,00350374,  92.0,  13.7,  58.3,  26.4,   6.9,  34.4
-10.24,1,a-vale-i1,2021-22,Boston-Edison K-8 School,00350375,  89.4,  17.2,  63.7,  45.6,  13.9,  56.2
-14.48,1,a-vale-i1,2021-22,Boston-Holmes Elementary School,00350138,  85.8,  24.3,  83.4,  56.2,  23.4,  68.7
-12.8,1,a-vale-i1,2021-22,Boston-O'Donnell Elementary School,00350141,  88.5,  18.8,  75.8,  52.0,  14.2,  28.8
-11.959999999999999,1,a-vale-i1,2021-22,Boston-Condon K-8 School,00350146,  86.8,  22.3,  74.1,  49.9,  18.1,  50.4
-11.2,1,a-vale-i1,2021-22,Boston-Hennigan K-8 School,00350153,  88.4,  19.2,  68.6,  48.0,  16.1,  51.3
-5.56,1,a-vale-i1,2021-22,Boston-Chittick Elementary School,00350154,  90.1,  16.8,  62.1,  33.9,  11.0,  37.9
-0.8400000000000005,1,a-vale-i1,2021-22,Boston-Otis Elementary School,00350156,  92.8,  12.5,  52.8,  22.1,   5.4,  24.1
-5.840000000000001,1,a-vale-i1,2021-22,Boston-Kennedy John F Elementary School,00350166,  91.4,  14.4,  59.9,  34.6,   6.9,  50.7
-11.88,1,a-vale-i1,2021-22,Boston-UP Academy Holland,00350167,  87.6,  21.2,  70.9,  49.7,  23.0,  65.7
-2.4,1,a-vale-i1,2021-22,Boston-Philbrick Elementary School,00350172,  92.5,  12.8,  52.9,  26.0,   7.7,  28.8
-11.440000000000001,1,a-vale-i1,2021-22,Boston-Winthrop Elementary School,00350180,  89.2,  18.8,  72.0,  48.6,  11.7,  64.5
-15.440000000000001,1,a-vale-i1,2021-22,Boston-Tynan Elementary School,00350181,  87.0,  21.9,  78.8,  58.6,  14.9,  60.8
-10.4,1,a-vale-i1,2021-22,Boston-Hurley K-8 School,00350182,  88.4,  20.6,  77.7,  46.0,  14.7,  69.8
-12.84,1,a-vale-i1,2021-22,Boston-Lee K-8 School,00350183,  86.9,  22.5,  74.3,  52.1,  20.6,  62.2
-19.080000000000002,1,a-vale-i1,2021-22,Boston-Boston Community Leadership Academy,00350558,  80.9,  31.6,  83.1,  67.7,  35.5,  74.3
1.2799999999999998,1.28,a-vale-i1,2021-22,Boston-Boston Latin School,00350560,  93.7,  11.1,  45.9,  16.8,   3.1,   5.8
-4.4,1,a-vale-i1,2021-22,Boston-Quincy Upper School,00350565,  90.4,  16.9,  49.4,  31.0,  11.8,  33.8
-1.5599999999999994,1,a-vale-i1,2021-22,Boston-O'Bryant School of Math & Science,00350575,  92.7,  12.8,  49.9,  23.9,   6.0,  38.3
-16.44,1,a-vale-i1,2021-22,Boston-Community Academy of Science and Health,00350581,  78.4,  35.2,  73.2,  61.1,  36.7,  65.1
-15.680000000000001,1,a-vale-i1,2021-22,Boston-Lyon High School,00350655,  84.3,  26.3,  73.1,  59.2,  30.0,  69.2
-4.4,1,a-vale-i1,2021-22,Boston-Mario Umana Academy,00350656,  91.7,  13.9,  59.4,  31.0,   6.0,  26.7
-17.0,1,a-vale-i1,2021-22,Boston-TechBoston Academy,00350657,  82.1,  30.3,  81.2,  62.5,  34.3,  72.7
-22.560000000000002,1,a-vale-i1,2021-22,Boston-Snowden International High School,00350690,  76.2,  41.5,  91.2,  76.4,  49.9,  78.7
-2.6400000000000006,1,a-vale-i1,2021-22,Boston-Hernandez K-8 School,00350691,  92.6,  13.1,  60.2,  26.6,   3.5,  37.9
-11.719999999999999,1,a-vale-i1,2021-22,Boston-Horace Mann School for the Deaf Hard of Hearing,00350750,  87.3,  21.9,  75.4,  49.3,  15.9,  39.1
-10.719999999999999,1,a-vale-i1,2021-22,Boston-Boston Collaborative High School,00350755,  82.5,  25.5,  50.8,  46.8,  33.3,  50.8
-3.6799999999999997,1,a-vale-i1,2021-22,Boston-Manning Elementary School,00350184,  92.8,  12.8,  60.9,  29.2,   1.9,  14.3
-2.4400000000000004,1,a-vale-i1,2021-22,Boston-Kilmer K-8 School,00350190,  92.3,  13.1,  50.8,  26.1,   7.6,  32.1
-3.4799999999999995,1,a-vale-i1,2021-22,Boston-Harvard-Kent Elementary School,00350200,  92.0,  14.0,  57.2,  28.7,   4.5,  29.3
-5.6,1,a-vale-i1,2021-22,Boston-Bradley Elementary School,00350215,  91.7,  14.4,  65.0,  34.0,   4.7,  33.0
-7.6,1,a-vale-i1,2021-22,Boston-Mather Elementary School,00350227,  90.3,  17.0,  62.0,  39.0,  12.3,  51.3
-15.559999999999999,1,a-vale-i1,2021-22,Boston-Tobin K-8 School,00350229,  86.9,  22.1,  81.6,  58.9,  19.1,  64.3
-13.16,1,a-vale-i1,2021-22,Boston-Perkins Elementary School,00350231,  86.9,  21.8,  76.4,  52.9,  21.8,  58.6
-1.2,1,a-vale-i1,2021-22,Boston-Mozart Elementary School,00350237,  93.0,  12.1,  54.5,  23.0,   4.2,  34.5
-4.12,1,a-vale-i1,2021-22,Boston-Murphy K-8 School,00350240,  91.3,  15.3,  57.1,  30.3,   9.5,  35.7
-11.319999999999999,1,a-vale-i1,2021-22,Boston-Margarita Muniz Academy,00350549,  86.4,  22.8,  70.5,  48.3,  21.8,  55.7
-1.7200000000000002,1,a-vale-i1,2021-22,Boston-Everett Elementary School,00350088,  93.1,  11.2,  49.8,  24.3,   5.3,  26.6
3.84,3.84,a-vale-i1,2021-22,Boston-Eliot K-8 Innovation School,00350096,  95.1,   8.7,  34.0,  10.4,   1.6,  26.8
-4.44,1,a-vale-i1,2021-22,Boston-Mendell Elementary School,00350100,  91.3,  14.6,  65.4,  31.1,   9.2,  29.3
-2.5599999999999996,1,a-vale-i1,2021-22,Boston-Roosevelt K-8 School,00350116,  92.7,  12.8,  53.9,  26.4,   5.2,  31.0
-5.919999999999999,1,a-vale-i1,2021-22,Boston-Conley Elementary School,00350122,  89.8,  17.6,  61.5,  34.8,   9.1,  49.2
-7.519999999999999,1,a-vale-i1,2021-22,Boston-Grew Elementary School,00350135,  91.4,  14.6,  62.6,  38.8,   6.8,  36.9
-2.88,1,a-vale-i1,2021-22,Boston Collegiate Charter (District)-Boston Collegiate Charter School,04490305,  91.4,  15.3,  57.9,  27.2,   7.8,  27.9
-31.160000000000004,1,a-vale-i1,2021-22,Boston Day and Evening Academy Charter (District)-Boston Day and Evening Academy Charter School,04240505,  42.1,  81.7,  97.4,  97.9,  93.1,   0.0
-16.4,1,a-vale-i1,2021-22,Boston Green Academy Horace Mann Charter School (District)-Boston Green Academy Horace Mann Charter School,04110305,  83.0,  28.9,  80.6,  61.0,  34.9,  73.3
-6.880000000000001,1,a-vale-i1,2021-22,Boston Preparatory Charter Public (District)-Boston Preparatory Charter Public School,04160305,  89.3,  19.1,  65.4,  37.2,  12.7,  42.0
-9.12,1,a-vale-i1,2021-22,Boston Renaissance Charter Public (District)-Boston Renaissance Charter Public School,04810550,  89.8,  17.6,  65.4,  42.8,  12.2,  61.3
-6.919999999999999,1,a-vale-i1,2021-22,Bourne-Bourne High School,00360505,  88.1,  20.3,  63.5,  37.3,  14.2,  45.9
0.4,1,a-vale-i1,2021-22,Bourne-Bourne Middle School,00360325,  93.9,  10.7,  42.3,  19.0,   2.2,   0.2
-2.28,1,a-vale-i1,2021-22,Bourne-Bourne Intermediate School,00360030,  92.7,  12.8,  62.4,  25.7,   0.5,   6.6
-4.5200000000000005,1,a-vale-i1,2021-22,Bourne-Bournedale Elementary School,00360005,  92.2,  13.1,  55.5,  31.3,   4.2,  46.7
3.2399999999999998,3.24,a-vale-i1,2021-22,Boxford-Harry Lee Cole,00380005,  94.3,   9.6,  42.1,  11.9,   0.3,  42.1
3.04,3.04,a-vale-i1,2021-22,Boxford-Spofford Pond,00380013,  94.1,  10.0,  44.1,  12.4,   0.5,   9.4
2.7600000000000002,2.76,a-vale-i1,2021-22,Braintree-Hollis,00400005,  94.7,   9.3,  42.2,  13.1,   1.0,   0.0
4.64,4.64,a-vale-i1,2021-22,Braintree-Highlands,00400015,  94.9,   9.1,  39.7,   8.4,   0.7,   0.0
2.96,2.96,a-vale-i1,2021-22,Braintree-Liberty,00400025,  94.5,   9.6,  47.3,  12.6,   0.5,   0.0
1.6799999999999997,1.68,a-vale-i1,2021-22,Braintree-Archie T Morrison,00400033,  94.4,   9.9,  40.2,  15.8,   2.3,   0.0
2.12,2.12,a-vale-i1,2021-22,Braintree-Donald Ross,00400050,  93.8,  10.7,  46.6,  14.7,   3.9,   0.0
1.4400000000000006,1.44,a-vale-i1,2021-22,Braintree-East Middle School,00400305,  94.3,  10.1,  41.9,  16.4,   3.2,   0.0
3.4799999999999995,3.48,a-vale-i1,2021-22,Braintree-South Middle School,00400310,  94.7,   9.4,  35.1,  11.3,   2.7,   0.0
-0.6799999999999997,1,a-vale-i1,2021-22,Braintree-Braintree High,00400505,  93.0,  12.3,  47.3,  21.7,   6.3,   0.0
2.84,2.84,a-vale-i1,2021-22,Braintree-Mary E Flaherty School,00400020,  94.7,   9.2,  35.1,  12.9,   3.6,   0.0
-4.4799999999999995,1,a-vale-i1,2021-22,Braintree-Monatiquot Kindergarten Center,00400009,  92.0,  13.9,  61.6,  31.2,   6.1,   0.0
-3.6400000000000006,1,a-vale-i1,2021-22,Brewster-Stony Brook Elementary,00410005,  92.1,  13.5,  60.7,  29.1,   3.4,  14.5
-0.7200000000000003,1,a-vale-i1,2021-22,Brewster-Eddy Elementary,00410010,  92.7,  13.2,  61.6,  21.8,   1.9,  14.4
-5.719999999999999,1,a-vale-i1,2021-22,Bridge Boston Charter School (District)-Bridge Boston Charter School,04170205,  91.4,  15.2,  65.7,  34.3,   5.6,  45.7
-1.0799999999999996,1,a-vale-i1,2021-22,Bridgewater-Raynham-Bridgewater-Raynham Regional,06250505,  92.0,  14.1,  54.1,  22.7,   6.3,   0.6
-4.32,1,a-vale-i1,2021-22,Bridgewater-Raynham-Therapeutic Day School,06250415,  82.6,  30.5,  46.2,  30.8,  23.1,   0.0
-2.4799999999999995,1,a-vale-i1,2021-22,Bridgewater-Raynham-Williams Intermediate School,06250300,  92.5,  13.1,  63.3,  26.2,   2.4,   0.0
-0.12000000000000029,1,a-vale-i1,2021-22,Bridgewater-Raynham-Bridgewater Middle School,06250320,  93.0,  12.4,  57.1,  20.3,   1.9,   0.0
-2.3200000000000003,1,a-vale-i1,2021-22,Bridgewater-Raynham-Mitchell Elementary School,06250002,  92.7,  12.7,  58.7,  25.8,   2.9,   0.0
-1.8400000000000005,1,a-vale-i1,2021-22,Bridgewater-Raynham-Merrill Elementary School,06250020,  92.4,  13.4,  67.0,  24.6,   3.3,   0.0
1.2,1.2,a-vale-i1,2021-22,Bridgewater-Raynham-Raynham Middle School,06250315,  93.6,  11.6,  53.4,  17.0,   1.5,   0.0
1.3200000000000003,1.32,a-vale-i1,2021-22,Bridgewater-Raynham-Laliberte Elementary School,06250050,  93.8,  10.9,  52.2,  16.7,   0.9,   0.0
0.4799999999999997,1,a-vale-i1,2021-22,Brimfield-Brimfield Elementary,00430005,  94.0,  10.3,  46.0,  18.8,   1.7,   4.9
-0.4799999999999997,1,a-vale-i1,2021-22,Bristol County Agricultural-Bristol County Agricultural High,09100705,  92.8,  12.8,  51.7,  21.2,   5.2,  31.1
-2.3599999999999994,1,a-vale-i1,2021-22,Bristol-Plymouth Regional Vocational Technical-Bristol-Plymouth Vocational Technical,08100605,  92.2,  13.6,  61.0,  25.9,   4.6,  35.7
-2.3200000000000003,1,a-vale-i1,2021-22,Brockton-Manthala George Jr. School,00440003,  92.8,  12.5,  56.2,  25.8,   2.3,  12.7
-6.040000000000001,1,a-vale-i1,2021-22,Brockton-Mary E. Baker School,00440002,  90.9,  15.2,  61.4,  35.1,   9.3,  36.7
-9.36,1,a-vale-i1,2021-22,Brockton-Dr W Arnone Community School,00440001,  89.4,  18.2,  68.6,  43.4,  13.0,  37.7
-24.160000000000004,1,a-vale-i1,2021-22,Brockton-Edison Academy,00440520,  71.7,  23.5,  74.7,  80.4,  60.8,   3.0
-27.72,1,a-vale-i1,2021-22,Brockton-Brockton Champion High School,00440515,  64.9,  49.4,  96.4,  89.3,  79.8,  56.0
-13.84,1,a-vale-i1,2021-22,Brockton-Brockton High,00440505,  84.8,  25.2,  74.6,  54.6,  26.2,  64.8
-4.44,1,a-vale-i1,2021-22,Brockton-Joseph F. Plouffe Academy,00440422,  91.3,  15.2,  58.0,  31.1,   8.7,  25.6
-3.2400000000000007,1,a-vale-i1,2021-22,Brockton-Ashfield Middle School,00440421,  92.6,  12.7,  53.4,  28.1,   5.1,  18.3
-3.4799999999999995,1,a-vale-i1,2021-22,Brockton-West Middle School,00440420,  91.6,  14.6,  57.4,  28.7,   8.8,  27.2
-4.5200000000000005,1,a-vale-i1,2021-22,Brockton-South Middle School,00440415,  91.4,  14.7,  60.9,  31.3,   9.8,  28.2
-4.919999999999999,1,a-vale-i1,2021-22,Brockton-North Middle School,00440410,  91.1,  15.2,  61.3,  32.3,   8.7,  30.3
-4.880000000000001,1,a-vale-i1,2021-22,Brockton-East Middle School,00440405,  91.5,  14.4,  54.9,  32.2,   8.3,  30.3
-19.76,1,a-vale-i1,2021-22,Brockton-Huntington Therapeutic Day School,00440400,  79.6,  31.8,  85.5,  69.4,  45.2,  51.6
-15.319999999999999,1,a-vale-i1,2021-22,Brockton-Downey,00440110,  86.7,  22.0,  79.8,  58.3,  19.5,  59.0
-25.32,1,a-vale-i1,2021-22,Brockton-Frederick Douglass Academy,00440080,  73.8,  28.3,  83.3,  83.3,  66.7,  50.0
-6.519999999999999,1,a-vale-i1,2021-22,Brockton-Oscar F Raymond,00440078,  90.8,  15.6,  61.1,  36.3,   9.5,  28.8
-7.3199999999999985,1,a-vale-i1,2021-22,Brockton-Louis F Angelo Elementary,00440065,  90.5,  15.9,  64.8,  38.3,   9.5,  35.5
-6.159999999999999,1,a-vale-i1,2021-22,Brockton-Gilmore Elementary School,00440055,  91.4,  14.6,  60.0,  35.4,   6.8,  43.2
-5.719999999999999,1,a-vale-i1,2021-22,Brockton-Hancock,00440045,  90.8,  15.7,  64.7,  34.3,   7.0,  31.7
-6.24,1,a-vale-i1,2021-22,Brockton-Edgar B Davis,00440023,  90.6,  16.2,  63.8,  35.6,  11.4,  35.0
-3.6400000000000006,1,a-vale-i1,2021-22,Brockton-John F Kennedy,00440017,  92.3,  13.0,  52.9,  29.1,   6.3,  17.6
-19.8,1,a-vale-i1,2021-22,Brockton-Barrett Russell Early Childhood Center,00440008,  82.5,  25.9,  84.5,  69.5,  32.6,  84.5
-5.4,1,a-vale-i1,2021-22,Brockton-Brookfield,00440010,  91.2,  14.7,  60.1,  33.5,   7.0,  46.4
-10.52,1,a-vale-i1,2021-22,Brockton-Brockton Virtual Learning Academy,00440705,  86.4,  22.6,  59.9,  46.3,  24.7,   1.9
-2.9599999999999995,1,a-vale-i1,2021-22,Brooke Charter School (District)-Brooke Charter School,04280305,  92.1,  14.3,  58.2,  27.4,   5.4,  35.6
-3.28,1,a-vale-i1,2021-22,Brookfield-Brookfield Elementary,00450005,  92.4,  12.9,  58.2,  28.2,   4.1,  20.4
-1.2,1,a-vale-i1,2021-22,Brookline-Brookline Early Education Program at Putterham,00460002,  93.4,  10.7,  54.1,  23.0,   0.0,  54.1
-7.3199999999999985,1,a-vale-i1,2021-22,Brookline-Brookline Early Education Program at Clark Road,00460003,  90.4,  15.9,  65.4,  38.3,   9.9,  65.4
1.9200000000000004,1.92,a-vale-i1,2021-22,Brookline-Edith C Baker,00460005,  94.2,   9.9,  39.1,  15.2,   3.6,  21.0
-0.04000000000000057,1,a-vale-i1,2021-22,Brookline-Florida Ruffin Ridley School,00460015,  93.2,  11.8,  50.1,  20.1,   3.2,  32.0
1.8399999999999999,1.84,a-vale-i1,2021-22,Brookline-Heath,00460025,  93.9,  10.8,  42.3,  15.4,   1.5,  21.2
3.3200000000000003,3.32,a-vale-i1,2021-22,Brookline-Lawrence,00460030,  94.7,   9.0,  36.7,  11.7,   1.3,   9.4
1.8799999999999997,1.88,a-vale-i1,2021-22,Brookline-William H Lincoln,00460035,  94.2,  10.0,  38.9,  15.3,   2.7,  13.7
3.2399999999999998,3.24,a-vale-i1,2021-22,Brookline-Pierce,00460040,  94.7,   9.3,  36.5,  11.9,   1.9,   9.6
0.8799999999999997,1,a-vale-i1,2021-22,Brookline-John D Runkle,00460045,  93.5,  11.4,  44.4,  17.8,   4.2,  14.1
3.28,3.28,a-vale-i1,2021-22,Brookline-Brookline High,00460505,  94.3,   9.8,  34.6,  11.8,   3.6,   3.2
-1.1200000000000003,1,a-vale-i1,2021-22,Brookline-Brookline Early Education Program at Beacon,00460001,  93.6,  10.8,  45.6,  22.8,   7.0,  38.6
-8.52,1,a-vale-i1,2021-22,Brookline-The Lynch Center,00460060,  86.4,  24.3,  61.9,  41.3,  19.0,  61.9
2.4799999999999995,2.48,a-vale-i1,2021-22,Brookline-Michael Driscoll,00460020,  94.2,   9.9,  43.3,  13.8,   1.6,  29.5
1.4400000000000006,1.44,a-vale-i1,2021-22,Burlington-Fox Hill,00480007,  93.8,  10.7,  47.1,  16.4,   1.2,   7.1
0.4,1,a-vale-i1,2021-22,Burlington-Memorial,00480015,  93.3,  11.4,  49.8,  19.0,   2.8,  17.5
-0.2799999999999997,1,a-vale-i1,2021-22,Burlington-Burlington High,00480505,  93.3,  11.4,  44.5,  20.7,   5.7,  16.2
-1.9200000000000004,1,a-vale-i1,2021-22,Burlington-Francis Wyman Elementary,00480035,  92.6,  12.8,  55.3,  24.8,   3.8,   9.6
0.44000000000000056,1,a-vale-i1,2021-22,Burlington-Marshall Simonds Middle,00480303,  93.5,  11.5,  46.4,  18.9,   3.4,   9.2
1.0799999999999996,1.08,a-vale-i1,2021-22,Burlington-Pine Glen Elementary,00480020,  93.8,  10.7,  43.5,  17.3,   2.1,   7.8
-1.9200000000000004,1,a-vale-i1,2021-22,Cambridge-Peabody,00490050,  92.7,  12.7,  52.6,  24.8,   5.5,  15.9
-5.359999999999999,1,a-vale-i1,2021-22,Cambridge-John M Tobin,00490065,  90.5,  16.5,  65.3,  33.4,   8.2,   5.2
2.0799999999999996,2.08,a-vale-i1,2021-22,Cambridge-Graham and Parks,00490080,  94.1,   9.8,  41.2,  14.8,   3.2,   6.3
-3.12,1,a-vale-i1,2021-22,Cambridge-Fletcher/Maynard Academy,00490090,  92.0,  13.7,  60.6,  27.8,   6.6,   9.7
-3.88,1,a-vale-i1,2021-22,Cambridge-Cambridge Street Upper School,00490305,  91.5,  15.2,  53.0,  29.7,   8.2,  17.6
-2.88,1,a-vale-i1,2021-22,Cambridge-Putnam Avenue Upper School,00490310,  92.3,  13.6,  56.3,  27.2,   6.1,  14.6
-0.9200000000000003,1,a-vale-i1,2021-22,Cambridge-Rindge Avenue Upper School,00490315,  92.7,  12.5,  43.1,  22.3,   8.4,  12.0
-2.0799999999999996,1,a-vale-i1,2021-22,Cambridge-Vassal Lane Upper School,00490320,  92.3,  13.5,  51.7,  25.2,   6.5,  21.8
