Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Chronically Absent (20% or more),Unexcused > 9 days
4.022222222222222,4.02,a-vale-i2,2020-21,Dedham-Dedham High,00730505,  90.5,  15.8,  46.5,  28.3,   6.4
4.204444444444444,4.2,a-vale-i2,2020-21,Dedham-Early Childhood Center,00730005,  94.6,   8.2,  25.8,  15.0,   0.0
4.257777777777777,4.26,a-vale-i2,2020-21,Dedham-Avery,00730010,  95.8,   7.0,  24.6,  12.5,   0.0
4.351111111111111,4.35,a-vale-i2,2020-21,Dedham-Greenlodge,00730025,  97.9,   3.5,   6.7,   2.1,   0.0
4.306666666666667,4.31,a-vale-i2,2020-21,Dedham-Oakdale,00730030,  96.9,   5.2,  12.0,   5.6,   0.0
4.315555555555555,4.32,a-vale-i2,2020-21,Dedham-Riverdale,00730045,  97.1,   4.8,  14.0,   5.2,   0.0
4.026666666666666,4.03,a-vale-i2,2020-21,Dedham-Dedham Middle School,00730305,  90.6,  15.7,  38.4,  27.8,  18.2
4.28,4.28,a-vale-i2,2020-21,Deerfield-Deerfield Elementary,00740015,  96.3,   6.2,  17.1,   7.5,   0.9
4.057777777777778,4.06,a-vale-i2,2020-21,Dennis-Yarmouth-Dennis-Yarmouth Regional High,06450505,  91.3,  14.4,  36.4,  26.1,   9.0
4.066666666666666,4.07,a-vale-i2,2020-21,Dennis-Yarmouth-Mattacheese Middle School,06450305,  91.5,  14.0,  50.8,  32.2,   7.5
4.2,4.2,a-vale-i2,2020-21,Dennis-Yarmouth-Nathaniel H. Wixon School,06450050,  94.5,   9.2,  35.4,  17.3,  16.9
4.213333333333333,4.21,a-vale-i2,2020-21,Dennis-Yarmouth-Station Avenue Elementary,06450025,  94.8,   8.6,  30.0,  14.4,   7.7
4.106666666666667,4.11,a-vale-i2,2020-21,Dennis-Yarmouth-Ezra H Baker Innovation School,06450005,  92.4,  11.7,  40.9,  24.3,   8.3
4.106666666666667,4.11,a-vale-i2,2020-21,Dennis-Yarmouth-Marguerite E Small Elementary,06450015,  92.4,  11.3,  39.5,  30.1,  11.1
4.204444444444444,4.2,a-vale-i2,2020-21,Dighton-Rehoboth-Dorothy L Beckwith,06500310,  94.6,   9.2,  31.8,  15.5,   5.7
4.28,4.28,a-vale-i2,2020-21,Dighton-Rehoboth-Palmer River,06500010,  96.3,   6.3,  19.2,   6.9,   7.9
4.1866666666666665,4.19,a-vale-i2,2020-21,Dighton-Rehoboth-Dighton Middle School,06500305,  94.2,   9.9,  34.2,  14.2,   3.7
4.2844444444444445,4.28,a-vale-i2,2020-21,Dighton-Rehoboth-Dighton Elementary,06500005,  96.4,   6.0,  17.0,   5.8,   4.4
4.213333333333333,4.21,a-vale-i2,2020-21,Dighton-Rehoboth-Dighton-Rehoboth Regional High School,06500505,  94.8,   8.6,  24.1,  16.0,   6.6
4.293333333333333,4.29,a-vale-i2,2020-21,Douglas-Douglas Elementary School,00770015,  96.6,   5.6,  12.5,   6.1,   0.8
4.288888888888889,4.29,a-vale-i2,2020-21,Douglas-Douglas Primary School,00770005,  96.5,   5.2,  16.0,  11.5,   4.5
4.155555555555556,4.16,a-vale-i2,2020-21,Douglas-Douglas Middle School,00770305,  93.5,  10.8,  35.4,  20.0,   6.1
3.8311111111111114,3.83,a-vale-i2,2020-21,Douglas-Douglas High School,00770505,  86.2,  22.6,  68.3,  50.3,   7.9
4.306666666666667,4.31,a-vale-i2,2020-21,Dover-Chickering,00780005,  96.9,   5.1,  15.3,   3.6,  12.3
4.342222222222222,4.34,a-vale-i2,2020-21,Dover-Sherborn-Dover-Sherborn Regional High,06550505,  97.7,   3.9,   7.0,   3.9,   2.8
4.288888888888889,4.29,a-vale-i2,2020-21,Dover-Sherborn-Dover-Sherborn Regional Middle School,06550405,  96.5,   6.2,  20.5,   4.8,   2.7
4.173333333333334,4.17,a-vale-i2,2020-21,Dracut-George H. Englesby Elementary School,00790045,  93.9,  10.1,  33.0,  18.1,  12.6
4.204444444444444,4.2,a-vale-i2,2020-21,Dracut-Brookside Elementary,00790035,  94.6,   8.8,  29.2,  15.5,   6.5
4.2444444444444445,4.24,a-vale-i2,2020-21,Dracut-Joseph A Campbell Elementary,00790020,  95.5,   7.4,  22.7,  11.7,  10.0
3.92,3.92,a-vale-i2,2020-21,Dracut-Dracut Senior High,00790505,  88.2,  19.3,  51.4,  36.3,  19.0
4.097777777777778,4.1,a-vale-i2,2020-21,Dracut-Justus C. Richardson Middle School,00790410,  92.2,  13.0,  44.1,  26.1,  13.3
4.168888888888889,4.17,a-vale-i2,2020-21,Dracut-Greenmont Avenue,00790030,  93.8,  10.3,  32.5,  17.3,   7.3
4.164444444444444,4.16,a-vale-i2,2020-21,Dudley Street Neighborhood Charter School (District)-Dudley Street Neighborhood Charter School,04070405,  93.7,  10.6,  34.8,  20.2,  31.6
4.24,4.24,a-vale-i2,2020-21,Dudley-Charlton Reg-Dudley Elementary,06580005,  95.4,   7.6,  27.1,  11.4,  15.7
4.204444444444444,4.2,a-vale-i2,2020-21,Dudley-Charlton Reg-Mason Road School,06580010,  94.6,   8.5,  30.0,  15.2,  13.2
4.271111111111111,4.27,a-vale-i2,2020-21,Dudley-Charlton Reg-Charlton Elementary,06580020,  96.1,   6.4,  21.1,   7.6,  10.9
4.297777777777778,4.3,a-vale-i2,2020-21,Dudley-Charlton Reg-Heritage School,06580030,  96.7,   5.4,  15.0,   6.3,   3.1
4.08,4.08,a-vale-i2,2020-21,Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,  91.8,  13.5,  50.1,  25.5,  13.6
4.248888888888889,4.25,a-vale-i2,2020-21,Dudley-Charlton Reg-Charlton Middle School,06580310,  95.6,   7.4,  22.1,  10.7,   5.2
4.133333333333334,4.13,a-vale-i2,2020-21,Dudley-Charlton Reg-Dudley Middle School,06580305,  93.0,  11.6,  43.1,  21.5,   7.8
4.271111111111111,4.27,a-vale-i2,2020-21,Duxbury-Alden School,00820004,  96.1,   6.7,  21.1,   6.7,   4.4
4.288888888888889,4.29,a-vale-i2,2020-21,Duxbury-Chandler Elementary,00820006,  96.5,   5.9,  16.8,   4.3,   4.8
4.306666666666667,4.31,a-vale-i2,2020-21,Duxbury-Duxbury Middle,00820305,  96.9,   5.4,  14.6,   4.8,   3.6
4.337777777777777,4.34,a-vale-i2,2020-21,Duxbury-Duxbury High,00820505,  97.6,   4.1,   7.7,   3.3,   2.9
4.04,4.04,a-vale-i2,2020-21,East Bridgewater-East Bridgewater JR./SR. High School,00830505,  90.9,  14.9,  49.5,  29.9,  22.3
4.271111111111111,4.27,a-vale-i2,2020-21,East Bridgewater-Central,00830005,  96.1,   6.4,  20.0,   9.5,  10.5
4.288888888888889,4.29,a-vale-i2,2020-21,East Bridgewater-Gordon W. Mitchell School,00830010,  96.5,   5.7,  17.1,   6.6,   8.3
4.297777777777778,4.3,a-vale-i2,2020-21,East Longmeadow-Birchland Park,00870305,  96.7,   5.5,  15.6,   6.9,   0.0
4.333333333333333,4.33,a-vale-i2,2020-21,East Longmeadow-Mountain View,00870015,  97.5,   4.3,   8.5,   4.1,   0.0
4.355555555555555,4.36,a-vale-i2,2020-21,East Longmeadow-Mapleshade,00870010,  98.0,   3.3,   7.0,   1.7,   0.0
4.311111111111111,4.31,a-vale-i2,2020-21,East Longmeadow-Meadow Brook,00870013,  97.0,   4.8,  12.5,   5.3,   0.0
4.315555555555555,4.32,a-vale-i2,2020-21,East Longmeadow-East Longmeadow High,00870505,  97.1,   4.9,  12.2,   4.6,   0.0
4.217777777777778,4.22,a-vale-i2,2020-21,Eastham-Eastham Elementary,00850005,  94.9,   8.3,  32.0,  15.8,  10.3
4.208888888888889,4.21,a-vale-i2,2020-21,Easthampton-Neil A Pepin,00860020,  94.7,   8.5,  28.4,  17.8,   3.0
4.248888888888889,4.25,a-vale-i2,2020-21,Easthampton-Easthampton High,00860505,  95.6,   7.2,  17.1,  10.1,  13.7
4.275555555555556,4.28,a-vale-i2,2020-21,Easthampton-Center School,00860005,  96.2,   6.3,  18.9,  10.2,   1.0
4.24,4.24,a-vale-i2,2020-21,Easthampton-Maple,00860010,  95.4,   7.4,  21.4,  12.7,   0.9
4.226666666666667,4.23,a-vale-i2,2020-21,Easthampton-White Brook Middle School,00860305,  95.1,   8.1,  20.6,  11.9,   2.2
4.262222222222222,4.26,a-vale-i2,2020-21,Easton-Oliver Ames High,00880505,  95.9,   6.7,  18.2,   9.8,   2.8
4.315555555555555,4.32,a-vale-i2,2020-21,Easton-Easton Middle School,00880405,  97.1,   4.9,  13.4,   6.8,   1.1
4.3244444444444445,4.32,a-vale-i2,2020-21,Easton-Moreau Hall,00880020,  97.3,   4.3,  14.0,   4.3,   0.5
4.32,4.32,a-vale-i2,2020-21,Easton-Richardson Olmsted School,00880025,  97.2,   4.7,  13.5,   3.2,   1.5
4.315555555555555,4.32,a-vale-i2,2020-21,Easton-Parkview Elementary,00880015,  97.1,   4.6,  13.0,   5.6,   1.1
4.311111111111111,4.31,a-vale-i2,2020-21,Easton-Center School,00880003,  97.0,   4.8,  16.9,   6.9,   1.1
4.151111111111112,4.15,a-vale-i2,2020-21,Edgartown-Edgartown Elementary,00890005,  93.4,  10.4,  41.6,  23.7,  14.7
3.848888888888889,3.85,a-vale-i2,2020-21,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District)-Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,  86.6,  22.1,  55.7,  41.3,  24.9
4.24,4.24,a-vale-i2,2020-21,Erving-Erving Elementary,00910030,  95.4,   7.5,  24.8,  14.5,  10.3
4.235555555555555,4.24,a-vale-i2,2020-21,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,  95.3,   8.1,  29.8,   9.7,   2.9
3.933333333333333,3.93,a-vale-i2,2020-21,Everett-Everett High,00930505,  88.5,  19.2,  48.9,  35.4,  39.7
4.182222222222222,4.18,a-vale-i2,2020-21,Everett-Parlin School,00930058,  94.1,  10.2,  32.6,  19.6,  28.1
4.195555555555556,4.2,a-vale-i2,2020-21,Everett-Lafayette School,00930038,  94.4,   9.7,  31.2,  18.8,  28.1
4.155555555555556,4.16,a-vale-i2,2020-21,Everett-George Keverian School,00930028,  93.5,  11.0,  35.8,  23.0,  31.6
3.1244444444444444,3.12,a-vale-i2,2020-21,Everett-Devens School,00930030,  70.3,  49.9,  75.0,  67.3,  73.1
4.057777777777778,4.06,a-vale-i2,2020-21,Everett-Webster Extension,00930001,  91.3,  13.5,  31.7,  25.0,  29.3
4.053333333333334,4.05,a-vale-i2,2020-21,Everett-Adams School,00930003,  91.2,  14.2,  41.3,  28.7,  34.0
4.168888888888889,4.17,a-vale-i2,2020-21,Everett-Sumner G. Whittier School,00930010,  93.8,  10.4,  35.7,  21.0,  27.7
4.191111111111111,4.19,a-vale-i2,2020-21,Everett-Madeline English School,00930018,  94.3,   9.7,  28.6,  18.6,  25.3
4.213333333333333,4.21,a-vale-i2,2020-21,Everett-Webster School,00930015,  94.8,   9.1,  29.1,  18.9,  25.4
4.075555555555556,4.08,a-vale-i2,2020-21,Excel Academy Charter (District)-Excel Academy Charter School,04100205,  91.7,  14.0,  39.8,  27.3,  18.5
4.231111111111111,4.23,a-vale-i2,2020-21,Fairhaven-Leroy Wood,00940030,  95.2,   7.9,  26.8,   9.8,   4.7
4.231111111111111,4.23,a-vale-i2,2020-21,Fairhaven-East Fairhaven,00940010,  95.2,   7.9,  28.2,  12.8,   5.3
3.8400000000000003,3.84,a-vale-i2,2020-21,Fairhaven-Fairhaven High,00940505,  86.4,  22.3,  63.1,  44.4,  13.4
4.035555555555556,4.04,a-vale-i2,2020-21,Fairhaven-Hastings Middle,00940305,  90.8,  15.3,  51.5,  31.7,   6.8
4.04,4.04,a-vale-i2,2020-21,Fall River-Letourneau Elementary School,00950013,  90.9,  14.7,  54.3,  31.5,  16.1
3.5244444444444443,3.52,a-vale-i2,2020-21,Fall River-Stone PK-12 School,00950340,  79.3,  32.7,  76.1,  64.2,  29.9
3.9955555555555557,4.0,a-vale-i2,2020-21,Fall River-John J Doran,00950045,  89.9,  16.7,  51.2,  35.3,  18.1
3.96,3.96,a-vale-i2,2020-21,Fall River-William S Greene,00950065,  89.1,  17.9,  58.2,  38.0,  19.5
4.151111111111112,4.15,a-vale-i2,2020-21,Fall River-Spencer Borden,00950130,  93.4,  10.8,  38.9,  19.6,  10.6
2.52,2.52,a-vale-i2,2020-21,Fall River-Resiliency Preparatory Academy,00950525,  56.7,  62.7,  89.4,  86.3,  30.8
4.231111111111111,4.23,a-vale-i2,2020-21,Fall River-James Tansey,00950140,  95.2,   8.0,  29.9,  13.2,   7.1
4.102222222222222,4.1,a-vale-i2,2020-21,Fall River-Samuel Watson,00950145,  92.3,  12.1,  52.1,  30.4,   4.9
3.9644444444444447,3.96,a-vale-i2,2020-21,Fall River-Talbot Innovation School,00950305,  89.2,  17.7,  64.7,  41.7,  20.9
3.991111111111111,3.99,a-vale-i2,2020-21,Fall River-Morton Middle,00950315,  89.8,  17.0,  55.8,  33.0,  12.7
3.911111111111111,3.91,a-vale-i2,2020-21,Fall River-Matthew J Kuss Middle,00950320,  88.0,  20.2,  61.4,  42.3,  15.0
4.115555555555555,4.12,a-vale-i2,2020-21,Fall River-Mary Fonseca Elementary School,00950011,  92.6,  11.7,  47.2,  25.9,  11.3
4.0311111111111115,4.03,a-vale-i2,2020-21,Fall River-Carlton M. Viveiros Elementary School,00950009,  90.7,  15.1,  53.8,  34.2,  12.8
4.022222222222222,4.02,a-vale-i2,2020-21,Fall River-North End Elementary,00950005,  90.5,  15.3,  50.3,  33.9,  21.7
3.5244444444444443,3.52,a-vale-i2,2020-21,Fall River-B M C Durfee High,00950505,  79.3,  33.9,  78.5,  66.2,  27.0
3.924444444444444,3.92,a-vale-i2,2020-21,Fall River-Henry Lord Community School,00950017,  88.3,  18.8,  59.0,  42.0,  26.7
4.16,4.16,a-vale-i2,2020-21,Falmouth-Lawrence,00960405,  93.6,  10.7,  35.3,  21.0,  28.9
4.195555555555556,4.2,a-vale-i2,2020-21,Falmouth-Falmouth High,00960505,  94.4,   9.2,  23.8,  14.8,  19.1
4.124444444444444,4.12,a-vale-i2,2020-21,Falmouth-East Falmouth Elementary,00960005,  92.8,  11.4,  37.6,  20.2,  35.1
4.164444444444444,4.16,a-vale-i2,2020-21,Falmouth-Teaticket,00960015,  93.7,  10.1,  31.0,  16.3,  30.6
4.182222222222222,4.18,a-vale-i2,2020-21,Falmouth-Mullen-Hall,00960020,  94.1,   9.6,  32.6,  18.1,  29.2
4.217777777777778,4.22,a-vale-i2,2020-21,Falmouth-North Falmouth Elementary,00960030,  94.9,   8.6,  30.9,  13.0,  29.0
4.204444444444444,4.2,a-vale-i2,2020-21,Falmouth-Morse Pond School,00960305,  94.6,   9.0,  30.4,  14.2,  28.6
4.235555555555555,4.24,a-vale-i2,2020-21,Farmington River Reg-Farmington River Elementary,06620020,  95.3,   7.6,  31.4,   8.5,  12.7
4.12,4.12,a-vale-i2,2020-21,Fitchburg-Memorial Middle School,00970048,  92.7,  11.9,  34.0,  22.2,   1.8
3.9377777777777774,3.94,a-vale-i2,2020-21,Fitchburg-South Street Elementary,00970060,  88.6,  18.3,  54.9,  38.9,   9.1
3.8355555555555556,3.84,a-vale-i2,2020-21,Fitchburg-Arthur M Longsjo Middle School,00970315,  86.3,  22.3,  65.2,  46.4,   8.3
4.0311111111111115,4.03,a-vale-i2,2020-21,Fitchburg-McKay Arts Academy,00970340,  90.7,  14.7,  43.1,  31.4,   7.7
4.017777777777778,4.02,a-vale-i2,2020-21,Fitchburg-Fitchburg High,00970505,  90.4,  15.7,  45.4,  31.1,   6.9
4.208888888888889,4.21,a-vale-i2,2020-21,Fitchburg-Goodrich Academy,00970510,  94.7,   7.3,  28.3,  18.9,   4.4
4.044444444444444,4.04,a-vale-i2,2020-21,Fitchburg-Crocker Elementary,00970016,  91.0,  14.4,  45.7,  32.4,   4.5
4.137777777777777,4.14,a-vale-i2,2020-21,Fitchburg-Reingold Elementary,00970043,  93.1,  10.8,  38.7,  24.8,   4.9
4.262222222222222,4.26,a-vale-i2,2020-21,Florida-Abbott Memorial,00980005,  95.9,   6.8,  23.3,   9.3,   0.0
4.044444444444444,4.04,a-vale-i2,2020-21,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,  91.0,  14.8,  39.8,  27.1,   0.5
4.168888888888889,4.17,a-vale-i2,2020-21,Foxborough-Mabelle M Burrell,00990015,  93.8,  10.4,  32.3,  13.3,   0.0
4.262222222222222,4.26,a-vale-i2,2020-21,Foxborough-Vincent M Igo Elementary,00990020,  95.9,   6.8,  25.6,  11.1,   0.0
4.275555555555556,4.28,a-vale-i2,2020-21,Foxborough-Charles Taylor Elementary,00990050,  96.2,   6.4,  24.3,   6.3,   0.0
4.093333333333333,4.09,a-vale-i2,2020-21,Foxborough-John J Ahern,00990405,  92.1,  13.3,  46.3,  26.4,   0.0
4.111111111111111,4.11,a-vale-i2,2020-21,Foxborough-Foxborough High,00990505,  92.5,  12.7,  42.1,  22.7,   0.0
4.311111111111111,4.31,a-vale-i2,2020-21,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,  97.0,   5.1,  15.0,   4.5,   0.8
3.7466666666666666,3.75,a-vale-i2,2020-21,Framingham-Juniper Hill School,01000001,  84.3,  13.4,  40.3,  44.4,   6.2
4.2444444444444445,4.24,a-vale-i2,2020-21,Framingham-Charlotte A Dunning,01000007,  95.5,   7.3,  18.9,  12.6,   3.7
4.306666666666667,4.31,a-vale-i2,2020-21,Framingham-Hemenway,01000015,  96.9,   5.1,  13.8,   8.7,   4.3
4.195555555555556,4.2,a-vale-i2,2020-21,Framingham-Brophy,01000006,  94.4,   8.9,  30.2,  19.5,   5.1
4.297777777777778,4.3,a-vale-i2,2020-21,Framingham-King Elementary School,01000005,  96.7,   5.4,  16.0,   8.5,   3.5
4.022222222222222,4.02,a-vale-i2,2020-21,Framingham-Framingham High School,01000515,  90.5,  15.7,  33.1,  25.0,   5.9
4.2444444444444445,4.24,a-vale-i2,2020-21,Framingham-Walsh Middle,01000310,  95.5,   7.5,  20.7,  12.1,   6.3
4.088888888888889,4.09,a-vale-i2,2020-21,Framingham-Fuller Middle,01000305,  92.0,  12.8,  38.3,  27.0,   0.2
4.2,4.2,a-vale-i2,2020-21,Framingham-Cameron Middle School,01000302,  94.5,   9.2,  25.3,  15.9,   1.4
4.168888888888889,4.17,a-vale-i2,2020-21,Framingham-Woodrow Wilson,01000055,  93.8,   9.6,  33.2,  21.0,   4.6
4.177777777777778,4.18,a-vale-i2,2020-21,Framingham-Miriam F McCarthy School,01000050,  94.0,   9.8,  31.7,  20.0,   6.9
4.182222222222222,4.18,a-vale-i2,2020-21,Framingham-Mary E Stapleton Elementary,01000045,  94.1,   9.4,  25.4,  18.3,   6.0
4.28,4.28,a-vale-i2,2020-21,Framingham-Potter Road,01000039,  96.3,   6.0,  18.3,   7.8,   1.7
4.177777777777778,4.18,a-vale-i2,2020-21,Framingham-Barbieri Elementary,01000035,  94.0,  10.0,  33.5,  18.8,   6.5
4.182222222222222,4.18,a-vale-i2,2020-21,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,  94.1,   9.7,  31.6,  14.7,   0.0
4.346666666666667,4.35,a-vale-i2,2020-21,Franklin-Parmenter,01010032,  97.8,   3.7,   7.3,   1.9,   0.6
4.262222222222222,4.26,a-vale-i2,2020-21,Franklin-Franklin Early Childhood Development Center,01010003,  95.9,   6.5,  16.7,   6.7,   5.6
4.368888888888889,4.37,a-vale-i2,2020-21,Franklin-Jefferson Elementary,01010010,  98.3,   2.8,   6.8,   1.8,   2.1
4.364444444444445,4.36,a-vale-i2,2020-21,Franklin-Helen Keller Elementary,01010012,  98.2,   3.0,   5.7,   1.5,   1.5
4.302222222222222,4.3,a-vale-i2,2020-21,Franklin-Horace Mann,01010405,  96.8,   5.3,  12.7,   6.5,   2.4
4.302222222222222,4.3,a-vale-i2,2020-21,Franklin-Remington Middle,01010310,  96.8,   5.4,  15.3,   8.3,   3.4
4.3244444444444445,4.32,a-vale-i2,2020-21,Franklin-Annie Sullivan Middle School,01010040,  97.3,   4.5,   9.7,   4.8,   1.4
4.333333333333333,4.33,a-vale-i2,2020-21,Franklin-Davis Thayer,01010035,  97.5,   4.2,  11.2,   6.0,   5.6
4.235555555555555,4.24,a-vale-i2,2020-21,Franklin-Franklin High,01010505,  95.3,   7.8,  17.2,  10.4,   2.4
4.373333333333334,4.37,a-vale-i2,2020-21,Franklin-J F Kennedy Memorial,01010013,  98.4,   2.7,   3.9,   0.6,   1.5
4.351111111111111,4.35,a-vale-i2,2020-21,Franklin-Oak Street Elementary,01010030,  97.9,   3.5,   6.4,   2.7,   2.1
4.04,4.04,a-vale-i2,2020-21,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,  90.9,  15.1,  54.6,  33.4,   0.0
4.293333333333333,4.29,a-vale-i2,2020-21,Freetown-Lakeville-Freetown Elementary School,06650001,  96.6,   5.7,  20.6,   7.5,   0.0
4.28,4.28,a-vale-i2,2020-21,Freetown-Lakeville-Assawompset Elementary School,06650002,  96.3,   6.1,  22.5,   7.4,   0.0
4.293333333333333,4.29,a-vale-i2,2020-21,Freetown-Lakeville-Apponequet Regional High,06650505,  96.6,   5.6,  16.7,   8.1,   8.3
4.306666666666667,4.31,a-vale-i2,2020-21,Freetown-Lakeville-Freetown-Lakeville Middle School,06650305,  96.9,   5.1,  16.6,   7.6,   0.0
4.2444444444444445,4.24,a-vale-i2,2020-21,Freetown-Lakeville-George R Austin Intermediate School,06650015,  95.5,   7.4,  27.3,  11.2,   0.0
4.226666666666667,4.23,a-vale-i2,2020-21,Frontier-Frontier Regional,06700505,  95.1,   8.1,  18.5,  11.1,   0.5
4.04,4.04,a-vale-i2,2020-21,Gardner-Elm Street School,01030001,  90.9,  14.5,  48.5,  31.7,  10.0
4.04,4.04,a-vale-i2,2020-21,Gardner-Gardner Middle School,01030405,  90.9,  14.8,  46.2,  31.1,  15.5
3.5688888888888886,3.57,a-vale-i2,2020-21,Gardner-Gardner Academy for Learning and Technology,01030515,  80.3,  30.9,  37.4,  35.5,  19.6
4.004444444444444,4.0,a-vale-i2,2020-21,Gardner-Waterford Street,01030020,  90.1,  15.1,  49.3,  34.7,  15.0
4.062222222222222,4.06,a-vale-i2,2020-21,Gardner-Gardner High,01030505,  91.4,  14.0,  40.4,  27.9,  12.7
4.248888888888889,4.25,a-vale-i2,2020-21,Gateway-Chester Elementary,06720059,  95.6,   7.2,  28.0,  10.3,   1.9
4.191111111111111,4.19,a-vale-i2,2020-21,Gateway-Littleville Elementary School,06720143,  94.3,   9.3,  30.7,  18.0,   7.0
4.208888888888889,4.21,a-vale-i2,2020-21,Gateway-Gateway Regional Middle School,06720405,  94.7,   8.9,  28.9,  14.8,   7.8
4.2,4.2,a-vale-i2,2020-21,Gateway-Gateway Regional High,06720505,  94.5,   9.2,  26.0,  15.3,   5.1
4.248888888888889,4.25,a-vale-i2,2020-21,Georgetown-Perley Elementary,01050005,  95.6,   4.7,  17.4,  21.7,   0.0
4.32,4.32,a-vale-i2,2020-21,Georgetown-Georgetown Middle School,01050305,  97.2,   4.9,  15.8,   3.0,   1.0
4.257777777777777,4.26,a-vale-i2,2020-21,Georgetown-Georgetown High School,01050505,  95.8,   7.2,  19.6,   8.8,   2.6
4.333333333333333,4.33,a-vale-i2,2020-21,Georgetown-Penn Brook,01050010,  97.5,   4.3,  10.2,   3.3,   0.0
3.96,3.96,a-vale-i2,2020-21,Gill-Montague-Turners Fall High,06740505,  89.1,  17.7,  44.6,  34.7,   5.7
3.986666666666667,3.99,a-vale-i2,2020-21,Gill-Montague-Great Falls Middle,06740310,  89.7,  16.9,  47.7,  29.9,   5.6
4.133333333333334,4.13,a-vale-i2,2020-21,Gill-Montague-Sheffield Elementary School,06740050,  93.0,  11.4,  41.8,  27.3,   2.3
4.071111111111111,4.07,a-vale-i2,2020-21,Gill-Montague-Hillcrest Elementary School,06740015,  91.6,  13.3,  42.1,  30.1,   0.8
4.2444444444444445,4.24,a-vale-i2,2020-21,Gill-Montague-Gill Elementary,06740005,  95.5,   7.4,  20.2,  11.4,   2.6
4.2444444444444445,4.24,a-vale-i2,2020-21,Global Learning Charter Public (District)-Global Learning Charter Public School,04960305,  95.5,   7.4,  22.7,  10.4,   1.2
4.297777777777778,4.3,a-vale-i2,2020-21,Gloucester-Gloucester PreSchool,01070025,  96.7,   4.6,  13.7,   4.9,  10.8
4.142222222222222,4.14,a-vale-i2,2020-21,Gloucester-East Gloucester Elementary,01070020,  93.2,  11.2,  46.1,  25.9,  34.7
4.137777777777777,4.14,a-vale-i2,2020-21,Gloucester-Beeman Memorial,01070010,  93.1,  11.4,  49.1,  22.4,  31.4
4.155555555555556,4.16,a-vale-i2,2020-21,Gloucester-Ralph B O'Maley Middle,01070305,  93.5,  10.7,  42.2,  22.3,  25.2
4.208888888888889,4.21,a-vale-i2,2020-21,Gloucester-West Parish,01070050,  94.7,   8.8,  35.4,  16.2,  18.7
4.124444444444444,4.12,a-vale-i2,2020-21,Gloucester-Veterans Memorial,01070045,  92.8,  11.8,  48.8,  27.9,  43.3
4.231111111111111,4.23,a-vale-i2,2020-21,Gloucester-Plum Cove School,01070042,  95.2,   8.0,  28.7,  14.4,  19.6
3.5644444444444447,3.56,a-vale-i2,2020-21,Gloucester-Gloucester High,01070505,  80.2,  32.3,  78.8,  61.2,  42.7
3.3555555555555556,3.36,a-vale-i2,2020-21,Gosnold-Cuttyhunk Elementary,01090005,  75.5,  30.8,  87.5, 100.0,   0.0
4.288888888888889,4.29,a-vale-i2,2020-21,Grafton-South Grafton Elementary,01100005,  96.5,   5.7,  19.2,   8.9,  13.4
4.306666666666667,4.31,a-vale-i2,2020-21,Grafton-North Street Elementary School,01100030,  96.9,   5.2,  15.9,   7.1,   7.0
4.302222222222222,4.3,a-vale-i2,2020-21,Grafton-Millbury Street Elementary School,01100200,  96.8,   5.4,  17.0,   5.5,   7.0
4.137777777777777,4.14,a-vale-i2,2020-21,Grafton-Grafton Middle,01100305,  93.1,  11.7,  37.7,  21.2,  21.5
4.04,4.04,a-vale-i2,2020-21,Grafton-Grafton High School,01100505,  90.9,  15.4,  51.3,  32.8,   8.0
4.248888888888889,4.25,a-vale-i2,2020-21,Grafton-North Grafton Elementary,01100025,  95.6,   7.1,  25.0,  12.0,   8.0
4.275555555555556,4.28,a-vale-i2,2020-21,Granby-Granby Jr Sr High School,01110505,  96.2,   6.4,  18.8,   9.7,   0.6
4.266666666666667,4.27,a-vale-i2,2020-21,Granby-East Meadow,01110004,  96.0,   6.5,  19.2,  10.4,   9.2
4.288888888888889,4.29,a-vale-i2,2020-21,Greater Fall River Regional Vocational Technical-Diman Regional Vocational Technical High,08210605,  96.5,   5.8,  17.1,   6.2,   1.3
4.1466666666666665,4.15,a-vale-i2,2020-21,Greater Lawrence Regional Vocational Technical-Gr Lawrence Regional Vocational Technical,08230605,  93.3,  11.2,  38.8,  21.0,   6.4
4.164444444444444,4.16,a-vale-i2,2020-21,Greater Lowell Regional Vocational Technical-Gr Lowell Regional Vocational Technical,08280605,  93.7,  10.5,  35.0,  17.0,   5.2
4.217777777777778,4.22,a-vale-i2,2020-21,Greater New Bedford Regional Vocational Technical-Gr New Bedford Vocational Technical,08250605,  94.9,   8.5,  30.8,  13.1,   8.2
3.3955555555555557,3.4,a-vale-i2,2020-21,Greenfield-The Academy of Early Learning at North Parish,01140005,  76.4,  35.4,  71.9,  57.9,  63.2
