Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,% ELA,% Math,% Science and Technology,% Computer and Information Science,% History and Social Sciences,% Arts,% All Other Subjects,Ch 74 Secondary Cooperative Program
NA,NA,a-curv-i4,2017-18,Clinton-Clinton Senior High,00640505,         129,          66,  51.2,  17.8,  43.4,  15.5,"",   4.7,   0.0,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Cohasset-Cohasset Middle/High School,00650505,         194,         178,  91.8,  38.1,  72.7,  23.7,"",  35.1,   0.0,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Community Charter School of Cambridge (District)-Community Charter School of Cambridge,04360305,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Concord-Carlisle-Concord Carlisle High,06400505,         518,         433,  83.6,   1.7,  80.1,  20.8,"",   0.4,   3.3,   8.0,   0.0
NA,NA,a-curv-i4,2017-18,Danvers-Danvers High,00710505,         418,         287,  68.7,  24.6,  61.2,  14.1,"",  38.5,   1.2,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Dartmouth-Dartmouth High,00720505,         469,         286,  61.0,  13.2,  41.4,   6.4,"",  11.1,   5.1,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Dedham-Dedham High,00730505,         247,         177,  71.7,  19.0,  70.0,  17.0,"",  26.7,   0.0,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Dennis-Yarmouth-Dennis-Yarmouth Regional High,06450505,         282,         123,  43.6,  19.9,  20.2,   5.0,"",  27.7,   2.5,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Dighton-Rehoboth-Dighton-Rehoboth Regional High School,06500505,         382,         255,  66.8,  22.3,  62.8,  12.6,"",  28.5,   5.0,   9.0,   0.3
NA,NA,a-curv-i4,2017-18,Douglas-Douglas High School,00770505,         190,          91,  47.9,  20.0,  40.5,  18.9,"",  13.2,   0.0,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Dover-Sherborn-Dover-Sherborn Regional High,06550505,         266,         265,  99.6,  77.4,  98.5,  58.6,"",  66.9,  41.4,  99.0,   0.0
NA,NA,a-curv-i4,2017-18,Dracut-Dracut Senior High,00790505,         330,         204,  61.8,  14.5,  53.6,  18.8,"",  20.0,   0.0,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,         493,         290,  58.8,  17.0,  49.7,  36.5,"",   7.9,   0.2,   8.0,   0.0
NA,NA,a-curv-i4,2017-18,Duxbury-Duxbury High,00820505,         508,         505,  99.4,  63.0,  91.1,  51.6,"",  54.3,   3.7,  54.0,   0.0
NA,NA,a-curv-i4,2017-18,East Bridgewater-East Bridgewater JR./SR. High School,00830505,         294,         191,  65.0,  22.8,  55.1,  14.3,"",   0.0,   2.4,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,East Longmeadow-East Longmeadow High,00870505,         361,         263,  72.9,   7.2,  61.2,  17.2,"",  26.0,   4.2,   6.0,   0.3
NA,NA,a-curv-i4,2017-18,Easthampton-Easthampton High,00860505,         175,          93,  53.1,  52.0,  30.3,   4.6,"",   0.6,   1.7,   1.0,   2.3
NA,NA,a-curv-i4,2017-18,Easton-Oliver Ames High,00880505,         511,         343,  67.1,   2.3,  61.8,  29.7,"",  34.6,   1.4,   2.0,   0.0
NA,NA,a-curv-i4,2017-18,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District)-Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,          10,           7,  70.0,  50.0,  60.0,  10.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Essex North Shore Agricultural and Technical School District-Essex Technical High School,08170505,         550,         348,  63.3,  27.5,  52.0,  34.7,"",  26.7,   0.0,  23.0,  22.7
NA,NA,a-curv-i4,2017-18,Everett-Devens School,00930030,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Everett-Everett High,00930505,         285,         146,  51.2,  12.6,  39.6,   7.7,"",  18.6,   0.0,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Excel Academy Charter (District)-Excel Academy Charter School,04100205,           8,           6,  75.0,  37.5,  75.0,  62.5,"",  12.5,   0.0,  13.0,   0.0
NA,NA,a-curv-i4,2017-18,Fairhaven-Fairhaven High,00940505,         244,         154,  63.1,  18.0,  58.2,   9.8,"",   7.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Fall River-B M C Durfee High,00950505,         565,         255,  45.1,   7.3,  42.7,   8.7,"",   6.5,   1.8,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Fall River-Resiliency Preparatory Academy,00950525,          55,          12,  21.8,   0.0,  20.0,   5.5,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Falmouth-Falmouth High,00960505,         313,         201,  64.2,  14.7,  62.6,  18.2,"",  29.1,   5.1,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Fitchburg-Fitchburg High,00970505,         189,         179,  94.7,  40.2,  65.1,  51.9,"",  43.4,  34.4,  21.0,   0.0
NA,NA,a-curv-i4,2017-18,Fitchburg-Goodrich Academy,00970510,          95,           3,   3.2,   0.0,   3.2,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,          66,          43,  65.2,   0.0,  62.1,   1.5,"",   7.6,   4.5,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,          52,          48,  92.3,  32.7,  80.8,  38.5,"",  28.8,   5.8,  25.0,   0.0
NA,NA,a-curv-i4,2017-18,Foxborough-Foxborough High,00990505,         358,         232,  64.8,  19.6,  46.6,  14.8,"",  39.7,   1.1,   7.0,   0.0
NA,NA,a-curv-i4,2017-18,Framingham-Framingham High School,01000515,         640,         515,  80.5,  16.4,  59.2,  24.7,"",  25.2,   1.3,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,         117,          98,  83.8,   0.0,  78.6,  49.6,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,         218,         103,  47.2,  28.9,  42.7,  26.1,"",  25.7,   1.4,  28.0,  26.1
NA,NA,a-curv-i4,2017-18,Franklin-Franklin High,01010505,         794,         789,  99.4,  48.6,  95.5,  46.6,"",  55.4,  30.6,  60.0,   0.0
NA,NA,a-curv-i4,2017-18,Freetown-Lakeville-Apponequet Regional High,06650505,         353,         220,  62.3,  24.4,  53.5,  25.8,"",  31.7,   2.8,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Frontier-Frontier Regional,06700505,         163,         128,  78.5,  17.8,  74.2,  16.0,"",  30.7,   0.0,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Gardner-Gardner Academy for Learning and Technology,01030515,          23,           0,   0.0,   0.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Gardner-Gardner High,01030505,         166,         145,  87.3,  21.1,  85.5,  25.3,"",   7.2,   1.8,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Gateway-Gateway Regional High,06720505,          79,          52,  65.8,  24.1,  53.2,  29.1,"",  20.3,   0.0,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Georgetown-Georgetown High School,01050505,         190,         106,  55.8,  11.1,  52.6,   3.2,"",  12.1,   0.0,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Gill-Montague-Turners Fall High,06740505,          95,          62,  65.3,  33.7,  54.7,  12.6,"",  12.6,   3.2,  18.0,   0.0
NA,NA,a-curv-i4,2017-18,Global Learning Charter Public (District)-Global Learning Charter Public School,04960305,          47,          30,  63.8,   0.0,  51.1,  29.8,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Gloucester-Gloucester High,01070505,         331,         174,  52.6,  19.6,  46.2,  16.0,"",  13.0,   0.0,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Grafton-Grafton High School,01100505,         341,         157,  46.0,  22.3,  30.2,  14.7,"",  19.6,   0.0,   4.0,   0.0
NA,NA,a-curv-i4,2017-18,Granby-Granby Jr Sr High School,01110505,          92,          70,  76.1,  40.2,  54.3,  17.4,"",  20.7,   1.1,  15.0,   0.0
NA,NA,a-curv-i4,2017-18,Greater Fall River Regional Vocational Technical-Diman Regional Vocational Technical High,08210605,         537,         295,  54.9,  43.8,  54.7,  43.6,"",  43.6,   0.2,  43.0,  43.4
NA,NA,a-curv-i4,2017-18,Greater Lawrence Regional Vocational Technical-Gr Lawrence Regional Vocational Technical,08230605,         109,          75,  68.8,  33.0,  49.5,  56.9,"",  26.6,   0.0,  27.0,  26.6
NA,NA,a-curv-i4,2017-18,Greater Lowell Regional Vocational Technical-Gr Lowell Regional Vocational Technical,08280605,         452,         437,  96.7,  88.9,  92.7,  59.1,"",  30.5,   1.3,  43.0,  43.4
NA,NA,a-curv-i4,2017-18,Greater New Bedford Regional Vocational Technical-Gr New Bedford Vocational Technical,08250605,         675,         540,  80.0,  48.1,  56.3,  53.2,"",  66.2,   0.0,  20.0,  15.7
NA,NA,a-curv-i4,2017-18,Greenfield-Greenfield High,01140505,         120,          58,  48.3,  35.0,  37.5,  27.5,"",  27.5,   1.7,   9.0,   0.0
NA,NA,a-curv-i4,2017-18,Groton-Dunstable-Groton Dunstable Regional,06730505,         378,         313,  82.8,  20.4,  77.2,  40.2,"",  11.4,   1.6,   8.0,   0.0
NA,NA,a-curv-i4,2017-18,Hadley-Hopkins Academy,01170505,          67,          55,  82.1,  41.8,  68.7,  32.8,"",  29.9,   0.0,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Hamilton-Wenham-Hamilton-Wenham Regional High,06750505,         250,         199,  79.6,  10.0,  74.0,  30.0,"",  31.2,   0.0,  24.0,   0.0
NA,NA,a-curv-i4,2017-18,Hampden Charter School of Science East (District)-Hampden Charter School of Science East,04990305,          26,          20,  76.9,  15.4,  53.8,  30.8,"",  38.5,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Hampden-Wilbraham-Minnechaug Regional High,06800505,         501,         363,  72.5,  16.2,  68.3,  29.5,"",  17.4,   1.6,   4.0,   0.2
NA,NA,a-curv-i4,2017-18,Hampshire-Hampshire Regional High,06830505,         184,         152,  82.6,   6.5,  61.4,  58.7,"",  11.4,   0.0,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Hanover-Hanover High,01220505,         391,         387,  99.0,  78.0,  89.5,  64.5,"",  54.7,  31.2,  75.0,   0.0
NA,NA,a-curv-i4,2017-18,Harvard-Bromfield,01250505,         169,         151,  89.3,   4.1,  88.8,  26.6,"",  28.4,   0.0,  11.0,   0.0
NA,NA,a-curv-i4,2017-18,Hatfield-Smith Academy,01270505,          47,          34,  72.3,  19.1,  61.7,  34.0,"",  17.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Haverhill-Haverhill Alternative School,01280033,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Haverhill-Haverhill High,01280505,         523,         287,  54.9,   5.7,  45.9,  13.6,"",  17.4,   0.0,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Haverhill-TEACH,01280073,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Hingham-Hingham High,01310505,         557,         551,  98.9,  37.3,  96.6,  78.3,"",  30.9,   2.9,  46.0,   0.0
NA,NA,a-curv-i4,2017-18,Holbrook-Holbrook Middle High School,01330505,          59,          55,  93.2,  57.6,  91.5,  18.6,"",  61.0,  27.1,  36.0,   0.0
NA,NA,a-curv-i4,2017-18,Holliston-Holliston High,01360505,         333,         266,  79.9,  19.5,  71.2,  30.3,"",  30.9,   0.0,  16.0,   0.0
NA,NA,a-curv-i4,2017-18,Holyoke-Holyoke High,01370505,         148,          99,  66.9,  51.4,  50.0,  33.8,"",  43.2,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Holyoke-Wm J Dean Vocational Technical High,01370605,           7,           1,  14.3,   0.0,  14.3,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Hopedale-Hopedale Jr Sr High,01380505,         159,         109,  68.6,   2.5,  63.5,  14.5,"",  27.0,   2.5,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Hopkinton-Hopkinton High,01390505,         476,         371,  77.9,  19.7,  59.5,  38.2,"",  32.6,  14.5,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Hudson-Hudson High,01410505,         313,         188,  60.1,  24.0,  52.1,  11.2,"",  24.3,   0.6,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Hull-Hull High,01420505,         132,          98,  74.2,  19.7,  64.4,  32.6,"",  48.5,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Innovation Academy Charter (District)-Innovation Academy Charter School,04350305,         150,         106,  70.7,  22.0,  57.3,  25.3,"",  30.7,   0.0,  13.0,   0.0
NA,NA,a-curv-i4,2017-18,Ipswich-Ipswich High,01440505,         211,         122,  57.8,  17.1,  52.6,  20.4,"",  25.1,   0.5,   9.0,   0.0
NA,NA,a-curv-i4,2017-18,KIPP Academy Lynn Charter (District)-KIPP Academy Lynn Charter School,04290010,          14,          12,  85.7,  35.7,  78.6,  35.7,"",  21.4,   0.0,  14.0,   0.0
NA,NA,a-curv-i4,2017-18,King Philip-King Philip Regional High,06900505,         612,         480,  78.4,  32.2,  76.8,  14.5,"",  27.8,   2.5,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Lawrence-High School Learning Center,01490536,           6,           3,  50.0,   0.0,  33.3,  16.7,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Lawrence-Lawrence High School,01490515,          42,          30,  71.4,   2.4,  54.8,  38.1,"",  11.9,   4.8,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Lawrence-Phoenix Academy Lawrence,01490540,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Lawrence-School for Exceptional Studies,01490537,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Lee-Lee Middle/High School,01500505,          96,          57,  59.4,  40.6,  42.7,  25.0,"",   6.3,   0.0,  17.0,   0.0
NA,NA,a-curv-i4,2017-18,Leicester-Leicester High,01510505,         195,         129,  66.2,  27.7,  54.9,   4.1,"",  22.1,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Lenox-Lenox Memorial High,01520505,          93,          74,  79.6,   0.0,  73.1,  43.0,"",   0.0,   9.7,  19.0,   0.0
NA,NA,a-curv-i4,2017-18,Leominster-Center For Technical Education Innovation,01530605,         161,         150,  93.2,  21.7,  41.0,  30.4,"",  26.1,   0.0,  86.0,  18.0
NA,NA,a-curv-i4,2017-18,Leominster-Leominster Center for Excellence,01530515,          13,           0,   0.0,   0.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Leominster-Leominster High School,01530505,         362,         244,  67.4,  21.8,  53.0,  37.3,"",  24.3,   1.1,  15.0,   0.0
NA,NA,a-curv-i4,2017-18,Lexington-Lexington High,01550505,         603,         501,  83.1,   0.0,  79.8,  25.2,"",  40.3,   0.3,  12.0,   0.0
NA,NA,a-curv-i4,2017-18,Lincoln-Sudbury-Lincoln-Sudbury Regional High,06950505,         591,         523,  88.5,   0.0,  88.2,  13.2,"",   0.0,   1.5,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Littleton-Littleton High School,01580505,         204,         200,  98.0,  64.2,  93.1,  58.8,"",  66.2,   1.5,  36.0,   0.0
NA,NA,a-curv-i4,2017-18,Longmeadow-Longmeadow High,01590505,         383,         314,  82.0,  21.9,  66.6,  64.2,"",  20.4,   3.4,  13.0,   0.0
NA,NA,a-curv-i4,2017-18,Lowell Middlesex Academy Charter (District)-Lowell Middlesex Academy Charter School,04580505,          20,           8,  40.0,  40.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Lowell-Leblanc Therapeutic Day School,01600320,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Lowell-Lowell High,01600505,         458,         361,  78.8,  22.3,  50.4,  51.1,"",  36.5,   0.0,   2.0,   0.0
NA,NA,a-curv-i4,2017-18,Lowell-The Career Academy,01600515,          11,           0,   0.0,   0.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Ludlow-Ludlow Senior High,01610505,         362,         168,  46.4,  14.1,  32.0,  21.0,"",  13.3,   0.0,   1.0,   0.8
NA,NA,a-curv-i4,2017-18,Lunenburg-Lunenburg High,01620505,         186,         125,  67.2,  39.8,  45.2,  17.2,"",  41.4,   3.2,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Lynn-Classical High,01630505,         190,         123,  64.7,  11.1,  55.3,  14.7,"",  24.2,   1.6,   2.0,   0.0
NA,NA,a-curv-i4,2017-18,Lynn-Fecteau-Leary Junior/Senior High School,01630525,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2017-18,Lynn-Lynn English High,01630510,         127,          85,  66.9,  11.8,  62.2,  26.8,"",  28.3,   0.0,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Lynn-Lynn Vocational Technical Institute,01630605,          51,          29,  56.9,  31.4,  56.9,  31.4,"",  19.6,   2.0,  27.0,  27.5
NA,NA,a-curv-i4,2017-18,Lynnfield-Lynnfield High,01640505,         290,         267,  92.1,  37.9,  91.0,  20.7,"",  47.6,   0.0,  15.0,   0.0
NA,NA,a-curv-i4,2017-18,MATCH Charter Public School (District)-MATCH Charter Public School,04690505,           7,           7, 100.0,  57.1,  28.6,  42.9,"",  42.9,   0.0,  29.0,   0.0
NA,NA,a-curv-i4,2017-18,Ma Academy for Math and Science-Ma Academy for Math and Science School,04680505,          39,          39, 100.0,  56.4, 100.0,  46.2,"",  38.5,   7.7,  44.0,   0.0
NA,NA,a-curv-i4,2017-18,Malden-Malden High,01650505,         250,         132,  52.8,  14.4,  36.8,   9.6,"",  25.6,   0.4,   2.0,   0.0
NA,NA,a-curv-i4,2017-18,Manchester Essex Regional-Manchester Essex Regional High School,06980510,         197,         161,  81.7,  19.3,  58.9,  54.3,"",  46.2,   0.0,  15.0,   0.0
NA,NA,a-curv-i4,2017-18,Mansfield-Mansfield High,01670505,         548,         353,  64.4,  15.1,  50.4,  17.3,"",  23.9,   1.6,   4.0,   0.0
NA,NA,a-curv-i4,2017-18,Marblehead-Marblehead High,01680505,         441,         339,  76.9,  12.2,  61.5,  41.0,"",   0.0,   0.0,   8.0,   0.0
NA,NA,a-curv-i4,2017-18,Marlborough-Marlborough High,01700505,         292,         275,  94.2,  64.0,  70.5,  44.5,"",  36.3,   4.1,  29.0,   0.0
NA,NA,a-curv-i4,2017-18,Marshfield-Marshfield High,01710505,         634,         519,  81.9,  15.0,  63.1,  43.4,"",  27.8,   1.9,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Martha's Vineyard Charter (District)-Martha's Vineyard Charter School,04660550,          19,          19, 100.0,   0.0,  52.6,  94.7,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Martha's Vineyard-Martha's Vineyard Regional High,07000505,         229,         149,  65.1,  22.7,  56.3,  16.2,"",  18.8,   3.1,   7.0,   0.0
NA,NA,a-curv-i4,2017-18,Masconomet-Masconomet Regional High School,07050505,         515,         443,  86.0,   7.4,  83.5,  28.2,"",  29.7,   5.2,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Mashpee-Mashpee High,01720505,         163,         119,  73.0,  20.9,  69.3,  28.2,"",  19.6,   5.5,   4.0,   0.0
NA,NA,a-curv-i4,2017-18,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District-Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,          70,          20,  28.6,  18.6,  14.3,   1.4,"",   4.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Maynard-Maynard High,01740505,         141,          97,  68.8,  24.1,  56.7,  22.7,"",  13.5,   0.0,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Medfield-Medfield Senior High,01750505,         367,         334,  91.0,  12.5,  86.9,   8.2,"",  62.1,   7.4,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Medford-Curtis-Tufts,01760510,           6,           4,  66.7,   0.0,  66.7,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Medford-Medford High,01760505,         426,         250,  58.7,  17.1,  51.4,   7.3,"",  17.8,   0.2,   8.0,   6.8
NA,NA,a-curv-i4,2017-18,Medway-Medway High,01770505,         334,         310,  92.8,  23.1,  92.2,  14.4,"",  37.7,   2.1,  15.0,   0.0
NA,NA,a-curv-i4,2017-18,Melrose-Melrose High,01780505,         402,         305,  75.9,  32.3,  71.6,  23.6,"",  36.3,   0.0,  17.0,   0.0
NA,NA,a-curv-i4,2017-18,Mendon-Upton-Nipmuc Regional High,07100510,         283,         217,  76.7,  23.3,  62.9,  29.0,"",  27.6,   1.4,  11.0,   0.0
NA,NA,a-curv-i4,2017-18,Methuen-Methuen High,01810505,         542,         316,  58.3,  11.1,  51.1,  12.5,"",  26.8,   0.9,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Middleborough-Middleborough High,01820505,         313,         294,  93.9,  49.8,  83.4,  44.1,"",  47.3,  10.2,  36.0,   0.0
NA,NA,a-curv-i4,2017-18,Milford-Milford High,01850505,         359,         215,  59.9,  15.6,  53.2,  19.2,"",  20.9,   1.1,   2.0,   0.0
NA,NA,a-curv-i4,2017-18,Millbury-Millbury Junior/Senior High,01860505,         181,         181, 100.0,  87.8,  87.8,  54.1,"",  61.9,  42.0,  99.0,   0.0
NA,NA,a-curv-i4,2017-18,Millis-Millis High School,01870505,         184,         151,  82.1,  14.7,  77.7,  17.9,"",  23.4,   6.5,  24.0,   0.0
NA,NA,a-curv-i4,2017-18,Milton-Milton High,01890505,         320,         243,  75.9,  32.5,  49.1,  30.0,"",  42.8,   5.0,  22.0,   0.0
NA,NA,a-curv-i4,2017-18,Minuteman Regional Vocational Technical-Minuteman Regional High,08300605,         202,         114,  56.4,  11.9,  46.0,  27.2,"",  18.3,   1.5,   5.0,   5.4
NA,NA,a-curv-i4,2017-18,Mohawk Trail-Mohawk Trail Regional High,07170505,         113,          65,  57.5,  23.0,  49.6,   6.2,"",  13.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Monomoy Regional School District-Monomoy Regional High School,07120515,         184,         103,  56.0,  28.3,  45.7,  18.5,"",  23.9,   2.2,   6.0,   0.0
NA,NA,a-curv-i4,2017-18,Monson-Monson High School,01910505,         131,          91,  69.5,  54.2,  58.8,  11.5,"",   4.6,   1.5,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Montachusett Regional Vocational Technical-Montachusett Regional Vocational Technical,08320605,         529,         289,  54.6,  33.5,  51.8,  31.0,"",  27.0,   3.8,  27.0,  27.0
NA,NA,a-curv-i4,2017-18,Mount Greylock-Mt Greylock Regional High,07150505,         159,         121,  76.1,  24.5,  71.1,  12.6,"",  49.1,   0.6,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Mystic Valley Regional Charter (District)-Mystic Valley Regional Charter School,04700105,          99,          96,  97.0,  73.7,  89.9,  86.9,"",  79.8,  10.1,  47.0,   0.0
NA,NA,a-curv-i4,2017-18,Nantucket-Nantucket High,01970505,         147,         116,  78.9,  31.3,  73.5,  15.0,"",  13.6,   0.7,  18.0,   0.0
NA,NA,a-curv-i4,2017-18,Narragansett-Narragansett Regional High,07200505,         157,         127,  80.9,  21.7,  76.4,  14.0,"",  22.9,   0.0,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Nashoba Valley Regional Vocational Technical-Nashoba Valley Technical High School,08520605,         307,         205,  66.8,  38.4,  62.5,  23.8,"",  20.2,   7.8,  17.0,  16.9
NA,NA,a-curv-i4,2017-18,Nashoba-Nashoba Regional,07250505,         440,         385,  87.5,   9.1,  86.4,  27.7,"",  52.5,   1.1,   5.0,   0.0
NA,NA,a-curv-i4,2017-18,Natick-Natick High,01980505,         622,         443,  71.2,  12.5,  59.6,  20.6,"",  48.4,   0.6,  10.0,   0.0
NA,NA,a-curv-i4,2017-18,Nauset-Nauset Regional High,06600505,         394,         272,  69.0,   9.4,  54.6,  39.8,"",  34.3,  12.9,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Needham-Needham High,01990505,         669,         594,  88.8,  29.0,  86.7,  12.0,"",  36.5,   2.7,   7.0,   0.0
NA,NA,a-curv-i4,2017-18,New Bedford-New Bedford High,02010505,         243,         102,  42.0,  16.0,  39.1,  10.7,"",   6.2,   2.9,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,New Bedford-Trinity Day Academy,02010510,          16,           0,   0.0,   0.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,New Bedford-Whaling City Junior/Senior High School,02010515,           8,           0,   0.0,   0.0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,Newburyport-Newburyport High,02040505,         341,         221,  64.8,  23.8,  49.6,  20.5,"",  21.4,   4.7,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,Newton-Newton North High,02070505,         722,         489,  67.7,  15.0,  51.1,  22.7,"",  32.7,   0.8,   5.0,   0.7
NA,NA,a-curv-i4,2017-18,Newton-Newton South High,02070510,         600,         469,  78.2,   4.5,  67.3,  15.0,"",  38.5,   0.7,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Norfolk County Agricultural-Norfolk County Agricultural,09150705,         247,         109,  44.1,   0.0,  44.1,   0.0,"",   0.0,   0.0,  13.0,   0.0
NA,NA,a-curv-i4,2017-18,North Adams-Drury High,02090505,         123,          88,  71.5,  69.1,  32.5,  32.5,"",  22.0,   0.0,   1.0,   0.0
NA,NA,a-curv-i4,2017-18,North Andover-North Andover High,02110505,         620,         415,  66.9,   8.7,  62.3,  15.3,"",  31.8,   3.2,   9.0,   0.0
NA,NA,a-curv-i4,2017-18,North Attleborough-North Attleboro High,02120505,         499,         297,  59.5,  12.4,  55.1,  16.4,"",  25.3,   0.0,   7.0,   0.0
NA,NA,a-curv-i4,2017-18,North Brookfield-North Brookfield High,02150505,          62,          37,  59.7,  40.3,  51.6,  12.9,"",  11.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2017-18,North Middlesex-North Middlesex Regional,07350505,         350,         215,  61.4,   0.6,  43.4,  36.3,"",  10.9,   0.6,   4.0,   0.0
NA,NA,a-curv-i4,2017-18,North Reading-North Reading High,02170505,         363,         246,  67.8,  22.0,  49.0,  28.7,"",  26.2,   0.0,   3.0,   0.0
NA,NA,a-curv-i4,2017-18,Northampton-Northampton High,02100505,         324,         284,  87.7,  52.5,  78.4,  26.5,"",  31.8,   0.0,   4.0,   0.0
NA,NA,a-curv-i4,2017-18,Northampton-Smith Vocational Agricultural-Smith Vocational and Agricultural High,04060705,         193,          87,  45.1,  26.9,  41.5,  25.9,"",  17.6,   0.0,  27.0,  26.9
NA,NA,a-curv-i4,2017-18,Northboro-Southboro-Algonquin Regional High,07300505,         584,         380,  65.1,  13.9,  52.7,  14.7,"",  40.2,   3.6,   7.0,   0.0
