Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Enrolled,# Retained,% Retained,01,02,03,04,05,06,07,08,09,10,11,12
-3.8000000000000007,1,a-degr-i2,2017-18,Springfield-Balliet Middle School,02810360,          51,           3,   5.9,"","","","","","",   6.3,   3.0,"","","",""
7.0,5,a-degr-i2,2017-18,Springfield-Chestnut Academy,02810365,         419,           2,   0.5,"","","","","",   0.0,   2.2,   0.0,"","","",""
2.8,2.8,a-degr-i2,2017-18,Springfield-Impact Prep at Chestnut,02810366,         229,           6,   2.6,"","","","","",   5.5,   0.0,"","","","",""
2.5999999999999996,2.6,a-degr-i2,2017-18,Springfield-German Gerena Community School,02810195,         486,          13,   2.7,   7.7,   4.0,   0.0,   1.0,   0.0,"","","","","","",""
6.0,5,a-degr-i2,2017-18,Springfield-The Springfield Renaissance School an Expeditionary Learning School,02810205,         686,           7,   1.0,"","","","","",   0.0,   1.8,   1.0,   1.9,   2.0,   0.0,   0.0
-0.40000000000000036,1,a-degr-i2,2017-18,Springfield-John J Duggan Middle,02810320,         766,          32,   4.2,"","","","","",   5.6,   5.3,   1.2,   8.5,   1.9,   2.9,   0.0
4.4,4.4,a-degr-i2,2017-18,Springfield-Forest Park Middle,02810325,         712,          13,   1.8,"","","","","",   1.6,   2.3,   1.6,"","","",""
7.6,5,a-degr-i2,2017-18,Springfield-John F Kennedy Middle,02810328,         450,           1,   0.2,"","","","","",   0.0,   0.6,   0.0,"","","",""
5.8,5,a-degr-i2,2017-18,Springfield-M Marcus Kiley Middle,02810330,         659,           7,   1.1,"","","","","",   0.9,   1.9,   0.4,"","","",""
0.0,1,a-degr-i2,2017-18,Springfield-Springfield Public Day Middle School,02810345,          50,           2,   4.0,"","","","","",  11.1,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Springfield-STEM Middle Academy,02810350,         293,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
6.2,5,a-degr-i2,2017-18,Springfield-Alice B Beal Elementary,02810175,         217,           2,   0.9,   2.3,   2.5,   0.0,   0.0,   0.0,"","","","","","",""
-4.6,1,a-degr-i2,2017-18,Springfield-Warner,02810180,         222,          14,   6.3,  15.4,   6.1,  11.1,   0.0,   0.0,"","","","","","",""
-0.5999999999999996,1,a-degr-i2,2017-18,Springfield-Washington,02810185,         299,          13,   4.3,  12.5,  12.3,   0.0,   0.0,   0.0,"","","","","","",""
2.5999999999999996,2.6,a-degr-i2,2017-18,Springfield-White Street,02810190,         376,          10,   2.7,   3.8,   7.8,   1.4,   0.0,   0.0,"","","","","","",""
-3.1999999999999993,1,a-degr-i2,2017-18,Springfield Preparatory Charter School (District)-Springfield Preparatory Charter School,35100205,         162,           9,   5.6,  11.1,   5.6,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoneham-Colonial Park,02840005,         184,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoneham-Robin Hood,02840025,         268,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoneham-South,02840030,         267,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoneham-Stoneham Central Middle School,02840405,         687,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
6.8,5,a-degr-i2,2017-18,Stoneham-Stoneham High,02840505,         675,           4,   0.6,"","","","","","","","",   2.2,   0.0,   0.0,   0.0
7.0,5,a-degr-i2,2017-18,Stoughton-Helen Hansen Elementary,02850010,         198,           1,   0.5,   2.2,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoughton-Joseph R Dawe Jr Elementary,02850014,         288,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
0.7999999999999998,1,a-degr-i2,2017-18,Stoughton-Stoughton High,02850505,"       1,098",          40,   3.6,"","","","","","","","",   8.4,   3.6,   1.5,   0.4
8.0,5,a-degr-i2,2017-18,Stoughton-South Elementary,02850015,         220,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Stoughton-West Elementary,02850020,         294,           1,   0.3,   1.8,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoughton-Joseph H Gibbons,02850025,         296,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Stoughton-O'Donnell Middle School,02850405,         825,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
6.8,5,a-degr-i2,2017-18,Sturbridge-Burgess Elementary,02870005,         725,           4,   0.6,   1.8,   1.8,   0.0,   0.0,   0.0,   0.0,"","","","","",""
6.0,5,a-degr-i2,2017-18,Sturgis Charter Public (District)-Sturgis Charter Public School,04890505,         816,           8,   1.0,"","","","","","","","",   1.4,   1.4,   0.5,   0.5
8.0,5,a-degr-i2,2017-18,Sudbury-Peter Noyes,02880030,         434,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Sudbury-General John Nixon Elementary,02880025,         296,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Sudbury-Israel Loring School,02880015,         403,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Sudbury-Ephraim Curtis Middle,02880305,         941,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
6.2,5,a-degr-i2,2017-18,Sudbury-Josiah Haynes,02880010,         331,           3,   0.9,   1.9,   0.0,   0.0,   0.0,   2.2,"","","","","","",""
6.8,5,a-degr-i2,2017-18,Sunderland-Sunderland Elementary,02890005,         180,           1,   0.6,   0.0,   2.6,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2017-18,Sutton-Sutton Middle School,02900305,         365,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Sutton-Sutton Elementary,02900005,         329,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Sutton-Sutton Early Learning,02900003,         186,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
7.0,5,a-degr-i2,2017-18,Sutton-Sutton High School,02900510,         399,           2,   0.5,"","","","","","","","",   0.0,   0.0,   1.0,   0.9
7.8,5,a-degr-i2,2017-18,Swampscott-Swampscott High,02910505,         673,           1,   0.1,"","","","","","","","",   0.0,   0.0,   0.6,   0.0
7.8,5,a-degr-i2,2017-18,Swampscott-Swampscott Middle,02910305,         697,           1,   0.1,"","","","",   0.0,   0.0,   0.0,   0.5,"","","",""
8.0,5,a-degr-i2,2017-18,Swampscott-Stanley,02910020,         234,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
4.4,4.4,a-degr-i2,2017-18,Swampscott-Hadley,02910010,         228,           4,   1.8,   7.7,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Swampscott-Clarke,02910005,         158,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Swansea-Joseph Case Jr High,02920305,         521,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Swansea-Joseph G Luther,02920020,         228,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Swansea-Mark G Hoyle Elementary,02920017,         124,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
5.8,5,a-degr-i2,2017-18,Swansea-Gardner,02920015,         176,           2,   1.1,   2.0,   0.0,"","","","","","","","","",""
3.4000000000000004,3.4,a-degr-i2,2017-18,Swansea-Joseph Case High,02920505,         530,          12,   2.3,"","","","","","","","",   6.3,   0.0,   2.2,   0.0
8.0,5,a-degr-i2,2017-18,Swansea-Elizabeth S Brown,02920006,         274,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
-35.6,1,a-degr-i2,2017-18,TEC Connections Academy Commonwealth Virtual School District-TEC Connections Academy Commonwealth Virtual School,39020900,"       1,501",         327,  21.8,   2.9,   0.0,   0.0,   2.3,   6.5,   7.8,  14.4,  10.3,  41.9,  34.7,  23.1,  13.8
5.8,5,a-degr-i2,2017-18,Tantasqua-Tantasqua Regional Sr High,07700505,         720,           8,   1.1,"","","","","","","","",   1.7,   1.0,   0.0,   1.7
5.8,5,a-degr-i2,2017-18,Tantasqua-Tantasqua Regional Vocational,07700605,         470,           5,   1.1,"","","","","","","","",   2.8,   0.0,   0.9,   0.0
6.6,5,a-degr-i2,2017-18,Tantasqua-Tantasqua Regional Jr High,07700405,         590,           4,   0.7,"","","","","","",   0.7,   0.7,"","","",""
8.0,5,a-degr-i2,2017-18,Taunton-Hopewell,02930035,         229,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
-4.6,1,a-degr-i2,2017-18,Taunton-Taunton Alternative High School,02930525,          95,           6,   6.3,"","","","","","","","","",   0.0,   2.4,  14.3
3.0,3.0,a-degr-i2,2017-18,Taunton-Taunton High,02930505,"       2,624",          66,   2.5,"","","","","","","",   0.7,   7.1,   1.6,   2.5,   0.5
8.0,5,a-degr-i2,2017-18,Taunton-Benjamin Friedman Middle,02930315,         762,           0,   0.0,"","","","",   0.0,   0.0,   0.0,"","","","",""
8.0,5,a-degr-i2,2017-18,Taunton-John F Parker Middle,02930305,         497,           0,   0.0,"","","","",   0.0,   0.0,   0.0,"","","","",""
3.8,3.8,a-degr-i2,2017-18,Taunton-H H Galligan,02930057,         193,           4,   2.1,   5.9,   2.1,   0.0,   0.0,"","","","","","","",""
7.4,5,a-degr-i2,2017-18,Taunton-Joseph H Martin,02930042,         676,           2,   0.3,"","","","",   0.9,   0.0,   0.0,"","","","",""
8.0,5,a-degr-i2,2017-18,Taunton-Elizabeth Pole,02930027,         501,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
5.4,5,a-degr-i2,2017-18,Taunton-Mulcahey Elementary School,02930015,         387,           5,   1.3,   4.3,   0.0,   0.8,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2017-18,Taunton-East Taunton Elementary,02930010,         495,           1,   0.2,   0.8,   0.0,   0.0,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2017-18,Taunton-Joseph C Chamberlain,02930008,         429,           1,   0.2,   0.0,   0.9,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Taunton-Edmund Hatch Bennett,02930007,         261,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Tewksbury-John F. Ryan,02950023,         511,           0,   0.0,"","","","",   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2017-18,Tewksbury-North Street,02950020,         277,           0,   0.0,"","",   0.0,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2017-18,Tewksbury-John W. Wynn Middle,02950305,         581,           1,   0.2,"","","","","","",   0.0,   0.3,"","","",""
4.0,4.0,a-degr-i2,2017-18,Tewksbury-Tewksbury Memorial High,02950505,         915,          18,   2.0,"","","","","","","","",   6.0,   0.9,   1.3,   0.0
8.0,5,a-degr-i2,2017-18,Tewksbury-Heath-Brook,02950010,         234,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
8.0,5,a-degr-i2,2017-18,Tewksbury-Louise Davy Trahan,02950025,         234,           0,   0.0,"","",   0.0,   0.0,"","","","","","","",""
6.6,5,a-degr-i2,2017-18,Tewksbury-L F Dewing,02950001,         287,           2,   0.7,   0.6,   0.8,"","","","","","","","","",""
7.2,5,a-degr-i2,2017-18,Tisbury-Tisbury Elementary,02960005,         280,           1,   0.4,   3.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Topsfield-Steward Elementary,02980010,         254,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2017-18,Topsfield-Proctor Elementary,02980005,         254,           0,   0.0,"","","",   0.0,   0.0,   0.0,"","","","","",""
6.0,5,a-degr-i2,2017-18,Tri-County Regional Vocational Technical-Tri-County Regional Vocational Technical,08780605,         986,          10,   1.0,"","","","","","","","",   2.4,   1.1,   0.4,   0.0
7.6,5,a-degr-i2,2017-18,Triton-Triton Regional Middle School,07730405,         416,           1,   0.2,"","","","","","",   0.0,   0.5,"","","",""
7.4,5,a-degr-i2,2017-18,Triton-Pine Grove,07730025,         362,           1,   0.3,   1.7,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
3.8,3.8,a-degr-i2,2017-18,Triton-Triton Regional High School,07730505,         719,          15,   2.1,"","","","","","","","",   2.3,   2.1,   3.3,   0.6
8.0,5,a-degr-i2,2017-18,Triton-Newbury Elementary,07730020,         350,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2017-18,Triton-Salisbury Elementary,07730015,         414,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2017-18,Truro-Truro Central,03000005,          71,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2017-18,Tyngsborough-Tyngsborough Middle,03010305,         409,           1,   0.2,"","","","","",   0.0,   0.0,   0.7,"","","",""
8.0,5,a-degr-i2,2017-18,Tyngsborough-Tyngsborough Elementary,03010020,         606,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Tyngsborough-Tyngsborough High School,03010505,         476,           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
2.4000000000000004,2.4,a-degr-i2,2017-18,UP Academy Charter School of Boston (District)-UP Academy Charter School of Boston,04800405,         502,          14,   2.8,"","","","","",   1.6,   2.4,   4.6,"","","",""
3.8,3.8,a-degr-i2,2017-18,UP Academy Charter School of Dorchester (District)-UP Academy Charter School of Dorchester,35050405,         616,          13,   2.1,   5.6,   2.7,   0.0,   0.0,   0.0,   2.4,   7.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Up-Island Regional-West Tisbury Elementary,07740020,         314,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Up-Island Regional-Chilmark Elementary,07740010,          41,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Upper Cape Cod Regional Vocational Technical-Upper Cape Cod Vocational Technical,08790605,         715,           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
-26.799999999999997,1,a-degr-i2,2017-18,Uxbridge-Gateway to College,03040515,          46,           8,  17.4,"","","","","","","","","","",  22.2,  16.7
8.0,5,a-degr-i2,2017-18,Uxbridge-Whitin Elementary School,03040020,         383,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Uxbridge-McCloskey Middle School,03040015,         403,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
6.4,5,a-degr-i2,2017-18,Uxbridge-Taft Early Learning Center,03040005,         252,           2,   0.8,   0.8,   0.8,"","","","","","","","","",""
-2.4000000000000004,1,a-degr-i2,2017-18,Uxbridge-Uxbridge High,03040505,         477,          25,   5.2,"","","","","","","","",   9.2,   6.3,   3.4,   1.7
4.2,4.2,a-degr-i2,2017-18,Veritas Preparatory Charter School (District)-Veritas Preparatory Charter School,04980405,         322,           6,   1.9,"","","","",   4.4,   1.2,   1.2,   0.0,"","","",""
7.0,5,a-degr-i2,2017-18,Wachusett-Chocksett Middle School,07750315,         364,           2,   0.5,"","","","",   1.3,   0.0,   1.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Wachusett-Wachusett Regional High,07750505,"       2,117",           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2017-18,Wachusett-Central Tree Middle,07750310,         372,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Wachusett-Mountview Middle,07750305,         802,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Wachusett-Thomas Prince,07750045,         368,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
7.2,5,a-degr-i2,2017-18,Wachusett-Naquag Elementary School,07750005,         251,           1,   0.4,   0.9,   0.0,"","","","","","","","","",""
7.4,5,a-degr-i2,2017-18,Wachusett-Glenwood Elementary School,07750060,         343,           1,   0.3,"","",   1.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2017-18,Wachusett-Leroy E.Mayo,07750032,         417,           1,   0.2,   0.0,   0.0,   1.2,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Wachusett-Houghton Elementary,07750027,         310,           1,   0.3,   0.0,   1.2,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Wachusett-Dawson,07750020,         417,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Wachusett-Davis Hill Elementary,07750018,         390,           1,   0.3,   1.4,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.0,5,a-degr-i2,2017-18,Wachusett-Paxton Center,07750040,         442,           2,   0.5,   0.0,   0.0,   0.0,   1.8,   0.0,   0.0,   1.6,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Wakefield-Dolbeare,03050005,         360,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2017-18,Wakefield-Greenwood,03050020,         175,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
6.8,5,a-degr-i2,2017-18,Wakefield-Woodville School,03050015,         308,           2,   0.6,   2.5,   0.0,   0.0,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2017-18,Wakefield-Galvin Middle School,03050310,"       1,044",           2,   0.2,"","","","",   0.0,   0.4,   0.0,   0.4,"","","",""
7.0,5,a-degr-i2,2017-18,Wakefield-Walton,03050040,         205,           1,   0.5,   2.2,   0.0,   0.0,   0.0,"","","","","","","",""
6.8,5,a-degr-i2,2017-18,Wakefield-Wakefield Memorial High,03050505,"       1,019",           6,   0.6,"","","","","","","","",   0.0,   0.4,   1.7,   0.4
8.0,5,a-degr-i2,2017-18,Wales-Wales Elementary,03060005,         126,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.4,5,a-degr-i2,2017-18,Walpole-Old Post Road,03070018,         355,           1,   0.3,   1.3,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Walpole-Bird Middle,03070305,         491,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Walpole-Eleanor N Johnson Middle,03070310,         448,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.8,5,a-degr-i2,2017-18,Walpole-Walpole High,03070505,"       1,124",           1,   0.1,"","","","","","","","",   0.0,   0.0,   0.0,   0.4
8.0,5,a-degr-i2,2017-18,Walpole-Fisher,03070015,         383,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Walpole-Elm Street School,03070005,         369,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Walpole-Boyden,03070010,         293,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
5.6,5,a-degr-i2,2017-18,Waltham-Waltham Sr High,03080505,"       1,619",          19,   1.2,"","","","","","","","",   2.5,   0.4,   1.0,   0.8
8.0,5,a-degr-i2,2017-18,Waltham-Northeast Elementary School,03080040,         387,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2017-18,Waltham-John F Kennedy Middle,03080404,         512,           1,   0.2,"","","","","",   0.0,   0.0,   0.6,"","","",""
7.4,5,a-degr-i2,2017-18,Waltham-Henry Whittemore Elementary School,03080065,         368,           1,   0.3,   1.4,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Waltham-James Fitzgerald Elementary School,03080060,         359,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Waltham-Thomas R Plympton Elementary School,03080050,         359,           1,   0.3,   1.4,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Waltham-John W. McDevitt Middle School,03080415,         631,           2,   0.3,"","","","","",   0.0,   0.0,   1.0,"","","",""
8.0,5,a-degr-i2,2017-18,Waltham-Douglas MacArthur Elementary School,03080032,         362,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Waltham-William F. Stanley Elementary School,03080005,         329,           1,   0.3,   0.0,   1.4,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Waltham-Waltham Public Schools Dual Language Program,03080001,          40,           0,   0.0,   0.0,"","","","","","","","","","",""
6.8,5,a-degr-i2,2017-18,Ware-Ware Middle School,03090305,         335,           2,   0.6,"","","",   0.0,   0.0,   1.7,"","","","","",""
8.0,5,a-degr-i2,2017-18,Ware-Stanley M Koziol Elementary School,03090020,         271,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
-1.4000000000000004,1,a-degr-i2,2017-18,Ware-Ware Junior/Senior High School,03090505,         464,          22,   4.7,"","","","","","",   0.0,   0.0,  12.7,  11.7,   5.1,   1.7
7.8,5,a-degr-i2,2017-18,Wareham-Wareham Middle,03100305,         726,           1,   0.1,"","","","",   0.6,   0.0,   0.0,   0.0,"","","",""
-52.4,1,a-degr-i2,2017-18,Wareham-Wareham Cooperative Alternative School,03100315,          63,          19,  30.2,"","","","","","","","",  60.0,  33.3,  29.4,  11.1
-9.399999999999999,1,a-degr-i2,2017-18,Wareham-Wareham Senior High,03100505,         448,          39,   8.7,"","","","","","","","",  22.2,   7.2,   2.3,   0.8
4.0,4.0,a-degr-i2,2017-18,Wareham-John William Decas,03100003,         355,           7,   2.0,   3.1,   1.0,"","","","","","","","","",""
7.6,5,a-degr-i2,2017-18,Wareham-Minot Forest,03100017,         408,           1,   0.2,"","",   0.0,   0.5,"","","","","","","",""
7.6,5,a-degr-i2,2017-18,Watertown-Hosmer,03140020,         453,           1,   0.2,   0.0,   0.0,   1.2,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Watertown-James Russell Lowell,03140025,         330,           1,   0.3,   0.0,   1.5,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Watertown-Watertown Middle,03140305,         527,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
5.0,5.0,a-degr-i2,2017-18,Watertown-Watertown High,03140505,         669,          10,   1.5,"","","","","","","","",   2.2,   1.3,   1.9,   0.6
6.2,5,a-degr-i2,2017-18,Watertown-Cunniff,03140015,         231,           2,   0.9,   0.0,   2.5,   1.7,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wayland-Happy Hollow School,03150015,         327,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wayland-Wayland Middle School,03150305,         637,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2017-18,Wayland-Wayland High School,03150505,         856,           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
7.2,5,a-degr-i2,2017-18,Wayland-Loker School,03150020,         224,           1,   0.4,   0.0,   0.0,   2.3,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2017-18,Wayland-Claypit Hill School,03150005,         450,           1,   0.2,   0.0,   0.0,   0.0,   1.1,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2017-18,Webster-Webster Middle School,03160315,         589,           2,   0.3,"","","","",   0.0,   0.0,   0.7,   0.6,"","","",""
5.8,5,a-degr-i2,2017-18,Webster-Park Avenue Elementary,03160015,         626,           7,   1.1,   4.5,   0.0,   0.0,   0.0,"","","","","","","",""
0.20000000000000018,1,a-degr-i2,2017-18,Webster-Bartlett High School,03160505,         433,          17,   3.9,"","","","","","","","",   3.7,   4.8,   5.6,   1.1
8.0,5,a-degr-i2,2017-18,Wellesley-John D Hardy,03170020,         256,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Joseph E Fiske,03170015,         256,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Hunnewell,03170025,         207,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Katharine Lee Bates,03170005,         320,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Sprague Elementary School,03170048,         319,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Schofield,03170045,         314,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Ernest F Upham,03170050,         199,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2017-18,Wellesley-Wellesley Middle,03170305,"       1,128",           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.2,5,a-degr-i2,2017-18,Wellesley-Wellesley Sr High,03170505,"       1,569",           6,   0.4,"","","","","","","","",   0.0,   0.0,   0.0,   1.5
8.0,5,a-degr-i2,2017-18,Wellfleet-Wellfleet Elementary,03180005,          86,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.4,5,a-degr-i2,2017-18,West Boylston-West Boylston Junior/Senior High,03220505,         485,           4,   0.8,"","","","","",   0.0,   0.0,   0.0,   3.0,   0.0,   3.2,   0.0
6.8,5,a-degr-i2,2017-18,West Boylston-Major Edwards Elementary,03220005,         323,           2,   0.6,   0.0,   2.9,   0.0,   0.0,   0.0,"","","","","","",""
6.4,5,a-degr-i2,2017-18,West Bridgewater-Rose L Macdonald,03230003,         247,           2,   0.8,   1.2,   1.2,   0.0,"","","","","","","","",""
7.4,5,a-degr-i2,2017-18,West Bridgewater-Howard School,03230305,         288,           1,   0.3,"","","",   0.0,   1.1,   0.0,"","","","","",""
8.0,5,a-degr-i2,2017-18,West Bridgewater-West Bridgewater Junior/Senior,03230505,         626,           0,   0.0,"","","","","","",   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
-17.0,1,a-degr-i2,2017-18,West Springfield-21st Century Skills Academy,03320515,           8,           1,  12.5,"","","","","","","","","","","",  12.5
