Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Enrolled,# Retained,% Retained,01,02,03,04,05,06,07,08,09,10,11,12
8.0,5,a-degr-i2,2021-22,Wellesley-Katharine Lee Bates,03170005,         234,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Wellfleet-Wellfleet Elementary,03180005,          90,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2021-22,West Boylston-Major Edwards Elementary,03220005,         296,           1,   0.3,   2.3,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.2,5,a-degr-i2,2021-22,West Boylston-West Boylston Junior/Senior High,03220505,         472,           2,   0.4,"","","","","",   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.4
7.4,5,a-degr-i2,2021-22,West Bridgewater-Howard School,03230305,         295,           1,   0.3,"","","",   0.0,   1.0,   0.0,"","","","","",""
4.8,4.8,a-degr-i2,2021-22,West Bridgewater-Rose L Macdonald,03230003,         318,           5,   1.6,   2.5,   1.1,   0.9,"","","","","","","","",""
8.0,5,a-degr-i2,2021-22,West Bridgewater-West Bridgewater Junior/Senior,03230505,         622,           0,   0.0,"","","","","","",   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2.8,2.8,a-degr-i2,2021-22,West Springfield-West Springfield High,03320505,"       1,167",          30,   2.6,"","","","","","","","",   6.9,   0.7,   0.7,   1.4
7.6,5,a-degr-i2,2021-22,West Springfield-West Springfield Middle,03320305,         877,           2,   0.2,"","","","","",   0.0,   0.0,   0.7,"","","",""
8.0,5,a-degr-i2,2021-22,West Springfield-Tatham,03320040,         270,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.8,5,a-degr-i2,2021-22,West Springfield-Mittineague,03320030,         161,           1,   0.6,   4.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.0,5,a-degr-i2,2021-22,West Springfield-Memorial,03320025,         209,           1,   0.5,   0.0,   0.0,   0.0,   3.1,   0.0,"","","","","","",""
1.4000000000000004,1.4,a-degr-i2,2021-22,West Springfield-Philip G Coburn,03320007,         423,          14,   3.3,   5.1,  10.1,   1.4,   0.0,   0.0,"","","","","","",""
5.0,5.0,a-degr-i2,2021-22,West Springfield-John R Fausey,03320010,         400,           6,   1.5,   1.2,   6.2,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Westborough-Elsie A Hastings Elementary,03210025,         273,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
7.4,5,a-degr-i2,2021-22,Westborough-Westborough High,03210505,"       1,169",           4,   0.3,"","","","","","","","",   0.6,   0.3,   0.4,   0.0
7.2,5,a-degr-i2,2021-22,Westborough-Annie E Fales,03210010,         266,           1,   0.4,   1.2,   0.0,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westborough-J Harding Armstrong,03210005,         270,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westborough-Sarah W Gibbons Middle,03210305,         592,           0,   0.0,"","","","","","",   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Westborough-Mill Pond School,03210045,         889,           0,   0.0,"","","",   0.0,   0.0,   0.0,"","","","","",""
7.8,5,a-degr-i2,2021-22,Westfield-Westfield Intermediate School,03250075,         669,           1,   0.1,"","","","",   0.0,   0.3,"","","","","",""
7.4,5,a-degr-i2,2021-22,Westfield-Westfield Middle School,03250310,         678,           2,   0.3,"","","","","","",   0.3,   0.3,"","","",""
7.2,5,a-degr-i2,2021-22,Westfield-Westfield High,03250505,"       1,090",           4,   0.4,"","","","","","","","",   0.0,   0.0,   0.0,   1.3
6.8,5,a-degr-i2,2021-22,Westfield-Westfield Technical Academy,03250605,         539,           3,   0.6,"","","","","","","","",   0.7,   0.7,   0.7,   0.0
7.2,5,a-degr-i2,2021-22,Westfield-Southampton Road,03250040,         235,           1,   0.4,   1.6,   0.0,   0.0,   0.0,"","","","","","","",""
7.2,5,a-degr-i2,2021-22,Westfield-Paper Mill,03250036,         246,           1,   0.4,   1.7,   0.0,   0.0,   0.0,"","","","","","","",""
7.2,5,a-degr-i2,2021-22,Westfield-Munger Hill,03250033,         275,           1,   0.4,   0.0,   0.0,   0.0,   1.3,"","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westfield-Abner Gibbs,03250020,         141,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
5.2,5,a-degr-i2,2021-22,Westfield-Franklin Ave,03250015,         142,           2,   1.4,   0.0,   2.6,   0.0,   2.6,"","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westfield-Westfield Virtual School,03250705,          95,           0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Westfield-Highland,03250025,         258,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westford-Col John Robinson,03260025,         202,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westford-John A. Crisafulli Elementary School,03260045,         334,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Westford-Rita E. Miller Elementary School,03260055,         182,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westford-Blanchard Middle,03260310,         504,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Westford-Stony Brook School,03260330,         632,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.8,5,a-degr-i2,2021-22,Westford-Westford Academy,03260505,"       1,564",           2,   0.1,"","","","","","","","",   0.0,   0.0,   0.5,   0.0
8.0,5,a-degr-i2,2021-22,Westford-Abbot Elementary,03260004,         341,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Westford-Day Elementary,03260007,         296,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
6.4,5,a-degr-i2,2021-22,Westford-Nabnasset,03260015,         236,           2,   0.8,   0.0,   1.8,"","","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Westhampton-Westhampton Elementary School,03270005,          81,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Weston-Country,03300010,         223,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Weston-Field Elementary School,03300012,         263,           0,   0.0,"","","",   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Weston-Woodland,03300015,         196,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
7.6,5,a-degr-i2,2021-22,Weston-Weston Middle,03300305,         452,           1,   0.2,"","","","","",   0.0,   0.7,   0.0,"","","",""
7.6,5,a-degr-i2,2021-22,Weston-Weston High,03300505,         638,           1,   0.2,"","","","","","","","",   0.0,   0.0,   0.6,   0.0
6.0,5,a-degr-i2,2021-22,Westport-Westport Middle-High School,03310515,         825,           8,   1.0,"","","","",   0.8,   0.7,   0.0,   0.9,   5.2,   0.0,   0.0,   0.0
6.2,5,a-degr-i2,2021-22,Westport-Westport Elementary,03310030,         440,           4,   0.9,   1.8,   0.9,   0.0,   0.9,"","","","","","","",""
7.6,5,a-degr-i2,2021-22,Westwood-Westwood High,03350505,         949,           2,   0.2,"","","","","","","","",   0.5,   0.0,   0.0,   0.4
8.0,5,a-degr-i2,2021-22,Westwood-E W Thurston Middle,03350305,         662,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.2,5,a-degr-i2,2021-22,Westwood-William E Sheehan,03350025,         244,           1,   0.4,   0.0,   0.0,   0.0,   2.3,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Westwood-Martha Jones,03350017,         233,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Westwood-Paul Hanlon,03350015,         157,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
5.2,5,a-degr-i2,2021-22,Westwood-Deerfield School,03350010,         145,           2,   1.4,   0.0,   0.0,   0.0,   0.0,   6.3,"","","","","","",""
7.2,5,a-degr-i2,2021-22,Westwood-Downey,03350012,         256,           1,   0.4,   0.0,   0.0,   0.0,   0.0,   2.1,"","","","","","",""
7.8,5,a-degr-i2,2021-22,Weymouth-Abigail Adams Middle School,03360310,         784,           1,   0.1,"","","","","",   0.0,   0.3,"","","","",""
-0.5999999999999996,1,a-degr-i2,2021-22,Weymouth-Weymouth High School,03360505,"       2,249",          97,   4.3,"","","","","","","",   0.0,  10.8,   3.6,   2.9,   4.0
7.2,5,a-degr-i2,2021-22,Weymouth-Thomas W. Hamilton Primary School,03360105,         271,           1,   0.4,   1.4,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Weymouth-Ralph Talbot,03360085,         208,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Weymouth-Wessagusset,03360110,         275,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Weymouth-Lawrence W Pingree,03360065,         212,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Weymouth-Thomas V Nash,03360060,         172,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.2,5,a-degr-i2,2021-22,Weymouth-Frederick C Murphy,03360050,         236,           1,   0.4,   0.0,   1.8,   0.0,   0.0,   0.0,"","","","","","",""
7.2,5,a-degr-i2,2021-22,Weymouth-Academy Avenue,03360005,         270,           1,   0.4,   2.1,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2021-22,Weymouth-William Seach,03360080,         313,           1,   0.3,   1.7,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Whately-Whately Elementary,03370005,          92,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Whitman-Hanson-John H Duval,07800030,         349,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Whitman-Hanson-Indian Head,07800035,         404,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2021-22,Whitman-Hanson-Hanson Middle School,07800315,         457,           1,   0.2,"","","","",   0.0,   0.0,   0.8,   0.0,"","","",""
5.8,5,a-degr-i2,2021-22,Whitman-Hanson-Whitman Hanson Regional,07800505,"       1,074",          12,   1.1,"","","","","","","","",   0.4,   0.0,   0.0,   3.8
8.0,5,a-degr-i2,2021-22,Whitman-Hanson-Louise A Conley,07800010,         418,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Whitman-Hanson-Whitman Middle,07800310,         513,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.8,5,a-degr-i2,2021-22,Whittier Regional Vocational Technical-Whittier Regional Vocational,08850605,"       1,282",           1,   0.1,"","","","","","","","",   0.0,   0.3,   0.0,   0.0
8.0,5,a-degr-i2,2021-22,Williamsburg-Anne T. Dunphy School,03400020,         113,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Wilmington-Woburn Street,03420020,         346,           0,   0.0,   0.0,   0.0,   0.0,"","","","","","","","",""
6.8,5,a-degr-i2,2021-22,Wilmington-Wilmington High,03420505,         694,           4,   0.6,"","","","","","","","",   0.8,   0.6,   0.0,   1.0
6.8,5,a-degr-i2,2021-22,Wilmington-Wilmington Middle School,03420330,         683,           4,   0.6,"","","","","",   0.4,   1.6,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Wilmington-West Intermediate,03420080,         213,           0,   0.0,"","","",   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Wilmington-North Intermediate,03420060,         250,           0,   0.0,"","","",   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2021-22,Wilmington-Shawsheen Elementary,03420025,         328,           1,   0.3,   0.8,   0.0,   0.0,"","","","","","","","",""
-10.8,1,a-degr-i2,2021-22,Winchendon-Murdock High School,03430515,         265,          25,   9.4,"","","","","","","","",   7.0,   8.1,   9.8,  13.6
-122.80000000000001,1,a-degr-i2,2021-22,Winchendon-Murdock Academy for Success,03430405,          26,          17,  65.4,"","","","","","","","","", 100.0,  36.4,""
5.8,5,a-degr-i2,2021-22,Winchendon-Memorial,03430040,         179,           2,   1.1,   2.2,   0.0,"","","","","","","","","",""
7.2,5,a-degr-i2,2021-22,Winchendon-Murdock Middle School,03430315,         255,           1,   0.4,"","","","","",   1.2,   0.0,   0.0,"","","",""
4.6,4.6,a-degr-i2,2021-22,Winchendon-Toy Town Elementary,03430050,         297,           5,   1.7,"","",   3.0,   2.1,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Winchester-Lincoln Elementary,03440005,         309,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Winchester-Ambrose Elementary,03440045,         280,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Winchester-Muraco Elementary,03440040,         294,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Winchester-Vinson-Owen Elementary,03440025,         336,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2021-22,Winchester-Lynch Elementary,03440020,         394,           1,   0.3,   1.6,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.0,5,a-degr-i2,2021-22,Winchester-Winchester High School,03440505,"       1,349",          13,   1.0,"","","","","","","","",   0.0,   0.0,   0.3,   3.5
8.0,5,a-degr-i2,2021-22,Winchester-McCall Middle,03440305,"       1,059",           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Winthrop-Winthrop Middle School,03460305,         423,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.6,5,a-degr-i2,2021-22,Winthrop-Arthur T. Cummings Elementary School,03460020,         415,           1,   0.2,"","",   0.0,   0.0,   0.7,"","","","","","",""
0.20000000000000018,1,a-degr-i2,2021-22,Winthrop-Winthrop High School,03460505,         562,          22,   3.9,"","","","","","","","",   5.4,   6.4,   3.1,   0.7
8.0,5,a-degr-i2,2021-22,Winthrop-William P. Gorman/Fort Banks Elementary,03460015,         293,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Daniel L Joyce Middle School,03470410,         477,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Woburn-John F Kennedy Middle School,03470405,         493,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Mary D Altavesta,03470065,         184,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Malcolm White,03470055,         244,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.6,5,a-degr-i2,2021-22,Woburn-Woburn High,03470505,"       1,215",           8,   0.7,"","","","","","","","",   0.3,   0.4,   0.7,   1.2
7.2,5,a-degr-i2,2021-22,Woburn-Clyde Reeves,03470040,         270,           1,   0.4,   1.9,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Linscott-Rumford,03470025,         161,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.8,5,a-degr-i2,2021-22,Woburn-Hurld-Wyman Elementary School,03470020,         309,           2,   0.6,   3.1,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Goodyear Elementary School,03470005,         241,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2021-22,Woburn-Shamrock,03470043,         197,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
2.8,2.8,a-degr-i2,2021-22,Worcester-North High,03480515,"       1,287",          34,   2.6,"","","","","","","","",   4.7,   3.4,   0.7,   1.3
2.5999999999999996,2.6,a-degr-i2,2021-22,Worcester-South High Community,03480520,"       1,509",          41,   2.7,"","","","","","","","",   3.8,   2.4,   1.3,   3.1
7.8,5,a-degr-i2,2021-22,Worcester-Worcester Technical High,03480605,"       1,476",           1,   0.1,"","","","","","","","",   0.3,   0.0,   0.0,   0.0
7.6,5,a-degr-i2,2021-22,Worcester-Woodland Academy,03480030,         417,           1,   0.2,   1.9,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
6.2,5,a-degr-i2,2021-22,Worcester-Burncoat Street,03480035,         219,           2,   0.9,   5.3,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
3.5999999999999996,3.6,a-degr-i2,2021-22,Worcester-Canterbury,03480045,         224,           5,   2.2,  10.5,   0.0,   0.0,   2.9,   0.0,   0.0,"","","","","",""
7.4,5,a-degr-i2,2021-22,Worcester-Chandler Elementary Community,03480050,         362,           1,   0.3,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
5.0,5.0,a-degr-i2,2021-22,Worcester-Chandler Magnet,03480052,         331,           5,   1.5,  12.5,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.0,5,a-degr-i2,2021-22,Worcester-City View,03480053,         374,           2,   0.5,   4.9,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
5.8,5,a-degr-i2,2021-22,Worcester-Clark St Community,03480055,         190,           2,   1.1,   3.6,   0.0,   0.0,   0.0,   0.0,   3.1,"","","","","",""
4.8,4.8,a-degr-i2,2021-22,Worcester-Columbus Park,03480060,         305,           5,   1.6,   4.9,   0.0,   3.9,   0.0,   0.0,   2.6,"","","","","",""
4.4,4.4,a-degr-i2,2021-22,Worcester-Flagg Street,03480090,         273,           5,   1.8,   2.3,   1.9,   7.3,   0.0,   0.0,   0.0,"","","","","",""
3.2,3.2,a-degr-i2,2021-22,Worcester-Elm Park Community,03480095,         339,           8,   2.4,  12.8,   2.0,   0.0,   0.0,   1.4,   0.0,"","","","","",""
5.2,5,a-degr-i2,2021-22,Worcester-Goddard School/Science Technical,03480100,         293,           4,   1.4,   6.8,   2.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
1.7999999999999998,1.8,a-degr-i2,2021-22,Worcester-Gates Lane,03480110,         381,          12,   3.1,  16.9,   2.8,   0.0,   0.0,   0.0,   0.0,"","","","","",""
3.4000000000000004,3.4,a-degr-i2,2021-22,Worcester-Grafton Street,03480115,         344,           8,   2.3,   8.5,   3.2,   0.0,   2.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Worcester-Heard Street,03480136,         206,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Worcester-Jacob Hiatt Magnet,03480140,         276,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Worcester-Lake View,03480145,         250,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
3.8,3.8,a-degr-i2,2021-22,Worcester-Lincoln Street,03480160,         193,           4,   2.1,   6.7,   5.4,   0.0,   0.0,   0.0,   0.0,"","","","","",""
0.20000000000000018,1,a-degr-i2,2021-22,Worcester-May Street,03480175,         258,          10,   3.9,  13.5,   2.3,   2.7,   4.3,   0.0,   2.3,"","","","","",""
4.6,4.6,a-degr-i2,2021-22,Worcester-Francis J McGrath Elementary,03480177,         176,           3,   1.7,   7.7,   4.3,   0.0,   0.0,   0.0,   0.0,"","","","","",""
2.8,2.8,a-degr-i2,2021-22,Worcester-Midland Street,03480185,         155,           4,   2.6,   8.3,   4.0,   0.0,   0.0,   4.8,   0.0,"","","","","",""
2.5999999999999996,2.6,a-degr-i2,2021-22,Worcester-Nelson Place,03480200,         444,          12,   2.7,  10.7,   2.8,   0.0,   0.0,   0.0,   1.9,"","","","","",""
6.0,5,a-degr-i2,2021-22,Worcester-Norrback Avenue,03480202,         402,           4,   1.0,   1.9,   2.7,   1.1,   0.0,   0.0,   0.0,"","","","","",""
3.2,3.2,a-degr-i2,2021-22,Worcester-Quinsigamond,03480210,         537,          13,   2.4,   6.6,   5.8,   0.0,   0.0,   1.1,   0.0,"","","","","",""
7.0,5,a-degr-i2,2021-22,Worcester-Rice Square,03480215,         437,           2,   0.5,   0.0,   1.1,   0.0,   1.4,   0.0,   0.0,"","","","","",""
4.2,4.2,a-degr-i2,2021-22,Worcester-Roosevelt,03480220,         362,           7,   1.9,   8.5,   0.0,   0.0,   2.4,   0.0,   1.7,"","","","","",""
6.0,5,a-degr-i2,2021-22,Worcester-Worcester Arts Magnet School,03480225,         286,           3,   1.0,   0.0,   2.1,   3.6,   0.0,   0.0,   0.0,"","","","","",""
1.5999999999999996,1.6,a-degr-i2,2021-22,Worcester-Tatnuck,03480230,         315,          10,   3.2,   6.9,   5.5,   5.2,   0.0,   0.0,   0.0,"","","","","",""
6.0,5,a-degr-i2,2021-22,Worcester-Thorndyke Road,03480235,         299,           3,   1.0,   6.7,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
2.5999999999999996,2.6,a-degr-i2,2021-22,Worcester-Union Hill School,03480240,         334,           9,   2.7,  12.1,   2.1,   0.0,   0.0,   0.0,   0.0,"","","","","",""
4.2,4.2,a-degr-i2,2021-22,Worcester-Doherty Memorial High,03480512,"       1,320",          25,   1.9,"","","","","","","","",   3.9,   1.5,   0.3,   1.7
4.4,4.4,a-degr-i2,2021-22,Worcester-Burncoat Senior High,03480503,"       1,166",          21,   1.8,"","","","","","","","",   4.7,   0.9,   0.7,   0.8
7.6,5,a-degr-i2,2021-22,Worcester-Sullivan Middle,03480423,         870,           2,   0.2,"","","","","",   0.0,   0.0,   0.5,"","","",""
7.4,5,a-degr-i2,2021-22,Worcester-Worcester East Middle,03480420,         781,           2,   0.3,"","","","","","",   0.0,   0.5,"","","",""
7.8,5,a-degr-i2,2021-22,Worcester-Forest Grove Middle,03480415,         932,           1,   0.1,"","","","","","",   0.2,   0.0,"","","",""
8.0,5,a-degr-i2,2021-22,Worcester-Burncoat Middle School,03480405,         686,           0,   0.0,"","","","","","",   0.0,   0.0,"","","",""
6.4,5,a-degr-i2,2021-22,Worcester-Claremont Academy,03480350,         523,           4,   0.8,"","","","","","",   0.0,   0.0,   1.1,   0.0,   0.0,   3.4
8.0,5,a-degr-i2,2021-22,Worcester-University Pk Campus School,03480285,         233,           0,   0.0,"","","","","","",   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
4.2,4.2,a-degr-i2,2021-22,Worcester-Wawecus Road School,03480026,         104,           2,   1.9,  15.4,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.2,5,a-degr-i2,2021-22,Worcester-West Tatnuck,03480260,         255,           1,   0.4,   2.5,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.0,5,a-degr-i2,2021-22,Worcester-Vernon Hill School,03480280,         364,           2,   0.5,   2.2,   1.5,   0.0,   0.0,   0.0,   0.0,"","","","","",""
2.4000000000000004,2.4,a-degr-i2,2021-22,Worcester-Belmont Street Community,03480020,         430,          12,   2.8,  12.7,   3.1,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Worcester-La Familia Dual Language School,03480025,          98,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Worthington-R. H. Conwell,03490010,          48,           0,   0.0,   0.0,"",   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2021-22,Wrentham-Charles E Roderick,03500010,         380,           0,   0.0,"","","",   0.0,   0.0,   0.0,"","","","","",""
7.4,5,a-degr-i2,2021-22,Wrentham-Delaney,03500003,         334,           1,   0.3,   0.0,   0.0,   0.9,"","","","","","","","",""
7.8,5,a-degr-i2,2020-21,Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,"       1,308",           1,   0.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0
8.0,5,a-degr-i2,2020-21,Abington-Abington High,00010505,         611,           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2020-21,Abington-Abington Middle School,00010405,         639,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2020-21,Abington-Woodsdale Elementary School,00010015,         306,           0,   0.0,"","",   0.0,   0.0,"","","","","","","",""
6.2,5,a-degr-i2,2020-21,Abington-Beaver Brook Elementary,00010020,         329,           3,   0.9,   1.8,   0.0,"","","","","","","","","",""
6.6,5,a-degr-i2,2020-21,Academy Of the Pacific Rim Charter Public (District)-Academy Of the Pacific Rim Charter Public School,04120530,         540,           4,   0.7,"","","","",   0.0,   0.0,   0.0,   0.0,   4.9,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2020-21,Acton-Boxborough-Merriam School,06000010,         386,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2020-21,Acton-Boxborough-McCarthy-Towne School,06000015,         432,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
6.8,5,a-degr-i2,2020-21,Acton-Boxborough-C.T. Douglas Elementary School,06000020,         327,           2,   0.6,   0.0,   4.5,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.6,5,a-degr-i2,2020-21,Acton-Boxborough-Blanchard Memorial School,06000005,         418,           1,   0.2,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2020-21,Acton-Boxborough-Paul P Gates Elementary School,06000025,         343,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.6,5,a-degr-i2,2020-21,Acton-Boxborough-Acton-Boxborough Regional High,06000505,"       1,747",           4,   0.2,"","","","","","","","",   0.2,   0.0,   0.0,   0.7
8.0,5,a-degr-i2,2020-21,Acton-Boxborough-Luther Conant School,06000030,         360,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2020-21,Acton-Boxborough-Raymond J Grey Junior High,06000405,         831,           0,   0.0,"","","","","","",   0.0,   0.0,"","","",""
7.4,5,a-degr-i2,2020-21,Acushnet-Acushnet Elementary School,00030025,         375,           1,   0.3,   1.2,   0.0,   0.0,   0.0,"","","","","","","",""
6.6,5,a-degr-i2,2020-21,Acushnet-Albert F Ford Middle School,00030305,         421,           3,   0.7,"","","","",   0.0,   0.0,   2.0,   0.9,"","","",""
