Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
2.1399999999999997,2.14,a-reso-i1,2019-20,Georgetown - Perley Elementary,01050005,       3,  29.3,         88,  46.6,  53.4,   8.0,   0.0,18.2
3.66,3.66,a-reso-i1,2019-20,Gill-Montague - Gill Elementary,06740005,      42,  21.7,        120,  48.3,  51.7,  28.3,   0.0,17.5
5.220000000000001,5,a-reso-i1,2019-20,Gill-Montague - Great Falls Middle,06740310,     140,  13.9,        227,  50.7,  49.3,  45.4,   3.5,23.8
4.68,4.68,a-reso-i1,2019-20,Gill-Montague - Hillcrest Elementary School,06740015,      59,  16.6,        150,  44.7,  55.3,  59.3,  18.0,26
4.7,4.7,a-reso-i1,2019-20,Gill-Montague - Sheffield Elementary School,06740050,     105,  16.5,        210,  45.7,  53.8,  56.2,   9.5,29.1
5.88,5,a-reso-i1,2019-20,Gill-Montague - Turners Fall High,06740505,     147,  10.6,        183,  56.3,  43.7,  45.9,   4.9,26.8
5.0,5.0,a-reso-i1,2019-20,Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,     365,  15.0,        507,  51.9,  48.1,  55.8,   9.5,12.2
4.34,4.34,a-reso-i1,2019-20,Gloucester - Beeman Memorial,01070010,      72,  18.3,        330,  47.0,  53.0,  55.5,  16.7,20.6
4.58,4.58,a-reso-i1,2019-20,Gloucester - East Gloucester Elementary,01070020,      48,  17.1,        205,  47.8,  52.2,  37.1,   9.3,23.4
5.18,5,a-reso-i1,2019-20,Gloucester - Gloucester High,01070505,     434,  14.1,        780,  43.6,  56.3,  34.7,   7.3,28.7
5.92,5,a-reso-i1,2019-20,Gloucester - Gloucester PreSchool,01070025,      13,  10.4,        135,  39.3,  60.7,  45.2,   0.0,45.2
4.58,4.58,a-reso-i1,2019-20,Gloucester - Plum Cove School,01070042,      48,  17.1,        205,  50.2,  49.8,  25.9,   2.9,19.5
3.56,3.56,a-reso-i1,2019-20,Gloucester - Ralph B O'Maley Middle,01070305,     311,  22.2,        663,  51.3,  48.7,  39.7,   5.3,23.1
4.6,4.6,a-reso-i1,2019-20,Gloucester - Veterans Memorial,01070045,      49,  17.0,        211,  53.1,  46.9,  54.5,  22.3,29.9
4.18,4.18,a-reso-i1,2019-20,Gloucester - West Parish,01070050,      77,  19.1,        368,  48.1,  51.9,  32.3,   1.1,25.5
8.0,5,a-reso-i1,2019-20,Gosnold - Cuttyhunk Elementary,01090005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
4.46,4.46,a-reso-i1,2019-20,Grafton - Grafton High School,01100505,     392,  17.7,        867,  50.3,  49.7,  12.2,   1.7,13.8
3.8200000000000003,3.82,a-reso-i1,2019-20,Grafton - Grafton Middle,01100305,     292,  20.9,        533,  47.1,  52.9,  14.6,   0.6,18.2
3.7399999999999998,3.74,a-reso-i1,2019-20,Grafton - Millbury Street Elementary School,01100200,     320,  21.3,        677,  45.9,  54.1,  14.5,   2.4,22.9
4.34,4.34,a-reso-i1,2019-20,Grafton - North Grafton Elementary,01100025,     110,  18.3,        274,  51.8,  48.2,  13.5,   4.4,24.1
3.8,3.8,a-reso-i1,2019-20,Grafton - North Street Elementary School,01100030,     284,  21.0,        566,  48.1,  51.9,  14.1,   0.9,19.8
4.42,4.42,a-reso-i1,2019-20,Grafton - South Grafton Elementary,01100005,     122,  17.9,        307,  41.7,  58.3,  14.3,   3.3,25.1
4.7,4.7,a-reso-i1,2019-20,Granby - East Meadow,01110004,     185,  16.5,        418,  49.3,  50.7,  33.3,   5.5,20.1
5.2,5,a-reso-i1,2019-20,Granby - Granby Jr Sr High School,01110505,     208,  14.0,        346,  44.2,  55.8,  24.0,   4.1,16.2
4.84,4.84,a-reso-i1,2019-20,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,     906,  15.8,"      1,419",  44.5,  55.5,  38.1,   1.3,10
4.9,4.9,a-reso-i1,2019-20,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,"   1,728",  15.5,"      1,584",  49.5,  50.4,  58.7,  12.9,17.4
4.32,4.32,a-reso-i1,2019-20,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,"   1,432",  18.4,"      2,241",  46.7,  53.0,  45.7,   7.8,18.5
4.9799999999999995,4.98,a-reso-i1,2019-20,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,"   1,972",  15.1,"      2,113",  48.0,  52.0,  41.2,   3.6,10.5
4.5200000000000005,4.52,a-reso-i1,2019-20,Greenfield - Discovery School at Four Corners,01140025,      85,  17.4,        252,  43.7,  56.4,  29.4,   6.0,15.1
4.9399999999999995,4.94,a-reso-i1,2019-20,Greenfield - Federal Street School,01140010,      96,  15.3,        245,  50.2,  49.8,  67.4,   5.7,17.1
5.14,5,a-reso-i1,2019-20,Greenfield - Greenfield High,01140505,     326,  14.3,        486,  45.3,  54.5,  48.2,   5.1,17.1
4.5200000000000005,4.52,a-reso-i1,2019-20,Greenfield - Greenfield Middle,01140305,     490,  17.4,        394,  51.5,  48.5,  52.8,   5.6,13.5
4.76,4.76,a-reso-i1,2019-20,Greenfield - Newton School,01140035,      60,  16.2,        241,  50.6,  49.4,  72.2,   8.3,16.2
5.46,5,a-reso-i1,2019-20,Greenfield - The Academy of Early Learning at North Parish,01140005,      10,  12.7,        127,  42.5,  57.5,  52.8,   0.0,39.4
4.4,4.4,a-reso-i1,2019-20,Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,     244,  18.0,        687,  55.5,  43.7,  57.8,   3.8,26.5
5.82,5,a-reso-i1,2019-20,Groton-Dunstable - Boutwell School,06730001,       8,  10.9,         63,  41.3,  58.7,  14.3,   1.6,55.6
3.7600000000000002,3.76,a-reso-i1,2019-20,Groton-Dunstable - Florence Roche School,06730010,     150,  21.2,        530,  45.7,  54.3,  10.8,   1.9,18.5
4.5200000000000005,4.52,a-reso-i1,2019-20,Groton-Dunstable - Groton Dunstable Regional,06730505,     384,  17.4,        731,  48.7,  51.2,   5.3,   0.1,12.3
4.04,4.04,a-reso-i1,2019-20,Groton-Dunstable - Groton Dunstable Regional Middle,06730305,     397,  19.8,        758,  50.1,  49.9,   6.5,   0.8,16.5
4.16,4.16,a-reso-i1,2019-20,Groton-Dunstable - Swallow/Union School,06730005,      90,  19.2,        288,  46.5,  53.5,   5.9,   2.1,17.4
4.58,4.58,a-reso-i1,2019-20,Hadley - Hadley Elementary,01170015,     282,  17.1,        292,  47.6,  52.4,  26.4,   6.9,15.4
5.04,5,a-reso-i1,2019-20,Hadley - Hopkins Academy,01170505,     152,  14.8,        248,  47.2,  52.8,  18.6,   4.0,12.5
3.78,3.78,a-reso-i1,2019-20,Halifax - Halifax Elementary,01180005,     240,  21.1,        588,  48.3,  51.7,  19.6,   1.0,15.7
3.78,3.78,a-reso-i1,2019-20,Hamilton-Wenham - Bessie Buker Elementary,06750007,      96,  21.1,        253,  43.9,  56.1,   5.9,   1.2,15.4
4.1,4.1,a-reso-i1,2019-20,Hamilton-Wenham - Cutler School,06750010,     113,  19.5,        276,  55.1,  44.9,   6.2,   1.1,18.8
4.88,4.88,a-reso-i1,2019-20,Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,     314,  15.6,        554,  53.6,  46.4,   6.9,   0.5,14.1
4.12,4.12,a-reso-i1,2019-20,Hamilton-Wenham - Miles River Middle,06750310,     309,  19.4,        419,  54.9,  45.1,   7.2,   0.7,16.5
3.84,3.84,a-reso-i1,2019-20,Hamilton-Wenham - Winthrop School,06750015,     116,  20.8,        345,  52.2,  47.8,   9.6,   0.6,23.8
4.18,4.18,a-reso-i1,2019-20,Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,     224,  19.1,        523,  50.7,  49.3,  44.9,   4.0,11.3
4.62,4.62,a-reso-i1,2019-20,Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,     125,  16.9,        257,  46.7,  53.3,  49.0,   8.6,17.5
4.26,4.26,a-reso-i1,2019-20,Hampden-Wilbraham - Green Meadows Elementary,06800005,      95,  18.7,        329,  50.8,  49.2,  25.2,   2.7,23.7
3.6399999999999997,3.64,a-reso-i1,2019-20,Hampden-Wilbraham - Mile Tree Elementary,06800025,      73,  21.8,        380,  44.7,  55.3,  16.8,   4.0,16.6
4.88,4.88,a-reso-i1,2019-20,Hampden-Wilbraham - Minnechaug Regional High,06800505,     550,  15.6,"      1,048",  52.3,  47.7,  14.8,   0.3,13.4
3.38,3.38,a-reso-i1,2019-20,Hampden-Wilbraham - Soule Road,06800030,      70,  23.1,        324,  45.1,  54.9,  20.1,   1.9,15.7
3.6799999999999997,3.68,a-reso-i1,2019-20,Hampden-Wilbraham - Stony Hill School,06800050,      75,  21.6,        324,  51.9,  48.2,  17.0,   2.8,15.4
4.0600000000000005,4.06,a-reso-i1,2019-20,Hampden-Wilbraham - Wilbraham Middle,06800310,     303,  19.7,        632,  50.2,  49.8,  17.9,   0.0,14.4
5.42,5,a-reso-i1,2019-20,Hampshire - Hampshire Regional High,06830505,     547,  12.9,        737,  54.3,  45.6,  17.4,   1.6,23.6
6.82,5,a-reso-i1,2019-20,Hancock - Hancock Elementary,01210005,      76,   5.9,         49,  53.1,  46.9,  24.5,   0.0,26.5
4.16,4.16,a-reso-i1,2019-20,Hanover - Cedar Elementary,01220004,     208,  19.2,        492,  48.2,  51.8,   7.1,   1.8,20.1
3.72,3.72,a-reso-i1,2019-20,Hanover - Center Elementary,01220005,     279,  21.4,        576,  48.6,  51.4,   7.3,   1.2,18.2
5.1,5,a-reso-i1,2019-20,Hanover - Hanover High,01220505,     405,  14.5,        767,  48.1,  51.9,   8.6,   0.3,14.5
4.0600000000000005,4.06,a-reso-i1,2019-20,Hanover - Hanover Middle,01220305,     809,  19.7,        837,  47.9,  52.1,  10.3,   0.6,22
5.1,5,a-reso-i1,2019-20,Harvard - Bromfield,01250505,     321,  14.5,        617,  52.4,  47.5,   5.7,   0.2,9.9
4.54,4.54,a-reso-i1,2019-20,Harvard - Hildreth Elementary School,01250005,     238,  17.3,        440,  48.2,  51.8,   8.0,   2.1,10
4.8,4.8,a-reso-i1,2019-20,Hatfield - Hatfield Elementary,01270005,     153,  16.0,        246,  49.2,  50.4,  17.5,   0.4,18.7
5.74,5,a-reso-i1,2019-20,Hatfield - Smith Academy,01270505,     147,  11.3,        190,  49.0,  51.1,  10.5,   0.0,24.7
4.64,4.64,a-reso-i1,2019-20,Haverhill - Bradford Elementary,01280008,     333,  16.8,        516,  48.5,  51.6,  51.4,  16.1,22.5
3.1799999999999997,3.18,a-reso-i1,2019-20,Haverhill - Caleb Dustin Hunking School,01280030,     451,  24.1,"      1,181",  48.6,  51.4,  40.2,   5.3,19.9
2.88,2.88,a-reso-i1,2019-20,Haverhill - Consentino Middle School,01280100,     261,  25.6,        815,  44.9,  55.1,  58.4,  10.1,17.8
6.0200000000000005,5,a-reso-i1,2019-20,Haverhill - Crowell,01280515,      16,   9.9,         22,  18.2,  81.8,  77.3,   0.0,40.9
3.9,3.9,a-reso-i1,2019-20,Haverhill - Dr Paul Nettle,01280050,     242,  20.5,        620,  47.9,  52.1,  60.0,   7.9,27.6
4.38,4.38,a-reso-i1,2019-20,Haverhill - Golden Hill,01280026,     308,  18.1,        522,  48.5,  51.5,  57.9,  12.8,21.5
6.74,5,a-reso-i1,2019-20,Haverhill - Greenleaf Academy,01280033,      41,   6.3,         38,  23.7,  76.3,  81.6,   7.9,100
4.5,4.5,a-reso-i1,2019-20,Haverhill - Haverhill High,01280505,"   1,286",  17.5,"      1,943",  49.9,  50.0,  40.3,   6.4,18.1
2.4799999999999995,2.48,a-reso-i1,2019-20,Haverhill - John G Whittier,01280085,     157,  27.6,        541,  48.8,  51.0,  47.5,   3.5,22.2
6.0600000000000005,5,a-reso-i1,2019-20,Haverhill - Moody,01280045,     225,   9.7,        242,  34.3,  65.7,  53.7,   0.4,57
4.68,4.68,a-reso-i1,2019-20,Haverhill - Pentucket Lake Elementary,01280054,     346,  16.6,        547,  49.0,  51.0,  56.5,  14.6,30.2
3.3,3.3,a-reso-i1,2019-20,Haverhill - Silver Hill Elementary School,01280067,     241,  23.5,        634,  49.4,  50.6,  47.0,   9.6,19.1
7.42,5,a-reso-i1,2019-20,Haverhill - TEACH,01280073,      39,   2.9,         23,  17.4,  82.6,  87.0,   0.0,100
3.96,3.96,a-reso-i1,2019-20,Haverhill - Tilton,01280075,     194,  20.2,        426,  49.1,  50.9,  69.7,  21.8,17.4
4.12,4.12,a-reso-i1,2019-20,Haverhill - Tilton Upper Middle School,01280105,      77,  19.4,        174,  48.3,  51.7,  67.2,  28.7,16.7
3.94,3.94,a-reso-i1,2019-20,Haverhill - Walnut Square,01280080,      79,  20.3,        143,  55.9,  44.1,  48.3,   8.4,10.5
5.08,5,a-reso-i1,2019-20,Hawlemont - Hawlemont Regional,06850005,      44,  14.6,        143,  57.3,  42.7,  49.0,   3.5,30.1
4.720000000000001,4.72,a-reso-i1,2019-20,Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,     103,  16.4,        202,  49.0,  51.0,  63.9,   6.4,19.8
3.7600000000000002,3.76,a-reso-i1,2019-20,Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,     121,  21.2,        317,  52.7,  47.3,  20.8,   8.2,18.9
2.7399999999999998,2.74,a-reso-i1,2019-20,Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,      55,  26.3,        218,  50.5,  49.1,  17.4,   0.0,18.4
4.0600000000000005,4.06,a-reso-i1,2019-20,Hingham - East Elementary School,01310005,     191,  19.7,        542,  47.4,  52.6,   5.9,   0.0,19.9
4.9799999999999995,4.98,a-reso-i1,2019-20,Hingham - Hingham High,01310505,     628,  15.1,"      1,298",  48.8,  51.2,   6.6,   0.2,9.8
4.5,4.5,a-reso-i1,2019-20,Hingham - Hingham Middle School,01310410,     603,  17.5,"      1,005",  48.1,  51.9,   5.7,   0.2,11.9
3.88,3.88,a-reso-i1,2019-20,Hingham - Plymouth River,01310019,     167,  20.6,        430,  50.5,  49.5,   5.6,   0.7,14
3.66,3.66,a-reso-i1,2019-20,Hingham - South Elementary,01310020,     191,  21.7,        517,  50.9,  49.1,   3.5,   0.2,15.1
3.66,3.66,a-reso-i1,2019-20,Hingham - Wm L Foster Elementary,01310010,     184,  21.7,        498,  44.4,  55.6,   6.2,   1.4,16.7
4.5200000000000005,4.52,a-reso-i1,2019-20,Holbrook - Holbrook Middle High School,01330505,     332,  17.4,        636,  49.8,  50.0,  35.1,   3.3,17.1
3.8,3.8,a-reso-i1,2019-20,Holbrook - John F Kennedy,01330018,     274,  21.0,        683,  45.5,  54.5,  33.7,   8.5,18.3
4.279999999999999,4.28,a-reso-i1,2019-20,Holland - Holland Elementary,01350005,      59,  18.6,        233,  46.4,  53.7,  31.8,   0.0,14.2
4.84,4.84,a-reso-i1,2019-20,Holliston - Holliston High,01360505,     517,  15.8,        850,  48.5,  51.5,   6.2,   1.2,13.5
4.0600000000000005,4.06,a-reso-i1,2019-20,Holliston - Miller School,01360007,     375,  19.7,        694,  47.8,  52.2,  10.2,   3.0,19.7
4.76,4.76,a-reso-i1,2019-20,Holliston - Placentino Elementary,01360010,     226,  16.2,        687,  45.9,  54.0,   5.8,   4.7,14.9
5.04,5,a-reso-i1,2019-20,Holliston - Robert H. Adams Middle School,01360305,     443,  14.8,        688,  50.0,  50.0,   9.3,   1.2,18.3
3.8600000000000003,3.86,a-reso-i1,2019-20,Holyoke - E N White Elementary,01370045,     129,  20.7,        440,  45.0,  55.0,  70.7,  11.4,27.3
4.88,4.88,a-reso-i1,2019-20,Holyoke - H.B. Lawrence School,01370070,      72,  15.6,        226,  50.0,  50.0,  91.6,  20.4,23.5
4.66,4.66,a-reso-i1,2019-20,Holyoke - Holyoke High,01370505,     957,  16.7,"      1,484",  47.6,  52.4,  72.8,  22.2,22.5
4.5600000000000005,4.56,a-reso-i1,2019-20,Holyoke - Holyoke STEM Academy,01370320,      93,  17.2,        231,  46.3,  53.7,  80.5,  23.8,25.5
4.0600000000000005,4.06,a-reso-i1,2019-20,Holyoke - Joseph Metcalf School,01370003,      86,  19.7,        273,  55.7,  44.3,  57.1,  16.5,19.4
4.220000000000001,4.22,a-reso-i1,2019-20,Holyoke - Kelly Elementary,01370040,     143,  18.9,        412,  47.1,  52.9,  91.8,  24.5,22.3
4.66,4.66,a-reso-i1,2019-20,Holyoke - Lt Clayre Sullivan Elementary,01370055,     185,  16.7,        505,  45.9,  54.1,  81.6,  17.2,25.9
3.7399999999999998,3.74,a-reso-i1,2019-20,Holyoke - Lt Elmer J McMahon Elementary,01370015,     134,  21.3,        418,  48.6,  51.4,  68.9,  13.2,32.5
4.720000000000001,4.72,a-reso-i1,2019-20,Holyoke - Maurice A Donahue Elementary,01370060,     207,  16.4,        489,  45.6,  54.4,  85.9,  23.9,35
3.78,3.78,a-reso-i1,2019-20,Holyoke - Morgan Full Service Community School,01370025,      61,  21.1,        367,  48.0,  52.0,  91.3,  22.6,28.9
4.779999999999999,4.78,a-reso-i1,2019-20,Holyoke - Veritas Prep Holyoke,01370075,     107,  16.1,        227,  43.2,  56.8,  89.4,  33.5,40.1
4.9799999999999995,4.98,a-reso-i1,2019-20,Holyoke - William R. Peck School,01370030,     101,  15.1,        275,  42.2,  57.8,  88.0,  36.4,38.6
3.4,3.4,a-reso-i1,2019-20,Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,     187,  23.0,        701,  51.5,  48.5,  69.8,  13.4,21.5
4.46,4.46,a-reso-i1,2019-20,Hoosac Valley Regional - Hoosac Valley Elementary School,06030020,     147,  17.7,        402,  48.5,  51.5,  53.2,   2.7,25.4
5.779999999999999,5,a-reso-i1,2019-20,Hoosac Valley Regional - Hoosac Valley High School,06030505,     309,  11.1,        353,  47.9,  52.1,  44.5,   1.4,23.2
3.84,3.84,a-reso-i1,2019-20,Hoosac Valley Regional - Hoosac Valley Middle School,06030315,     228,  20.8,        392,  52.3,  47.7,  53.1,   1.0,25.5
5.36,5,a-reso-i1,2019-20,Hopedale - Hopedale Jr Sr High,01380505,     330,  13.2,        466,  48.5,  51.5,  12.0,   2.4,16.5
4.04,4.04,a-reso-i1,2019-20,Hopedale - Memorial,01380010,     240,  19.8,        523,  48.6,  51.4,  13.6,   3.6,23.1
6.56,5,a-reso-i1,2019-20,Hopedale - Park Street School,01380003,      15,   7.2,        107,  48.6,  51.4,  19.6,   0.0,24.3
3.6,3.6,a-reso-i1,2019-20,Hopkinton - Elmwood,01390010,     143,  22.0,        572,  48.3,  51.8,   4.9,  12.1,11.4
2.96,2.96,a-reso-i1,2019-20,Hopkinton - Hopkins Elementary School,01390015,     225,  25.2,        587,  49.4,  50.6,   4.4,   2.7,11.4
4.34,4.34,a-reso-i1,2019-20,Hopkinton - Hopkinton High,01390505,     942,  18.3,"      1,235",  50.8,  49.2,   5.9,   0.8,12.9
3.9200000000000004,3.92,a-reso-i1,2019-20,Hopkinton - Hopkinton Middle School,01390305,     553,  20.4,        867,  49.5,  50.5,   7.0,   1.5,10.7
5.64,5,a-reso-i1,2019-20,Hopkinton - Hopkinton Pre-School,01390003,       9,  11.8,         81,  34.6,  65.4,   2.5,  25.9,46.9
3.8600000000000003,3.86,a-reso-i1,2019-20,Hopkinton - Marathon Elementary School,01390005,     147,  20.7,        569,  48.3,  51.7,   5.8,  22.1,9.7
3.9799999999999995,3.98,a-reso-i1,2019-20,Hudson - C A Farley,01410030,     197,  20.1,        426,  50.5,  49.5,  28.9,  17.8,15
4.0600000000000005,4.06,a-reso-i1,2019-20,Hudson - David J. Quinn Middle School,01410410,     305,  19.7,        629,  50.6,  49.4,  27.5,   8.9,16.4
3.84,3.84,a-reso-i1,2019-20,Hudson - Forest Avenue Elementary,01410015,     161,  20.8,        363,  47.1,  52.9,  24.0,  16.8,13
4.88,4.88,a-reso-i1,2019-20,Hudson - Hudson High,01410505,     493,  15.6,        906,  53.8,  46.3,  23.3,   8.2,14.8
4.16,4.16,a-reso-i1,2019-20,Hudson - Mulready Elementary,01410007,     123,  19.2,        265,  49.4,  50.6,  28.3,  18.9,26.4
6.0600000000000005,5,a-reso-i1,2019-20,Hull - Hull High,01420505,     255,   9.7,        278,  44.6,  55.4,  30.2,   0.7,19.1
4.3,4.3,a-reso-i1,2019-20,Hull - Lillian M Jacobs,01420015,     167,  18.5,        394,  47.7,  52.3,  32.5,   1.3,22.8
5.42,5,a-reso-i1,2019-20,Hull - Memorial Middle,01420305,     127,  12.9,        185,  48.1,  51.4,  32.4,   1.1,17.8
4.12,4.12,a-reso-i1,2019-20,Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,     423,  19.4,        795,  51.8,  48.1,  14.7,   2.5,20.9
5.66,5,a-reso-i1,2019-20,Ipswich - Ipswich High,01440505,     404,  11.7,        541,  52.5,  47.3,  14.8,   0.9,11.1
3.3,3.3,a-reso-i1,2019-20,Ipswich - Ipswich Middle School,01440305,     190,  23.5,        409,  49.6,  50.4,  15.4,   2.7,19.8
3.88,3.88,a-reso-i1,2019-20,Ipswich - Paul F Doyon Memorial,01440007,     169,  20.6,        367,  50.1,  49.9,  10.9,   2.7,19.9
4.38,4.38,a-reso-i1,2019-20,Ipswich - Winthrop,01440015,     190,  18.1,        381,  51.2,  48.8,  22.8,   3.7,21.3
1.2200000000000002,1.22,a-reso-i1,2019-20,KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,     108,  33.9,        612,  48.5,  51.5,  67.8,  20.8,20.9
3.22,3.22,a-reso-i1,2019-20,KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,     555,  23.9,"      1,600",  50.8,  49.3,  53.7,  14.7,12.6
4.58,4.58,a-reso-i1,2019-20,King Philip - King Philip Middle School,06900510,     465,  17.1,        739,  48.2,  51.8,  12.6,   0.3,17.2
4.32,4.32,a-reso-i1,2019-20,King Philip - King Philip Regional High,06900505,     475,  18.4,"      1,239",  50.2,  49.7,   8.8,   0.3,12.5
3.6399999999999997,3.64,a-reso-i1,2019-20,Kingston - Kingston Elementary,01450005,     150,  21.8,        462,  48.5,  51.5,  18.2,   3.7,15.2
3.62,3.62,a-reso-i1,2019-20,Kingston - Kingston Intermediate,01450020,     235,  21.9,        618,  48.1,  51.8,  17.6,   2.8,19.3
4.12,4.12,a-reso-i1,2019-20,Lawrence - Alexander B Bruce,01490015,     197,  19.4,        497,  51.5,  48.3,  78.5,  42.7,15.9
3.2399999999999998,3.24,a-reso-i1,2019-20,Lawrence - Arlington Middle School,01490017,     271,  23.8,        601,  48.6,  51.1,  80.7,  38.1,17
2.88,2.88,a-reso-i1,2019-20,Lawrence - Community Day Arlington,01490009,     120,  25.6,        613,  46.7,  52.7,  81.6,  58.6,11.9
3.94,3.94,a-reso-i1,2019-20,Lawrence - Edward F. Parthum,01490053,     230,  20.3,        666,  46.6,  53.0,  68.9,  34.8,18.5
4.04,4.04,a-reso-i1,2019-20,Lawrence - Emily G Wetherbee,01490080,     251,  19.8,        629,  51.8,  48.0,  70.9,  28.3,20.4
3.3,3.3,a-reso-i1,2019-20,Lawrence - Francis M Leahy,01490040,     116,  23.5,        465,  49.0,  50.8,  81.1,  40.7,14.4
2.6399999999999997,2.64,a-reso-i1,2019-20,Lawrence - Frost Middle School,01490525,     208,  26.8,        547,  49.0,  51.0,  67.1,  16.5,17.7
2.9200000000000004,2.92,a-reso-i1,2019-20,Lawrence - Gerard A. Guilmette,01490022,     147,  25.4,        518,  48.3,  51.7,  80.5,  36.5,22.6
5.0200000000000005,5,a-reso-i1,2019-20,Lawrence - Guilmette Middle School,01490025,     303,  14.9,        509,  47.9,  52.1,  80.0,  29.3,21.4
5.66,5,a-reso-i1,2019-20,Lawrence - High School Learning Center,01490536,     111,  11.7,        174,  39.7,  60.3,  73.0,  36.2,25.3
4.4799999999999995,4.48,a-reso-i1,2019-20,Lawrence - James F Hennessey,01490020,      70,  17.6,        330,  46.7,  52.7,  77.9,  58.8,25.8
4.7,4.7,a-reso-i1,2019-20,Lawrence - John Breen School,01490003,      37,  16.5,        360,  46.9,  52.8,  70.8,  42.2,32.5
3.8,3.8,a-reso-i1,2019-20,Lawrence - John K Tarbox,01490075,     122,  21.0,        309,  41.8,  57.9,  84.8,  45.3,10.7
3.54,3.54,a-reso-i1,2019-20,Lawrence - Lawlor Early Childhood Center,01490002,       8,  22.3,        178,  46.1,  53.9,  86.5,  34.3,11.2
4.92,4.92,a-reso-i1,2019-20,Lawrence - Lawrence Family Public Academy,01490011,      44,  15.4,        169,  49.7,  50.3,  71.6,  39.1,11.2
4.3,4.3,a-reso-i1,2019-20,Lawrence - Lawrence High School,01490515,"   1,375",  18.5,"      3,275",  46.4,  53.2,  71.5,  36.7,15.3
3.56,3.56,a-reso-i1,2019-20,Lawrence - Oliver Partnership School,01490048,     110,  22.2,        486,  46.5,  53.3,  83.7,  46.9,14.2
2.9200000000000004,2.92,a-reso-i1,2019-20,Lawrence - Parthum Middle School,01490027,     249,  25.4,        631,  52.9,  46.8,  70.5,  25.8,18.4
3.4,3.4,a-reso-i1,2019-20,Lawrence - Robert Frost,01490018,     150,  23.0,        587,  51.3,  48.2,  68.7,  29.0,14.7
5.0600000000000005,5,a-reso-i1,2019-20,Lawrence - Rollins Early Childhood Center,01490001,      17,  14.7,        250,  40.8,  59.2,  76.4,  44.8,41.2
7.220000000000001,5,a-reso-i1,2019-20,Lawrence - School for Exceptional Studies,01490537,     391,   3.9,        135,  18.5,  81.5,  88.9,  21.5,100
3.1,3.1,a-reso-i1,2019-20,Lawrence - South Lawrence East Elementary School,01490004,     329,  24.5,        747,  45.3,  54.8,  79.0,  42.8,21.6
3.96,3.96,a-reso-i1,2019-20,Lawrence - Spark Academy,01490085,     177,  20.2,        482,  46.1,  53.9,  77.0,  31.3,20.8
3.22,3.22,a-reso-i1,2019-20,Lawrence - UP Academy Leonard Middle School,01490090,      89,  23.9,        318,  47.2,  52.5,  75.5,  37.4,11.6
2.5200000000000005,2.52,a-reso-i1,2019-20,Lawrence - UP Academy Oliver Middle School,01490049,      74,  27.4,        338,  50.0,  49.7,  79.0,  35.5,15.1
4.2,4.2,a-reso-i1,2019-20,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,     397,  19.0,        778,  55.8,  44.2,  63.5,  25.7,9.3
4.7,4.7,a-reso-i1,2019-20,Lee - Lee Elementary,01500025,     178,  16.5,        359,  46.5,  53.2,  35.7,   5.6,15.6
5.76,5,a-reso-i1,2019-20,Lee - Lee Middle/High School,01500505,     262,  11.2,        346,  50.0,  50.0,  29.5,   3.8,13
3.56,3.56,a-reso-i1,2019-20,Leicester - Leicester Elementary,01510005,     179,  22.2,        500,  44.8,  55.2,  31.4,   7.0,18
4.18,4.18,a-reso-i1,2019-20,Leicester - Leicester High,01510505,     209,  19.1,        462,  49.1,  50.4,  23.4,   3.3,13.6
3.46,3.46,a-reso-i1,2019-20,Leicester - Leicester Integrated Preschool,01510001,      12,  22.7,         67,  50.8,  49.3,  34.3,   1.5,38.8
4.42,4.42,a-reso-i1,2019-20,Leicester - Leicester Middle,01510015,     231,  17.9,        483,  44.3,  55.7,  27.5,   2.7,15.3
5.54,5,a-reso-i1,2019-20,Lenox - Lenox Memorial High,01520505,     391,  12.3,        460,  49.6,  50.4,  18.7,   2.2,7.8
4.779999999999999,4.78,a-reso-i1,2019-20,Lenox - Morris,01520015,     165,  16.1,        320,  48.1,  51.9,  16.6,   3.1,13.4
