Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Nonbinary
NA,NA,"",2024-25,Billerica - Parker,00310015,   0.9,  14.6,  13.0,  12.1,   2.7,   0.0,  56.7,  51.8,  48.2,   0.0
NA,NA,"",2024-25,Billerica - Thomas Ditson,00310005,   0.6,  14.8,   4.8,  11.1,   3.7,   0.2,  64.9,  47.4,  52.6,   0.0
NA,NA,"",2024-25,Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,   0.0,   2.0,   2.7,  13.3,   2.6,   0.0,  79.4,  42.6,  56.6,   0.9
NA,NA,"",2024-25,Blackstone-Millville - Blackstone Millville RHS,06220505,   0.0,   1.3,   2.4,  14.8,   3.9,   0.0,  77.5,  47.9,  51.5,   0.6
NA,NA,"",2024-25,Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,   0.0,   1.2,   2.3,  13.6,   4.3,   0.0,  78.6,  49.7,  50.3,   0.0
NA,NA,"",2024-25,Blackstone-Millville - Millville Elementary,06220010,   0.0,   1.5,   3.9,   9.6,   4.4,   0.0,  80.6,  52.1,  47.7,   0.2
NA,NA,"",2024-25,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,   0.4,   3.4,  22.3,  18.8,   7.4,   0.4,  47.3,  49.5,  50.4,   0.1
NA,NA,"",2024-25,Boston - Adams Elementary School,00350302,   0.0,   2.1,   5.1,  72.2,   5.1,   0.0,  15.6,  44.7,  55.3,   0.0
NA,NA,"",2024-25,Boston - Albert D Holland School of Technology,00350525,   0.5,   2.5,  51.1,  40.1,   3.0,   0.0,   2.8,  43.9,  56.1,   0.0
NA,NA,"",2024-25,Boston - Alighieri Dante Montessori School,00350066,   0.0,   3.7,   2.8,  56.9,   3.7,   0.0,  33.0,  48.6,  51.4,   0.0
NA,NA,"",2024-25,Boston - Another Course To College,00350541,   0.4,   0.0,  49.8,  43.5,   3.6,   0.4,   2.4,  40.7,  58.5,   0.8
NA,NA,"",2024-25,Boston - Baldwin Early Learning Pilot Academy,00350003,   0.0,  21.2,  13.3,  43.0,   9.1,   0.0,  13.3,  40.0,  60.0,   0.0
NA,NA,"",2024-25,Boston - Bates Elementary School,00350278,   0.4,   2.8,  19.6,  29.5,   5.3,   0.0,  42.3,  43.4,  56.2,   0.4
NA,NA,"",2024-25,Boston - Beethoven Elementary School,00350021,   0.0,   2.4,  30.3,  37.6,   5.2,   0.0,  24.4,  51.2,  48.4,   0.3
NA,NA,"",2024-25,Boston - Blackstone Elementary School,00350390,   0.2,   1.7,  27.0,  65.8,   1.4,   0.0,   4.0,  46.4,  53.6,   0.0
NA,NA,"",2024-25,Boston - Boston Adult Tech Academy,00350548,   0.4,   4.0,  47.6,  45.8,   0.9,   0.0,   1.3,  46.3,  53.7,   0.0
NA,NA,"",2024-25,Boston - Boston Arts Academy,00350546,   0.4,   2.4,  33.8,  43.2,   3.8,   0.0,  16.4,  64.8,  33.6,   1.6
NA,NA,"",2024-25,Boston - Boston Collaborative High School,00350755,   0.0,   1.4,  34.8,  57.6,   2.9,   0.5,   2.9,  45.7,  53.3,   1.0
NA,NA,"",2024-25,Boston - Boston International High School & Newcomers Academy,00350507,   0.2,   4.7,  33.1,  59.2,   0.2,   0.2,   2.4,  41.4,  58.6,   0.0
NA,NA,"",2024-25,Boston - Boston Latin Academy,00350545,   0.3,  15.1,  26.2,  31.4,   5.6,   0.1,  21.3,  54.8,  45.0,   0.2
NA,NA,"",2024-25,Boston - Boston Latin School,00350560,   0.1,  30.7,  15.3,  16.5,   5.2,   0.1,  32.1,  53.8,  45.9,   0.3
NA,NA,"",2024-25,Boston - Boston Teachers Union K-8 Pilot,00350012,   0.4,   1.6,  22.1,  40.6,  10.0,   0.4,  24.9,  52.2,  47.8,   0.0
NA,NA,"",2024-25,Boston - Bradley Elementary School,00350215,   0.0,   6.2,   7.5,  41.1,   3.1,   0.7,  41.4,  53.4,  46.6,   0.0
NA,NA,"",2024-25,Boston - Brighton High School,00350505,   0.0,   2.7,  28.5,  60.4,   2.1,   0.0,   6.3,  46.5,  53.4,   0.1
NA,NA,"",2024-25,Boston - Carter School,00350036,   0.0,   0.0,  50.0,  39.3,   0.0,   0.0,  10.7,  46.4,  53.6,   0.0
NA,NA,"",2024-25,Boston - Channing Elementary School,00350360,   0.5,   1.0,  49.0,  40.2,   1.5,   0.0,   7.7,  40.2,  59.8,   0.0
NA,NA,"",2024-25,Boston - Charlestown High School,00350515,   0.0,   5.4,  21.6,  64.1,   1.6,   0.0,   7.3,  40.6,  59.4,   0.0
NA,NA,"",2024-25,Boston - Chittick Elementary School,00350154,   0.0,   0.8,  57.7,  33.9,   2.4,   0.0,   5.2,  45.2,  54.8,   0.0
NA,NA,"",2024-25,Boston - Clap Elementary School,00350298,   0.0,   7.1,  33.6,  43.6,   4.3,   0.0,  11.4,  45.7,  54.3,   0.0
NA,NA,"",2024-25,Boston - Community Academy,00350518,   0.0,   0.0,  46.6,  43.1,   8.6,   0.0,   1.7,  37.9,  62.1,   0.0
NA,NA,"",2024-25,Boston - Community Academy of Science and Health,00350581,   0.3,   4.5,  62.3,  29.4,   1.8,   0.3,   1.5,  50.8,  49.2,   0.0
NA,NA,"",2024-25,Boston - Condon K-8 School,00350146,   1.2,   5.2,  35.9,  44.0,   2.9,   0.6,  10.2,  46.1,  53.9,   0.0
NA,NA,"",2024-25,Boston - Conley Elementary School,00350122,   1.4,   0.7,  25.0,  50.0,   4.7,   1.4,  16.9,  39.2,  60.8,   0.0
NA,NA,"",2024-25,Boston - Curley K-8 School,00350020,   0.0,   4.5,  17.5,  39.2,   7.2,   0.1,  31.4,  42.5,  57.5,   0.0
NA,NA,"",2024-25,Boston - Dearborn 6-12 STEM Academy,00350074,   0.0,   0.4,  61.6,  33.5,   2.7,   0.4,   1.6,  49.0,  50.8,   0.2
NA,NA,"",2024-25,Boston - Dever Elementary School,00350268,   0.0,   3.1,  21.6,  65.6,   1.6,   0.2,   7.9,  49.0,  51.0,   0.0
NA,NA,"",2024-25,Boston - East Boston Early Education Center,00350009,   0.0,   1.1,   2.8,  64.2,   6.3,   0.0,  25.6,  50.6,  49.4,   0.0
NA,NA,"",2024-25,Boston - East Boston High School,00350530,   0.0,   1.3,   5.0,  83.2,   1.4,   0.0,   9.0,  45.9,  54.0,   0.1
NA,NA,"",2024-25,Boston - Edison Elementary School,00350375,   0.2,   7.2,  17.9,  56.8,   2.6,   0.0,  15.3,  47.2,  52.8,   0.0
NA,NA,"",2024-25,Boston - Eliot K-8 Innovation School,00350096,   0.0,   9.4,   5.5,  15.2,   6.8,   0.1,  63.0,  47.4,  52.6,   0.0
NA,NA,"",2024-25,Boston - Ellis Elementary School,00350072,   0.3,   0.0,  28.4,  65.5,   2.3,   0.0,   3.6,  50.4,  49.6,   0.0
NA,NA,"",2024-25,Boston - Ellison-Parks Early Education School,00350008,   0.0,   2.6,  52.6,  39.5,   3.2,   0.0,   2.1,  43.2,  56.8,   0.0
NA,NA,"",2024-25,Boston - English High School,00350535,   0.0,   1.0,  27.6,  65.8,   2.2,   0.1,   3.2,  47.2,  52.8,   0.0
NA,NA,"",2024-25,Boston - Everett Elementary School,00350088,   0.7,  11.1,  41.3,  33.7,   2.1,   0.0,  11.1,  48.3,  51.7,   0.0
NA,NA,"",2024-25,Boston - Excel High School,00350522,   0.0,  17.6,  37.2,  33.6,   4.3,   0.3,   7.0,  40.2,  59.8,   0.0
NA,NA,"",2024-25,Boston - Fenway High School,00350540,   0.6,   3.0,  29.6,  58.0,   1.7,   0.0,   7.2,  52.5,  47.5,   0.0
NA,NA,"",2024-25,Boston - Frederick Pilot Middle School,00350383,   0.5,   2.3,  38.1,  55.8,   0.9,   0.5,   1.9,  53.5,  46.5,   0.0
NA,NA,"",2024-25,Boston - Gardner Pilot Academy,00350326,   0.0,   4.7,  13.7,  64.6,   4.7,   0.0,  12.4,  46.2,  53.3,   0.5
NA,NA,"",2024-25,Boston - Greater Egleston High School,00350543,   0.0,   3.8,  38.5,  53.8,   3.8,   0.0,   0.0,  46.2,  53.8,   0.0
NA,NA,"",2024-25,Boston - Greenwood Sarah K-8 School,00350308,   0.3,   0.6,  10.6,  86.0,   0.8,   0.0,   1.7,  49.6,  50.4,   0.0
NA,NA,"",2024-25,Boston - Grew Elementary School,00350135,   0.5,   0.5,  36.9,  42.4,   8.6,   0.0,  11.1,  49.0,  51.0,   0.0
NA,NA,"",2024-25,Boston - Guild Elementary School,00350062,   0.0,   0.4,   5.0,  84.2,   1.5,   0.0,   8.9,  44.0,  56.0,   0.0
NA,NA,"",2024-25,Boston - Hale Elementary School,00350243,   0.6,   6.8,  49.4,  20.4,   8.0,   0.0,  14.8,  53.1,  46.9,   0.0
NA,NA,"",2024-25,Boston - Haley Pilot School,00350077,   0.3,   0.8,  42.8,  31.1,   4.7,   0.0,  20.3,  49.2,  50.3,   0.6
NA,NA,"",2024-25,Boston - Harvard-Kent Elementary School,00350200,   0.0,  12.3,  14.7,  28.1,   3.9,   0.0,  41.0,  48.2,  51.8,   0.0
NA,NA,"",2024-25,Boston - Haynes Early Education Center,00350010,   0.6,   1.8,  44.6,  47.6,   1.8,   0.0,   3.6,  46.4,  53.6,   0.0
NA,NA,"",2024-25,Boston - Henderson K-12 Inclusion School Lower,00350266,   0.0,  14.8,  28.1,  32.7,   8.2,   2.6,  13.8,  47.4,  52.6,   0.0
NA,NA,"",2024-25,Boston - Henderson K-12 Inclusion School Upper,00350426,   0.5,   6.5,  47.4,  33.9,   4.4,   0.2,   7.1,  46.3,  53.7,   0.0
NA,NA,"",2024-25,Boston - Hennigan K-8 School,00350153,   0.2,   1.9,  27.3,  65.0,   2.3,   0.2,   3.0,  47.9,  52.1,   0.0
NA,NA,"",2024-25,Boston - Hernandez K-8 School,00350691,   0.0,   0.0,   3.0,  78.5,   3.5,   0.0,  15.1,  53.2,  46.8,   0.0
NA,NA,"",2024-25,Boston - Higginson Inclusion K0-2 School,00350015,   0.0,   0.6,  29.2,  62.3,   4.5,   0.0,   3.2,  44.2,  55.8,   0.0
NA,NA,"",2024-25,Boston - Higginson-Lewis K-8 School,00350377,   0.0,   0.9,  36.6,  54.9,   2.8,   0.0,   4.7,  46.0,  54.0,   0.0
NA,NA,"",2024-25,Boston - Holmes Elementary School,00350138,   0.4,   1.8,  53.0,  40.3,   3.9,   0.0,   0.7,  44.5,  55.5,   0.0
NA,NA,"",2024-25,Boston - Horace Mann School for the Deaf Hard of Hearing,00350750,   0.0,   6.8,  26.0,  49.3,   2.7,   0.0,  15.1,  28.8,  71.2,   0.0
NA,NA,"",2024-25,Boston - Hurley K-8 School,00350182,   0.6,   1.8,   6.0,  66.9,   2.7,   0.0,  22.1,  54.9,  44.8,   0.3
NA,NA,"",2024-25,Boston - Kennedy John F Elementary School,00350166,   0.3,   2.8,  16.5,  58.9,   5.3,   0.0,  16.3,  49.4,  50.6,   0.0
NA,NA,"",2024-25,Boston - Kennedy Patrick J Elementary School,00350264,   0.0,   0.0,   2.9,  92.1,   0.7,   0.0,   4.3,  46.2,  53.8,   0.0
NA,NA,"",2024-25,Boston - Kenny Elementary School,00350328,   0.0,  12.8,  27.4,  32.8,   7.9,   0.0,  19.1,  45.9,  53.8,   0.3
NA,NA,"",2024-25,Boston - Kilmer K-8 School,00350190,   0.2,   5.5,  23.7,  23.7,   5.0,   0.0,  41.9,  46.1,  53.9,   0.0
NA,NA,"",2024-25,Boston - King Elementary School,00350376,   0.4,   0.9,  49.6,  41.8,   2.8,   0.0,   4.5,  42.9,  57.1,   0.0
NA,NA,"",2024-25,Boston - Lee Academy,00350001,   0.0,   2.6,  43.1,  43.6,   5.6,   0.0,   5.1,  45.6,  54.4,   0.0
NA,NA,"",2024-25,Boston - Lee K-8 School,00350183,   0.7,   2.5,  47.9,  41.7,   3.1,   0.4,   3.6,  41.2,  58.8,   0.0
NA,NA,"",2024-25,Boston - Lyndon K-8 School,00350262,   0.2,   4.5,   8.8,  23.4,   5.1,   0.0,  58.0,  51.0,  49.0,   0.0
NA,NA,"",2024-25,Boston - Lyon High School,00350655,   0.0,   8.4,  21.1,  51.6,   8.4,   0.0,  10.5,  43.2,  56.8,   0.0
NA,NA,"",2024-25,Boston - Lyon K-8 School,00350004,   0.7,   5.6,  21.0,  41.3,   7.0,   0.0,  24.5,  46.9,  53.1,   0.0
NA,NA,"",2024-25,Boston - Madison Park Technical Vocational High School,00350537,   0.2,   1.0,  41.2,  52.7,   2.3,   0.2,   2.4,  41.5,  58.3,   0.2
NA,NA,"",2024-25,Boston - Manning Elementary School,00350184,   0.0,   5.0,  13.8,  19.5,   8.2,   0.0,  53.5,  50.3,  49.7,   0.0
NA,NA,"",2024-25,Boston - Margarita Muniz Academy,00350549,   0.0,   0.0,   8.2,  90.7,   0.5,   0.0,   0.7,  52.3,  47.7,   0.0
NA,NA,"",2024-25,Boston - Mario Umana Academy,00350656,   0.2,   0.3,   3.0,  92.7,   0.8,   0.0,   3.0,  45.9,  54.1,   0.0
NA,NA,"",2024-25,Boston - Mason Elementary School,00350304,   0.5,   0.0,  50.7,  40.0,   3.9,   0.0,   4.9,  45.4,  54.6,   0.0
NA,NA,"",2024-25,Boston - Mather Elementary School,00350227,   0.8,  33.0,  35.5,  19.7,   3.8,   0.4,   6.8,  50.1,  49.9,   0.0
NA,NA,"",2024-25,Boston - Mattahunt Elementary School,00350016,   0.3,   0.7,  70.6,  24.3,   2.9,   0.0,   1.2,  41.1,  58.9,   0.0
NA,NA,"",2024-25,Boston - McKay K-8 School,00350080,   0.2,   0.9,   3.3,  87.3,   0.6,   0.0,   7.7,  49.8,  50.2,   0.0
NA,NA,"",2024-25,Boston - McKinley Schools,00350363,   0.8,   0.8,  48.8,  39.2,   3.2,   0.0,   7.2,  29.6,  70.4,   0.0
NA,NA,"",2024-25,Boston - Mendell Elementary School,00350100,   0.3,   3.9,  25.9,  36.9,   7.8,   0.0,  25.2,  44.0,  55.7,   0.3
NA,NA,"",2024-25,Boston - Mildred Avenue K-8 School,00350378,   0.5,   1.3,  55.1,  36.6,   3.8,   0.0,   2.7,  48.6,  51.4,   0.0
NA,NA,"",2024-25,Boston - Mozart Elementary School,00350237,   0.0,   1.9,  25.8,  21.3,   7.1,   0.6,  43.2,  49.7,  49.7,   0.6
NA,NA,"",2024-25,Boston - Murphy K-8 School,00350240,   0.4,  49.5,  18.9,  16.0,   3.5,   0.1,  11.6,  49.2,  50.8,   0.0
NA,NA,"",2024-25,Boston - New Mission High School,00350542,   0.4,   2.1,  46.4,  39.7,   2.2,   0.1,   9.0,  43.1,  56.6,   0.3
NA,NA,"",2024-25,Boston - O'Bryant School of Math & Science,00350575,   0.2,  17.0,  30.0,  37.2,   3.0,   0.2,  12.5,  47.6,  52.3,   0.1
NA,NA,"",2024-25,Boston - O'Donnell Elementary School,00350141,   0.0,   2.0,   2.7,  89.1,   0.0,   0.0,   6.3,  53.5,  46.5,   0.0
NA,NA,"",2024-25,Boston - Ohrenberger School,00350258,   0.6,   2.9,  38.4,  39.6,   2.9,   0.2,  15.3,  45.1,  54.7,   0.2
NA,NA,"",2024-25,Boston - Orchard Gardens K-8 School,00350257,   0.3,   1.6,  55.0,  38.8,   1.3,   0.6,   2.5,  49.1,  50.9,   0.0
NA,NA,"",2024-25,Boston - Otis Elementary School,00350156,   0.0,   2.0,   2.5,  72.1,   2.7,   0.0,  20.8,  48.3,  51.7,   0.0
NA,NA,"",2024-25,Boston - Perkins Elementary School,00350231,   0.6,   5.4,  36.5,  45.5,   3.0,   0.0,   9.0,  46.1,  53.9,   0.0
NA,NA,"",2024-25,Boston - Perry Elementary School,00350255,   0.0,   5.2,  13.6,  16.9,   2.8,   0.0,  61.5,  47.9,  52.1,   0.0
NA,NA,"",2024-25,Boston - Philbrick Elementary School,00350172,   0.0,   0.8,  32.1,  39.7,   6.9,   0.0,  20.6,  51.9,  48.1,   0.0
NA,NA,"",2024-25,Boston - Quincy Elementary School,00350286,   0.0,  50.6,  13.1,  10.9,   7.4,   0.1,  17.8,  51.0,  49.0,   0.0
NA,NA,"",2024-25,Boston - Quincy Upper School,00350565,   0.4,  43.4,  20.8,  23.9,   3.8,   0.0,   7.7,  50.6,  49.2,   0.2
NA,NA,"",2024-25,Boston - Roosevelt K-8 School,00350116,   0.5,   4.1,  36.5,  35.4,   6.3,   0.0,  17.0,  47.5,  52.5,   0.0
NA,NA,"",2024-25,Boston - Russell Elementary School,00350366,   0.0,   2.2,  30.9,  59.3,   0.8,   0.6,   6.2,  48.0,  52.0,   0.0
NA,NA,"",2024-25,Boston - Ruth Batson Academy,00350558,   0.2,   3.8,  25.3,  63.7,   1.2,   0.0,   5.8,  47.0,  52.8,   0.2
NA,NA,"",2024-25,Boston - Shaw-Taylor Elementary School,00350014,   0.6,   1.1,  68.9,  26.5,   1.9,   0.0,   0.9,  50.0,  50.0,   0.0
NA,NA,"",2024-25,Boston - Snowden International High School,00350690,   0.2,   2.6,  29.5,  56.8,   3.8,   0.0,   7.1,  50.6,  48.9,   0.5
NA,NA,"",2024-25,Boston - Sumner Elementary School,00350052,   0.3,   1.7,  16.0,  48.8,   6.1,   0.0,  27.1,  46.0,  54.0,   0.0
NA,NA,"",2024-25,Boston - TechBoston Academy,00350657,   0.4,   2.2,  61.8,  30.6,   3.3,   0.0,   1.8,  45.5,  54.5,   0.0
NA,NA,"",2024-25,Boston - Tobin K-8 School,00350229,   0.0,   6.0,  23.6,  63.2,   2.5,   0.0,   4.7,  50.0,  50.0,   0.0
NA,NA,"",2024-25,Boston - Trotter Elementary School,00350370,   0.6,   1.7,  49.7,  40.6,   4.3,   0.3,   2.8,  44.9,  55.1,   0.0
NA,NA,"",2024-25,Boston - Tynan Elementary School,00350181,   0.0,   7.9,  37.9,  33.9,   5.7,   0.4,  14.1,  40.5,  59.5,   0.0
NA,NA,"",2024-25,Boston - UP Academy Holland,00350167,   0.6,   1.9,  45.9,  45.6,   3.6,   0.2,   2.3,  53.5,  46.5,   0.0
NA,NA,"",2024-25,Boston - Warren-Prescott K-8 School,00350346,   0.2,   3.6,  10.8,  19.9,   5.1,   0.0,  60.4,  48.7,  51.3,   0.0
NA,NA,"",2024-25,Boston - West Zone Early Learning Center,00350006,   0.0,   9.2,  21.1,  56.6,   2.6,   0.0,  10.5,  36.8,  63.2,   0.0
NA,NA,"",2024-25,Boston - Winship Elementary School,00350374,   0.0,  18.7,   9.1,  36.3,   7.6,   0.0,  28.3,  49.0,  50.7,   0.3
NA,NA,"",2024-25,Boston - Winthrop Elementary School,00350180,   0.9,   2.7,  50.4,  38.1,   4.0,   0.4,   3.5,  52.2,  47.8,   0.0
NA,NA,"",2024-25,Boston - Young Achievers K-8 School,00350380,   1.2,   0.2,  42.3,  53.8,   1.2,   0.4,   0.8,  47.4,  52.6,   0.0
NA,NA,"",2024-25,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,   0.0,   3.1,  24.9,  25.3,   4.1,   0.0,  42.7,  51.6,  48.3,   0.1
NA,NA,"",2024-25,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,   0.9,   1.2,  52.6,  41.2,   0.9,   0.0,   3.1,  57.0,  42.1,   0.9
NA,NA,"",2024-25,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,   0.7,   2.1,  42.7,  44.8,   3.1,   0.0,   6.6,  48.4,  51.6,   0.0
NA,NA,"",2024-25,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,   0.7,   0.3,  59.9,  32.7,   4.3,   0.7,   1.4,  50.1,  49.9,   0.0
NA,NA,"",2024-25,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,   0.0,   0.0,  54.4,  41.3,   3.2,   0.0,   1.2,  51.6,  48.4,   0.0
NA,NA,"",2024-25,Bourne - Bourne High School,00360505,   1.5,   3.2,   1.5,   7.0,   8.2,   0.0,  78.6,  53.4,  46.6,   0.0
NA,NA,"",2024-25,Bourne - Bourne Intermediate School,00360030,   0.3,   1.9,   1.4,   7.0,  10.6,   0.3,  78.6,  47.4,  52.6,   0.0
NA,NA,"",2024-25,Bourne - Bourne Middle School,00360325,   0.5,   2.0,   1.5,   5.3,   5.8,   0.0,  84.8,  50.3,  49.7,   0.0
NA,NA,"",2024-25,Bourne - Bournedale Elementary School,00360005,   0.9,   2.4,   3.3,   8.5,   6.1,   0.2,  78.6,  44.7,  55.3,   0.0
NA,NA,"",2024-25,Boxford - Harry Lee Cole,00380005,   0.0,   1.4,   1.1,   3.0,   4.9,   0.0,  89.6,  51.2,  48.8,   0.0
NA,NA,"",2024-25,Boxford - Spofford Pond,00380013,   0.0,   2.2,   0.5,   5.8,   4.6,   0.0,  86.9,  48.2,  51.8,   0.0
NA,NA,"",2024-25,Braintree - Archie T Morrison,00400033,   0.0,  28.4,   8.3,  10.4,   5.5,   0.3,  47.1,  48.9,  51.1,   0.0
NA,NA,"",2024-25,Braintree - Braintree High,00400505,   0.2,  29.2,   6.3,   7.4,   2.3,   0.2,  54.4,  48.6,  51.1,   0.2
NA,NA,"",2024-25,Braintree - Donald Ross,00400050,   0.0,  25.3,  15.4,  11.0,   5.5,   0.0,  42.9,  50.5,  49.5,   0.0
NA,NA,"",2024-25,Braintree - East Middle School,00400305,   0.2,  28.2,   7.1,   7.8,   3.3,   0.0,  53.4,  48.0,  51.9,   0.1
NA,NA,"",2024-25,Braintree - Highlands,00400015,   0.0,  24.0,   3.1,   6.3,   2.0,   0.0,  64.6,  50.3,  49.7,   0.0
NA,NA,"",2024-25,Braintree - Hollis,00400005,   0.5,  27.9,   7.1,   7.7,   4.7,   0.0,  52.1,  50.7,  49.0,   0.3
NA,NA,"",2024-25,Braintree - Liberty,00400025,   0.5,  32.2,   5.2,   9.8,   3.5,   0.3,  48.5,  44.1,  55.9,   0.0
NA,NA,"",2024-25,Braintree - Mary E Flaherty School,00400020,   0.0,  30.7,   4.8,   6.9,   8.3,   0.0,  49.3,  46.6,  53.4,   0.0
NA,NA,"",2024-25,Braintree - South Middle School,00400310,   0.2,  27.4,   2.7,   6.5,   3.3,   0.3,  59.7,  46.5,  53.5,   0.0
NA,NA,"",2024-25,Brewster - Eddy Elementary,00410010,   0.0,   2.0,   5.1,  12.2,   9.1,   0.0,  71.6,  48.7,  51.3,   0.0
NA,NA,"",2024-25,Brewster - Stony Brook Elementary,00410005,   0.0,   1.7,   6.2,  10.7,   6.6,   0.0,  74.8,  49.6,  50.4,   0.0
NA,NA,"",2024-25,Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,   0.0,   0.9,  59.0,  36.2,   2.7,   0.3,   0.9,  52.3,  47.7,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Bridgewater Middle School,06250320,   0.1,   2.2,  11.8,   7.7,   3.6,   0.4,  74.2,  46.9,  53.1,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,   0.1,   2.7,  16.7,   6.0,   5.5,   0.1,  68.9,  49.9,  50.0,   0.1
NA,NA,"",2024-25,Bridgewater-Raynham - Laliberte Elementary School,06250050,   0.0,   3.1,  14.0,   8.5,   6.1,   0.2,  68.1,  47.9,  52.1,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Merrill Elementary School,06250020,   0.0,   4.2,  14.2,  12.6,   5.2,   0.0,  63.9,  49.4,  50.6,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Mitchell Elementary School,06250002,   0.3,   3.1,  12.5,  10.7,   5.0,   0.2,  68.1,  47.6,  52.4,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Raynham Middle School,06250315,   0.0,   2.8,  12.3,   4.8,   3.9,   0.0,  76.2,  49.3,  50.7,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Therapeutic Day School,06250415,   0.0,   0.0,  20.0,  10.0,   0.0,   0.0,  70.0,  60.0,  40.0,   0.0
NA,NA,"",2024-25,Bridgewater-Raynham - Williams Intermediate School,06250300,   0.0,   2.1,  13.1,   9.2,   6.4,   0.0,  69.3,  49.0,  51.0,   0.0
NA,NA,"",2024-25,Brimfield - Brimfield Elementary,00430005,   0.8,   0.8,   0.0,   5.8,   4.3,   0.0,  88.4,  49.6,  50.4,   0.0
NA,NA,"",2024-25,Bristol County Agricultural - Bristol County Agricultural High,09100705,   0.8,   0.2,   3.3,  18.5,   0.3,   0.0,  76.9,  66.2,  33.4,   0.3
NA,NA,"",2024-25,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,   0.3,   0.7,   5.6,   8.5,   4.8,   0.1,  79.9,  42.2,  57.6,   0.2
NA,NA,"",2024-25,Brockton - Ashfield Middle School,00440421,   0.2,   1.3,  60.1,  13.7,   3.6,   0.0,  21.1,  47.9,  52.1,   0.0
NA,NA,"",2024-25,Brockton - Barrett Russell Early Childhood Center,00440008,   0.5,   1.0,  67.9,  17.7,   4.3,   1.0,   7.7,  38.8,  61.2,   0.0
NA,NA,"",2024-25,Brockton - Brockton High,00440505,   0.2,   2.3,  64.4,  19.7,   3.6,   0.2,   9.7,  44.6,  55.4,   0.0
NA,NA,"",2024-25,Brockton - Brockton Therapeutic Day School,00440400,   0.0,   0.0,  50.0,  16.7,   3.3,   0.0,  30.0,  43.3,  53.3,   3.3
NA,NA,"",2024-25,Brockton - Brockton Virtual Learning Academy,00440705,   0.0,   3.3,  42.6,  19.7,  11.5,   0.0,  23.0,  51.6,  47.5,   0.8
NA,NA,"",2024-25,Brockton - Brookfield,00440010,   0.8,   1.1,  54.3,  22.0,   5.5,   0.2,  16.2,  47.6,  52.4,   0.0
NA,NA,"",2024-25,Brockton - Champion High School,00440535,   0.0,   0.0,  57.1,  18.4,  11.0,   0.6,  12.9,  47.9,  51.5,   0.6
NA,NA,"",2024-25,Brockton - Downey,00440110,   0.0,   1.3,  57.1,  21.9,   7.1,   0.2,  12.3,  45.5,  54.5,   0.0
NA,NA,"",2024-25,Brockton - Dr W Arnone Community School,00440001,   0.8,   0.3,  61.7,  27.4,   4.3,   0.7,   4.8,  48.0,  52.0,   0.0
NA,NA,"",2024-25,Brockton - East Middle School,00440405,   0.7,   1.0,  66.0,  16.4,   2.1,   0.0,  13.8,  43.7,  56.3,   0.0
NA,NA,"",2024-25,Brockton - Edgar B Davis,00440023,   0.5,   0.5,  64.3,  20.4,   5.6,   0.1,   8.5,  48.3,  51.7,   0.0
NA,NA,"",2024-25,Brockton - Edison Evening Academy,00440520,   0.4,   0.9,  78.2,  15.6,   1.3,   0.0,   3.6,  43.1,  56.9,   0.0
NA,NA,"",2024-25,Brockton - Gilmore Elementary School,00440055,   1.1,   0.0,  70.5,  22.5,   2.7,   0.0,   3.2,  43.9,  56.1,   0.0
NA,NA,"",2024-25,Brockton - Hancock,00440045,   0.3,   2.2,  52.2,  25.4,   5.4,   0.1,  14.3,  51.2,  48.8,   0.0
NA,NA,"",2024-25,Brockton - John F Kennedy,00440017,   0.6,   0.9,  54.2,  24.5,   5.2,   0.0,  14.7,  53.2,  46.2,   0.6
NA,NA,"",2024-25,Brockton - Louis F Angelo Elementary,00440065,   0.5,   2.2,  55.7,  25.1,   3.3,   0.0,  13.3,  44.5,  55.5,   0.0
NA,NA,"",2024-25,Brockton - Manthala George Jr. School,00440003,   0.1,   0.5,  55.7,  31.7,   3.7,   0.2,   8.0,  51.3,  48.7,   0.0
NA,NA,"",2024-25,Brockton - Mary E. Baker School,00440002,   0.7,   1.7,  52.4,  24.4,   6.8,   0.7,  13.4,  51.1,  48.9,   0.0
