Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Nonbinary
NA,NA,"",2020-21,UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,   0.1,   0.3,  55.2,  40.9,   1.8,   0.6,   1.2,  50.2,  49.8,   0.0
NA,NA,"",2020-21,Up-Island Regional - Chilmark Elementary,07740010,   6.0,   6.0,   0.0,   0.0,  12.0,   0.0,  76.0,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Up-Island Regional - West Tisbury Elementary,07740020,   4.0,   0.0,   0.9,  10.6,   6.6,   0.0,  77.9,  46.6,  53.2,   0.3
NA,NA,"",2020-21,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,   1.0,   1.1,   3.2,   4.2,   7.2,   0.1,  83.2,  38.8,  61.2,   0.0
NA,NA,"",2020-21,Uxbridge - Gateway to College,03040515,   0.0,   2.4,   2.4,  17.1,   2.4,   0.0,  75.6,  58.5,  41.5,   0.0
NA,NA,"",2020-21,Uxbridge - Taft Early Learning Center,03040005,   0.8,   0.8,   0.6,   7.7,   1.6,   0.2,  88.3,  46.2,  53.8,   0.0
NA,NA,"",2020-21,Uxbridge - Uxbridge High,03040505,   0.7,   2.0,   1.7,   5.7,   2.3,   0.0,  87.7,  46.5,  53.5,   0.0
NA,NA,"",2020-21,Uxbridge - Whitin Intermediate,03040405,   0.2,   0.8,   1.0,   5.5,   2.6,   0.0,  89.8,  43.7,  56.3,   0.0
NA,NA,"",2020-21,Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,04980405,   0.7,   1.7,  20.0,  70.2,   2.6,   0.2,   4.5,  53.9,  46.1,   0.0
NA,NA,"",2020-21,Wachusett - Central Tree Middle,07750310,   0.3,   2.9,   2.0,   5.8,   2.9,   0.0,  86.0,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Wachusett - Chocksett Middle School,07750315,   0.0,   2.3,   1.0,   7.3,   1.7,   0.0,  87.7,  47.7,  52.3,   0.0
NA,NA,"",2020-21,Wachusett - Davis Hill Elementary,07750018,   0.7,   0.9,   3.5,   7.1,   2.8,   0.2,  84.7,  50.5,  49.5,   0.0
NA,NA,"",2020-21,Wachusett - Dawson,07750020,   0.0,   5.4,   3.4,   7.0,   2.9,   0.0,  81.3,  50.3,  49.7,   0.0
NA,NA,"",2020-21,Wachusett - Early Childhood Center,07750001,   0.0,   5.4,   2.2,  14.0,   2.2,   0.0,  76.3,  37.6,  62.4,   0.0
NA,NA,"",2020-21,Wachusett - Glenwood Elementary School,07750060,   0.3,   0.9,   2.1,   8.5,   2.1,   0.0,  86.2,  53.2,  46.8,   0.0
NA,NA,"",2020-21,Wachusett - Houghton Elementary,07750027,   0.0,   2.9,   4.9,   8.5,   3.6,   0.0,  80.1,  43.8,  56.2,   0.0
NA,NA,"",2020-21,Wachusett - Leroy E.Mayo,07750032,   0.0,   3.8,   4.2,   6.3,   2.3,   0.0,  83.5,  47.6,  52.4,   0.0
NA,NA,"",2020-21,Wachusett - Mountview Middle,07750305,   0.0,   4.3,   3.9,   7.6,   3.1,   0.0,  81.2,  47.9,  52.1,   0.0
NA,NA,"",2020-21,Wachusett - Naquag Elementary School,07750005,   0.0,   1.7,   0.7,   5.8,   3.1,   0.0,  88.8,  49.5,  50.5,   0.0
NA,NA,"",2020-21,Wachusett - Paxton Center,07750040,   0.0,   3.9,   1.1,   7.3,   2.3,   0.0,  85.5,  52.5,  47.5,   0.0
NA,NA,"",2020-21,Wachusett - Thomas Prince,07750045,   0.0,   1.8,   1.5,   2.9,   2.4,   0.0,  91.4,  45.7,  54.3,   0.0
NA,NA,"",2020-21,Wachusett - Wachusett Regional High,07750505,   0.1,   3.5,   2.0,   5.3,   2.0,   0.0,  86.9,  52.5,  47.5,   0.0
NA,NA,"",2020-21,Wakefield - Dolbeare,03050005,   0.2,   2.3,   2.0,   7.0,   2.7,   0.2,  85.6,  48.8,  51.2,   0.0
NA,NA,"",2020-21,Wakefield - Early Childhood Center at the Doyle School,03050001,   0.0,   7.4,   5.9,   5.9,   4.4,   0.0,  76.5,  33.8,  66.2,   0.0
NA,NA,"",2020-21,Wakefield - Galvin Middle School,03050310,   0.2,   3.3,   1.9,   7.8,   3.1,   0.1,  83.6,  49.0,  50.9,   0.1
NA,NA,"",2020-21,Wakefield - Greenwood,03050020,   0.0,   5.1,   1.4,   4.7,   6.0,   0.5,  82.3,  42.3,  57.7,   0.0
NA,NA,"",2020-21,Wakefield - Wakefield Memorial High,03050505,   0.2,   3.2,   3.8,   7.7,   1.6,   0.0,  83.4,  52.0,  48.0,   0.0
NA,NA,"",2020-21,Wakefield - Walton,03050040,   0.0,   1.8,   3.6,   6.7,   2.2,   0.9,  84.8,  43.9,  56.1,   0.0
NA,NA,"",2020-21,Wakefield - Woodville School,03050015,   0.0,   6.1,   3.7,  10.3,   5.4,   0.2,  74.3,  52.3,  47.7,   0.0
NA,NA,"",2020-21,Wales - Wales Elementary,03060005,   0.8,   0.0,   1.6,   0.8,   2.4,   0.0,  94.4,  47.6,  52.4,   0.0
NA,NA,"",2020-21,Walpole - Bird Middle,03070305,   0.0,   2.8,   5.3,   7.1,   2.3,   0.0,  82.6,  50.6,  49.4,   0.0
NA,NA,"",2020-21,Walpole - Boyden,03070010,   0.6,   3.7,   6.3,   6.3,   2.6,   0.0,  80.6,  48.9,  51.1,   0.0
NA,NA,"",2020-21,Walpole - Daniel Feeney Preschool Center,03070002,   0.0,   3.2,   3.2,   9.7,   1.6,   0.0,  82.3,  41.9,  58.1,   0.0
NA,NA,"",2020-21,Walpole - Eleanor N Johnson Middle,03070310,   0.7,  11.6,   3.3,   6.4,   4.0,   0.0,  74.0,  45.4,  54.6,   0.0
NA,NA,"",2020-21,Walpole - Elm Street School,03070005,   0.0,   6.2,   3.9,   4.1,   3.2,   0.0,  82.5,  53.2,  46.8,   0.0
NA,NA,"",2020-21,Walpole - Fisher,03070015,   0.4,  13.8,   1.5,   6.6,   4.4,   0.4,  72.9,  50.5,  49.5,   0.0
NA,NA,"",2020-21,Walpole - Old Post Road,03070018,   0.2,   2.6,   2.9,   9.7,   5.5,   0.0,  79.1,  52.0,  48.0,   0.0
NA,NA,"",2020-21,Walpole - Walpole High,03070505,   0.4,   6.0,   3.0,   5.6,   2.2,   0.0,  82.8,  49.6,  50.4,   0.0
NA,NA,"",2020-21,Waltham - Douglas MacArthur Elementary School,03080032,   0.2,  10.5,   9.6,  12.9,   4.6,   0.0,  62.2,  46.7,  53.3,   0.0
NA,NA,"",2020-21,Waltham - Henry Whittemore Elementary School,03080065,   0.0,   3.6,   7.5,  77.5,   1.5,   0.0,   9.9,  49.6,  50.4,   0.0
NA,NA,"",2020-21,Waltham - James Fitzgerald Elementary School,03080060,   0.0,   4.8,   4.0,  31.7,   5.6,   0.0,  53.8,  47.8,  52.2,   0.0
NA,NA,"",2020-21,Waltham - John F Kennedy Middle,03080404,   0.0,   5.2,   8.8,  26.5,   2.8,   0.0,  56.6,  45.0,  55.0,   0.0
NA,NA,"",2020-21,Waltham - John W. McDevitt Middle School,03080415,   0.0,   4.0,   7.8,  58.3,   1.0,   0.0,  28.8,  48.9,  51.1,   0.0
NA,NA,"",2020-21,Waltham - Northeast Elementary School,03080040,   0.4,   8.1,  10.8,  35.9,   2.3,   0.0,  42.5,  50.8,  49.2,   0.0
NA,NA,"",2020-21,Waltham - Thomas R Plympton Elementary School,03080050,   0.0,   5.6,  12.7,  38.7,   4.2,   0.0,  38.7,  48.5,  51.5,   0.0
NA,NA,"",2020-21,Waltham - Waltham Public Schools Dual Language Program,03080001,   0.0,   0.0,   4.0,  70.7,   2.9,   0.0,  22.4,  47.1,  52.9,   0.0
NA,NA,"",2020-21,Waltham - Waltham Sr High,03080505,   0.0,   3.8,  10.3,  43.0,   1.5,   0.1,  41.4,  47.6,  52.3,   0.1
NA,NA,"",2020-21,Waltham - William F. Stanley Elementary School,03080005,   0.0,   8.1,  10.3,  44.0,   2.2,   0.0,  35.4,  43.2,  56.8,   0.0
NA,NA,"",2020-21,Ware - Stanley M Koziol Elementary School,03090020,   0.0,   0.3,   1.7,   5.0,   1.7,   0.0,  91.3,  51.6,  48.4,   0.0
NA,NA,"",2020-21,Ware - Ware Junior/Senior High School,03090505,   0.2,   0.4,   1.9,   7.3,   4.2,   0.6,  85.5,  48.6,  51.4,   0.0
NA,NA,"",2020-21,Ware - Ware Middle School,03090305,   0.4,   0.7,   0.4,  12.4,   5.1,   0.0,  81.0,  46.0,  54.0,   0.0
NA,NA,"",2020-21,Wareham - John William Decas,03100003,   0.9,   0.9,   4.9,   9.1,  14.0,   0.0,  70.1,  52.1,  47.9,   0.0
NA,NA,"",2020-21,Wareham - Minot Forest,03100017,   1.0,   1.0,   8.3,  11.6,  12.3,   0.0,  65.8,  53.5,  46.5,   0.0
NA,NA,"",2020-21,Wareham - Wareham Cooperative Alternative School,03100315,   0.0,   0.0,  18.2,  12.1,  12.1,   0.0,  57.6,  42.4,  57.6,   0.0
NA,NA,"",2020-21,Wareham - Wareham Middle,03100305,   1.5,   0.9,   8.6,   9.6,  13.3,   0.2,  65.9,  49.2,  50.8,   0.0
NA,NA,"",2020-21,Wareham - Wareham Senior High,03100505,   1.7,   0.9,   7.7,   6.8,  11.1,   0.0,  71.8,  51.1,  48.7,   0.2
NA,NA,"",2020-21,Watertown - Cunniff,03140015,   0.0,   6.4,   3.7,  20.6,   4.9,   0.0,  64.4,  49.8,  50.2,   0.0
NA,NA,"",2020-21,Watertown - Hosmer,03140020,   0.3,   8.1,   4.2,  15.4,   6.3,   0.2,  65.5,  48.4,  51.6,   0.0
NA,NA,"",2020-21,Watertown - James Russell Lowell,03140025,   0.2,   3.7,   5.5,  18.5,   7.0,   0.0,  65.1,  50.1,  49.9,   0.0
NA,NA,"",2020-21,Watertown - Watertown High,03140505,   0.6,   7.9,   4.7,  22.0,   3.9,   0.0,  60.9,  47.2,  52.8,   0.0
NA,NA,"",2020-21,Watertown - Watertown Middle,03140305,   0.3,   8.4,   3.3,  19.1,   5.2,   0.0,  63.6,  47.7,  52.3,   0.0
NA,NA,"",2020-21,Wayland - Claypit Hill School,03150005,   0.0,  11.3,   4.4,   5.4,   6.2,   0.2,  72.6,  51.4,  48.6,   0.0
NA,NA,"",2020-21,Wayland - Happy Hollow School,03150015,   0.0,  10.2,   3.9,   4.4,   6.9,   0.0,  74.5,  46.3,  53.7,   0.0
NA,NA,"",2020-21,Wayland - Loker School,03150020,   0.0,  16.5,   4.2,   6.7,   6.7,   0.0,  65.8,  50.7,  49.3,   0.0
NA,NA,"",2020-21,Wayland - Wayland High School,03150505,   0.0,  19.1,   4.8,   4.2,   6.3,   0.1,  65.4,  49.9,  50.1,   0.0
NA,NA,"",2020-21,Wayland - Wayland Middle School,03150305,   0.0,  16.2,   7.0,   5.0,   6.5,   0.2,  65.1,  51.9,  48.1,   0.0
NA,NA,"",2020-21,Webster - Bartlett High School,03160505,   0.3,   2.3,   7.2,  30.8,   7.7,   0.3,  51.5,  51.8,  47.9,   0.3
NA,NA,"",2020-21,Webster - Park Avenue Elementary,03160015,   0.0,   1.2,   6.2,  33.1,   6.5,   0.0,  52.8,  46.7,  53.1,   0.1
NA,NA,"",2020-21,Webster - Webster Middle School,03160315,   0.2,   1.8,   5.1,  33.3,   6.0,   0.0,  53.8,  46.4,  53.6,   0.0
NA,NA,"",2020-21,Wellesley - Ernest F Upham,03170050,   0.0,  14.6,   8.9,   5.1,   3.2,   0.0,  68.4,  48.7,  51.3,   0.0
NA,NA,"",2020-21,Wellesley - Hunnewell,03170025,   0.0,   5.7,   3.5,   7.0,   5.3,   0.0,  78.5,  50.9,  49.1,   0.0
NA,NA,"",2020-21,Wellesley - John D Hardy,03170020,   0.0,  27.4,   1.3,  10.3,  13.0,   0.0,  48.0,  52.0,  48.0,   0.0
NA,NA,"",2020-21,Wellesley - Joseph E Fiske,03170015,   0.0,  18.6,   4.2,   6.4,   6.8,   0.0,  64.0,  49.6,  50.4,   0.0
NA,NA,"",2020-21,Wellesley - Katharine Lee Bates,03170005,   0.0,  10.6,   3.5,   2.1,   9.9,   0.0,  73.9,  50.4,  49.6,   0.0
NA,NA,"",2020-21,Wellesley - Preschool at Wellesley Schools,03170001,   0.0,  17.2,   1.6,   6.3,   7.8,   0.0,  67.2,  37.5,  62.5,   0.0
NA,NA,"",2020-21,Wellesley - Schofield,03170045,   0.3,  18.8,   3.9,   3.6,   7.8,   0.3,  65.4,  54.0,  46.0,   0.0
NA,NA,"",2020-21,Wellesley - Sprague Elementary School,03170048,   0.0,  20.3,   2.8,   5.4,  14.2,   0.0,  57.3,  49.1,  50.9,   0.0
NA,NA,"",2020-21,Wellesley - Wellesley Middle,03170305,   0.0,  16.4,   4.2,   5.3,   6.6,   0.0,  67.5,  54.1,  45.8,   0.1
NA,NA,"",2020-21,Wellesley - Wellesley Sr High,03170505,   0.1,  13.1,   3.7,   5.4,   5.8,   0.0,  72.0,  48.8,  51.2,   0.0
NA,NA,"",2020-21,Wellfleet - Wellfleet Elementary,03180005,   0.0,   1.0,   0.0,   3.9,  13.6,   0.0,  81.6,  42.7,  57.3,   0.0
NA,NA,"",2020-21,West Boylston - Major Edwards Elementary,03220005,   0.0,   1.8,   4.4,  11.4,   4.9,   0.3,  77.2,  45.3,  54.7,   0.0
NA,NA,"",2020-21,West Boylston - West Boylston Junior/Senior High,03220505,   0.2,   2.2,   3.2,  11.6,   3.6,   0.2,  79.1,  54.6,  45.4,   0.0
NA,NA,"",2020-21,West Bridgewater - Howard School,03230305,   0.3,   1.4,   6.5,   4.8,   4.1,   0.0,  82.9,  50.2,  49.8,   0.0
NA,NA,"",2020-21,West Bridgewater - Rose L Macdonald,03230003,   0.0,   0.7,   5.6,   5.6,   6.6,   0.0,  81.6,  47.2,  52.8,   0.0
NA,NA,"",2020-21,West Bridgewater - Spring Street School,03230005,   0.0,   0.6,   7.6,   7.0,   5.7,   0.0,  79.0,  49.7,  50.3,   0.0
NA,NA,"",2020-21,West Bridgewater - West Bridgewater Junior/Senior,03230505,   0.2,   1.1,   6.3,   4.9,   4.2,   0.2,  83.2,  52.0,  48.0,   0.0
NA,NA,"",2020-21,West Springfield - Cowing Early Childhood,03320001,   0.0,   9.8,   3.7,  36.6,   4.9,   0.0,  45.1,  25.6,  74.4,   0.0
NA,NA,"",2020-21,West Springfield - John Ashley,03320005,   0.0,   6.2,   4.0,  25.2,   4.9,   0.0,  59.7,  47.3,  52.7,   0.0
NA,NA,"",2020-21,West Springfield - John R Fausey,03320010,   0.0,   5.5,   1.7,  17.5,   4.3,   0.0,  71.0,  53.7,  46.3,   0.0
NA,NA,"",2020-21,West Springfield - Memorial,03320025,   0.0,  10.3,   5.4,  37.0,   4.3,   0.0,  42.9,  50.5,  49.5,   0.0
NA,NA,"",2020-21,West Springfield - Mittineague,03320030,   0.0,   4.3,   2.5,  23.5,   3.1,   0.0,  66.7,  50.0,  50.0,   0.0
NA,NA,"",2020-21,West Springfield - Philip G Coburn,03320007,   0.2,  18.5,   4.7,  23.4,   3.2,   0.0,  50.1,  53.3,  46.7,   0.0
NA,NA,"",2020-21,West Springfield - Tatham,03320040,   0.0,   4.3,   0.8,  11.8,   3.9,   0.0,  79.1,  46.9,  53.1,   0.0
NA,NA,"",2020-21,West Springfield - West Springfield High,03320505,   0.2,   7.7,   3.8,  20.9,   2.1,   0.0,  65.3,  48.0,  52.0,   0.0
NA,NA,"",2020-21,West Springfield - West Springfield Middle,03320305,   0.0,   9.1,   4.1,  18.9,   3.9,   0.1,  63.9,  47.4,  52.6,   0.0
NA,NA,"",2020-21,Westborough - Annie E Fales,03210010,   0.0,  41.8,   1.9,   3.1,   2.8,   0.3,  50.0,  51.9,  48.1,   0.0
NA,NA,"",2020-21,Westborough - Elsie A Hastings Elementary,03210025,   0.0,  43.3,   2.4,  14.3,   3.1,   0.0,  36.9,  48.3,  51.7,   0.0
NA,NA,"",2020-21,Westborough - J Harding Armstrong,03210005,   0.0,  39.4,   1.9,   9.9,   2.9,   0.0,  45.8,  45.6,  54.4,   0.0
NA,NA,"",2020-21,Westborough - Mill Pond School,03210045,   0.2,  37.1,   2.4,   8.0,   2.7,   0.0,  49.6,  48.6,  51.4,   0.0
NA,NA,"",2020-21,Westborough - Sarah W Gibbons Middle,03210305,   0.0,  34.4,   2.7,   6.8,   2.7,   0.0,  53.4,  52.7,  47.3,   0.0
NA,NA,"",2020-21,Westborough - Westborough High,03210505,   0.0,  28.2,   1.6,   7.8,   3.9,   0.2,  58.4,  49.7,  50.1,   0.2
NA,NA,"",2020-21,Westfield - Abner Gibbs,03250020,   0.0,   9.0,   3.0,  24.0,   4.5,   0.0,  59.5,  44.5,  55.5,   0.0
NA,NA,"",2020-21,Westfield - Fort Meadow Early Childhood Center,03250003,   0.0,   2.5,   4.2,  24.6,   5.9,   0.0,  62.7,  42.4,  57.6,   0.0
NA,NA,"",2020-21,Westfield - Franklin Ave,03250015,   0.0,   4.7,   3.1,  36.1,   6.3,   0.0,  49.7,  52.9,  47.1,   0.0
NA,NA,"",2020-21,Westfield - Highland,03250025,   0.0,   3.1,   0.0,  11.3,   2.5,   0.0,  83.1,  50.2,  49.8,   0.0
NA,NA,"",2020-21,Westfield - Munger Hill,03250033,   0.0,   4.0,   2.8,  15.0,   2.3,   0.0,  76.0,  49.4,  50.6,   0.0
NA,NA,"",2020-21,Westfield - Paper Mill,03250036,   0.0,   1.3,   3.8,  22.5,   7.9,   0.3,  64.1,  49.8,  50.2,   0.0
NA,NA,"",2020-21,Westfield - Southampton Road,03250040,   0.0,   3.5,   0.7,  14.2,   6.9,   0.0,  74.7,  46.9,  53.1,   0.0
NA,NA,"",2020-21,Westfield - Westfield High,03250505,   0.1,   3.2,   2.7,  16.0,   2.4,   0.0,  75.6,  53.4,  46.6,   0.0
NA,NA,"",2020-21,Westfield - Westfield Intermediate School,03250075,   0.1,   3.3,   3.0,  17.3,   3.6,   0.0,  72.6,  47.6,  52.4,   0.0
NA,NA,"",2020-21,Westfield - Westfield Middle School,03250310,   0.1,   3.1,   1.8,  18.8,   2.7,   0.0,  73.4,  49.0,  51.0,   0.0
NA,NA,"",2020-21,Westfield - Westfield Technical Academy,03250605,   0.2,   1.0,   1.4,  11.6,   1.7,   0.2,  83.9,  35.1,  64.9,   0.0
NA,NA,"",2020-21,Westford - Abbot Elementary,03260004,   0.0,  26.1,   0.6,   1.1,   3.6,   0.0,  68.6,  47.9,  52.1,   0.0
NA,NA,"",2020-21,Westford - Blanchard Middle,03260310,   0.6,  33.0,   2.6,   3.0,   4.3,   0.0,  56.5,  51.2,  48.8,   0.0
NA,NA,"",2020-21,Westford - Col John Robinson,03260025,   0.0,  32.6,   2.9,   1.4,   7.5,   0.0,  55.6,  48.0,  52.0,   0.0
NA,NA,"",2020-21,Westford - Day Elementary,03260007,   0.0,  38.8,   1.8,   3.0,   6.1,   0.0,  50.3,  53.9,  46.1,   0.0
NA,NA,"",2020-21,Westford - John A. Crisafulli Elementary School,03260045,   0.0,  29.9,   0.9,   3.7,   3.7,   0.0,  61.8,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Westford - Nabnasset,03260015,   0.0,  17.2,   0.3,   0.6,   3.9,   0.0,  77.9,  52.9,  47.1,   0.0
NA,NA,"",2020-21,Westford - Rita E. Miller Elementary School,03260055,   0.0,  36.9,   2.1,   6.9,   5.2,   0.0,  49.0,  47.6,  52.4,   0.0
NA,NA,"",2020-21,Westford - Stony Brook School,03260330,   0.2,  27.8,   0.7,   3.0,   3.7,   0.0,  64.7,  51.4,  48.3,   0.3
NA,NA,"",2020-21,Westford - Westford Academy,03260505,   0.1,  27.4,   1.2,   1.8,   3.3,   0.1,  66.2,  49.2,  50.8,   0.0
NA,NA,"",2020-21,Westhampton - Westhampton Elementary School,03270005,   0.0,   0.0,   0.0,   5.8,   2.9,   0.0,  91.3,  40.4,  59.6,   0.0
NA,NA,"",2020-21,Weston - Country,03300010,   0.0,  16.4,   7.9,   5.5,   4.8,   0.0,  65.5,  53.6,  46.4,   0.0
NA,NA,"",2020-21,Weston - Field Elementary School,03300012,   0.0,  19.2,   7.0,   7.0,   4.9,   0.3,  61.5,  49.7,  50.3,   0.0
NA,NA,"",2020-21,Weston - Weston High,03300505,   0.3,  18.1,   5.6,   4.0,   5.6,   0.0,  66.5,  48.9,  51.1,   0.0
NA,NA,"",2020-21,Weston - Weston Middle,03300305,   0.0,  17.5,   6.3,   8.2,   6.5,   0.0,  61.6,  46.3,  53.7,   0.0
NA,NA,"",2020-21,Weston - Woodland,03300015,   0.0,  13.8,   8.7,  10.2,   3.6,   0.0,  63.8,  48.0,  52.0,   0.0
NA,NA,"",2020-21,Westport - Alice A Macomber,03310015,   0.0,   0.0,   0.6,   4.9,   2.0,   0.0,  92.5,  51.9,  48.1,   0.0
NA,NA,"",2020-21,Westport - Westport Elementary,03310030,   0.2,   0.2,   0.7,   4.1,   3.9,   0.0,  90.9,  45.2,  54.8,   0.0
NA,NA,"",2020-21,Westport - Westport Junior/Senior High School,03310515,   0.2,   0.7,   0.4,   3.5,   4.9,   0.0,  90.4,  45.1,  54.7,   0.2
NA,NA,"",2020-21,Westwood - Deerfield School,03350010,   0.0,  12.0,   4.2,   5.2,   8.4,   0.0,  70.2,  44.5,  55.5,   0.0
NA,NA,"",2020-21,Westwood - Downey,03350012,   0.0,  19.7,   0.3,   4.7,   5.4,   0.3,  69.5,  42.7,  57.3,   0.0
NA,NA,"",2020-21,Westwood - E W Thurston Middle,03350305,   0.1,  11.6,   2.0,   6.1,   3.8,   0.0,  76.3,  46.6,  53.4,   0.0
NA,NA,"",2020-21,Westwood - Martha Jones,03350017,   0.0,   6.6,   0.4,   3.7,   9.6,   0.0,  79.7,  50.9,  49.1,   0.0
NA,NA,"",2020-21,Westwood - Paul Hanlon,03350015,   0.0,  16.7,   1.6,   6.8,   4.7,   0.0,  70.3,  49.0,  51.0,   0.0
NA,NA,"",2020-21,Westwood - Westwood High,03350505,   0.0,  11.0,   3.3,   4.1,   2.5,   0.0,  79.1,  52.9,  47.0,   0.1
NA,NA,"",2020-21,Westwood - Westwood Integrated Preschool,03350050,   0.0,   5.3,   2.6,   7.9,   0.0,   0.0,  84.2,  34.2,  65.8,   0.0
NA,NA,"",2020-21,Westwood - William E Sheehan,03350025,   0.0,   9.7,   0.7,   3.8,   8.3,   0.0,  77.5,  47.8,  52.2,   0.0
NA,NA,"",2020-21,Weymouth - Abigail Adams Middle School,03360310,   0.2,   6.6,   7.4,  14.0,   4.4,   0.1,  67.3,  52.6,  47.4,   0.0
NA,NA,"",2020-21,Weymouth - Academy Avenue,03360005,   0.0,   9.1,   5.0,   9.1,   6.5,   0.6,  69.8,  48.7,  51.3,   0.0
NA,NA,"",2020-21,Weymouth - Frederick C Murphy,03360050,   0.0,   6.6,   5.2,  18.5,   4.1,   0.0,  65.7,  43.5,  56.5,   0.0
NA,NA,"",2020-21,Weymouth - Johnson Early Childhood Center,03360003,   0.0,  13.3,   5.0,   4.2,  10.8,   0.0,  66.7,  35.0,  65.0,   0.0
NA,NA,"",2020-21,Weymouth - Lawrence W Pingree,03360065,   0.0,   3.2,   6.8,   9.1,   5.9,   0.0,  74.9,  53.9,  46.1,   0.0
NA,NA,"",2020-21,Weymouth - Ralph Talbot,03360085,   0.0,   6.0,   6.8,  12.0,   4.5,   0.0,  70.7,  49.6,  50.4,   0.0
NA,NA,"",2020-21,Weymouth - Thomas V Nash,03360060,   0.0,   4.9,   4.4,   6.3,   5.4,   0.0,  79.0,  54.1,  45.9,   0.0
NA,NA,"",2020-21,Weymouth - Thomas W. Hamilton Primary School,03360105,   0.6,  18.5,   3.6,  12.9,   3.4,   0.0,  61.1,  47.9,  52.1,   0.0
NA,NA,"",2020-21,Weymouth - Wessagusset,03360110,   0.7,   4.3,   3.7,   6.6,   4.3,   0.0,  80.4,  48.5,  51.5,   0.0
NA,NA,"",2020-21,Weymouth - Weymouth High School,03360505,   0.2,   5.1,   7.5,  11.2,   3.8,   0.1,  72.2,  50.3,  49.6,   0.1
NA,NA,"",2020-21,Weymouth - William Seach,03360080,   0.0,  10.1,  18.3,  24.9,   7.1,   0.0,  39.7,  51.3,  48.7,   0.0
NA,NA,"",2020-21,Whately - Whately Elementary,03370005,   0.0,   0.0,   0.9,   3.4,   1.7,   0.0,  94.0,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Whitman-Hanson - Hanson Middle School,07800315,   0.4,   1.8,   0.7,   4.8,   2.4,   0.0,  89.9,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Whitman-Hanson - Indian Head,07800035,   0.2,   1.5,   1.5,   4.7,   3.0,   0.0,  89.1,  48.3,  51.7,   0.0
NA,NA,"",2020-21,Whitman-Hanson - John H Duval,07800030,   0.2,   1.9,   4.3,   9.8,   4.6,   0.0,  79.1,  49.2,  50.8,   0.0
NA,NA,"",2020-21,Whitman-Hanson - Louise A Conley,07800010,   0.6,   1.8,   3.4,   5.6,   3.2,   0.0,  85.3,  49.2,  50.8,   0.0
NA,NA,"",2020-21,Whitman-Hanson - The Pre-School Academy at Whitman Hanson,07800001,   0.0,   3.8,   3.8,   5.0,   2.5,   0.0,  85.0,  31.3,  68.8,   0.0
NA,NA,"",2020-21,Whitman-Hanson - Whitman Hanson Regional,07800505,   0.5,   0.7,   3.6,   5.0,   2.4,   0.1,  87.6,  48.0,  52.0,   0.0
NA,NA,"",2020-21,Whitman-Hanson - Whitman Middle,07800310,   0.7,   1.5,   5.1,   7.3,   3.3,   0.2,  82.0,  50.5,  49.5,   0.0
NA,NA,"",2020-21,Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,   0.5,   1.5,   2.9,  25.5,   3.4,   0.0,  66.3,  46.9,  53.1,   0.0
NA,NA,"",2020-21,Williamsburg - Anne T. Dunphy School,03400020,   0.0,   0.0,   3.4,   5.0,   1.7,   0.0,  89.9,  48.7,  51.3,   0.0
NA,NA,"",2020-21,Wilmington - Boutwell,03420005,   0.0,  10.7,   1.8,   1.8,   3.6,   0.0,  82.1,  50.0,  50.0,   0.0
NA,NA,"",2020-21,Wilmington - North Intermediate,03420060,   0.0,   5.7,   1.2,   2.8,   4.1,   0.0,  86.2,  49.6,  50.4,   0.0
NA,NA,"",2020-21,Wilmington - Shawsheen Elementary,03420025,   0.0,   7.3,   1.9,   5.0,   5.0,   0.3,  80.4,  46.1,  53.9,   0.0
NA,NA,"",2020-21,Wilmington - West Intermediate,03420080,   0.5,   8.2,   0.9,   4.5,   2.3,   0.0,  83.6,  49.1,  50.9,   0.0
NA,NA,"",2020-21,Wilmington - Wildwood,03420015,   1.0,   4.0,   0.0,   4.0,   8.0,   0.0,  83.0,  46.0,  54.0,   0.0
NA,NA,"",2020-21,Wilmington - Wilmington High,03420505,   0.1,   5.4,   1.5,   4.2,   4.1,   0.0,  84.6,  51.4,  48.3,   0.3
NA,NA,"",2020-21,Wilmington - Wilmington Middle School,03420330,   0.0,   5.2,   1.5,   5.5,   2.8,   0.0,  85.0,  49.4,  50.6,   0.0
NA,NA,"",2020-21,Wilmington - Woburn Street,03420020,   0.0,   5.5,   1.9,   4.4,   5.2,   0.0,  83.0,  46.8,  53.2,   0.0
NA,NA,"",2020-21,Winchendon - Memorial,03430040,   0.0,   1.2,   1.6,   4.3,   3.5,   0.0,  89.5,  50.0,  50.0,   0.0
