Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded
3.5905882352941174,3.59,a-degr-i3,2020-21,Gardner - Gardner Academy for Learning and Technology,01030515,        38,    76.3,     7.9,     0.0,     2.6,    13.2,     0.0
4.4941176470588236,4.49,a-degr-i3,2020-21,Gardner - Gardner High,01030505,       134,    95.5,     0.7,     0.0,     1.5,     2.2,     0.0
4.456470588235295,4.46,a-degr-i3,2020-21,Gateway - Gateway Regional High,06720505,        57,    94.7,     1.8,     0.0,     0.0,     3.5,     0.0
4.550588235294118,4.55,a-degr-i3,2020-21,Georgetown - Georgetown High School,01050505,        91,    96.7,     0.0,     1.1,     0.0,     2.2,     0.0
3.6611764705882353,3.66,a-degr-i3,2020-21,Gill-Montague - Turners Fall High,06740505,        63,    77.8,     4.8,     0.0,     6.3,    11.1,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,        23,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
3.9717647058823533,3.97,a-degr-i3,2020-21,Gloucester - Gloucester High,01070505,       179,    84.4,     1.7,     4.5,     2.2,     7.3,     0.0
4.404705882352941,4.4,a-degr-i3,2020-21,Grafton - Grafton High School,01100505,       187,    93.6,     0.0,     3.2,     0.5,     2.7,     0.0
4.447058823529412,4.45,a-degr-i3,2020-21,Granby - Granby Jr Sr High School,01110505,        55,    94.5,     0.0,     0.0,     1.8,     3.6,     0.0
4.64,4.64,a-degr-i3,2020-21,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,       351,    98.6,     0.0,     0.6,     0.0,     0.9,     0.0
4.630588235294118,4.63,a-degr-i3,2020-21,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,       379,    98.4,     0.0,     0.0,     0.0,     1.6,     0.0
4.541176470588235,4.54,a-degr-i3,2020-21,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,       542,    96.5,     1.3,     0.7,     0.4,     1.1,     0.0
4.498823529411764,4.5,a-degr-i3,2020-21,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,       503,    95.6,     0.0,     0.4,     0.2,     3.6,     0.2
4.1129411764705885,4.11,a-degr-i3,2020-21,Greenfield - Greenfield High,01140505,        87,    87.4,     4.6,     0.0,     1.1,     6.9,     0.0
2.6588235294117646,2.66,a-degr-i3,2020-21,Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,       124,    56.5,     8.1,     0.8,     9.7,    25.0,     0.0
4.682352941176471,4.68,a-degr-i3,2020-21,Groton-Dunstable - Groton Dunstable Regional,06730505,       190,    99.5,     0.5,     0.0,     0.0,     0.0,     0.0
4.376470588235295,4.38,a-degr-i3,2020-21,Hadley - Hopkins Academy,01170505,        43,    93.0,     0.0,     0.0,     0.0,     7.0,     0.0
4.602352941176471,4.6,a-degr-i3,2020-21,Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,       138,    97.8,     0.0,     0.0,     0.7,     1.4,     0.0
4.536470588235295,4.54,a-degr-i3,2020-21,Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,        55,    96.4,     0.0,     0.0,     1.8,     1.8,     0.0
4.588235294117647,4.59,a-degr-i3,2020-21,Hampden-Wilbraham - Minnechaug Regional High,06800505,       244,    97.5,     0.0,     0.4,     0.8,     1.2,     0.0
4.522352941176471,4.52,a-degr-i3,2020-21,Hampshire - Hampshire Regional High,06830505,       102,    96.1,     1.0,     0.0,     0.0,     2.9,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Hanover - Hanover High,01220505,       210,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
