RecordedDate,ResponseId,UserLanguage,District,school,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q3,t-curv-q2,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,Q88,Duration
2021-06-09T12:51:00,R_UEGUnbN3dlhF561,EN,4,6,5,5,5,5,5,5,4,1,5,5,5,5,2,3,4,2,5,4,5,5,5,5,5,5,5,4,5,4,5,3,5,4,5,4,4,5,5,5,4,5,4,2,3,3,5,4,5,5,5,4,4,3,5,5,5,5,2,3,2,1,1,3,3,4,4,4,4,4,3,3,1,799
2021-06-09T12:50:00,R_1LFEo0FtZGjJrqu,EN,4,6,4,4,4,2,4,4,3,1,3,3,4,3,4,4,3,4,4,3,5,4,3,3,4,3,2,4,4,4,3,3,4,3,3,3,2,3,4,3,3,4,4,3,3,4,3,3,4,4,5,2,2,3,5,5,4,4,4,4,3,4,5,3,3,3,4,3,3,3,3,3,1,550
2021-06-09T12:49:00,R_2tMcY0I9jmbRcrT,EN,4,6,5,4,4,4,3,5,1,1,4,3,3,3,3,3,4,2,5,2,4,4,4,4,4,4,3,5,5,4,4,3,4,3,3,2,2,3,3,2,2,4,3,1,2,3,2,2,4,5,5,4,2,2,2,3,2,1,1,1,2,2,2,1,2,3,3,3,3,2,2,2,1,886
2021-06-09T12:49:00,R_3DkyvCH86kzN8Vc,EN,4,4,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,4,4,3,4,5,4,3,3,3,4,5,5,5,5,2,2,1,5,5,5,5,4,4,4,3,4,3,3,5,5,5,5,3,4,3,1,551
2021-06-09T12:48:00,R_wKRb6hH3FnEKNfr,EN,4,4,4,4,4,5,5,5,3,1,3,4,3,4,2,1,2,3,5,1,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,2,1,4,5,2,4,5,3,1,2,2,3,3,4,4,5,1,1,1,4,3,2,2,3,3,4,3,4,3,4,5,3,2,2,2,2,2,1,498
2021-06-09T12:48:00,R_2zdwzhC9LBTTxuE,EN,4,4,4,4,5,5,5,5,4,1,4,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,5,3,3,4,5,5,4,5,4,4,4,3,3,3,3,4,5,4,5,4,3,3,1,828
2021-06-09T12:48:00,R_sNnhKKOrgJNNsU9,EN,4,4,5,5,5,4,2,4,3,1,4,4,5,4,4,2,2,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,1,5,4,3,4,3,5,1,1,1,5,5,3,4,3,3,3,3,3,5,5,3,3,3,3,3,3,3,1,491
2021-06-09T12:47:00,R_1P0laAHqVaqdJwM,EN,4,4,5,5,4,5,5,3,NA,2,4,4,5,4,2,2,2,3,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,5,2,2,1,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,1,636
2021-06-09T12:47:00,R_21z9KrN6dPpuMxa,EN,4,4,4,4,4,3,3,4,3,1,4,4,4,4,2,2,2,2,5,2,4,3,3,4,4,3,4,3,3,4,5,4,4,4,3,4,3,4,4,4,3,4,3,2,3,3,3,3,5,5,5,2,2,1,4,3,2,3,2,2,3,2,3,2,3,4,3,3,2,4,2,2,1,912
2021-06-09T12:47:00,R_1pDNi6XDAvdNxAY,EN,4,4,5,5,5,2,2,5,5,2,5,3,4,5,1,1,2,2,5,1,4,3,5,5,4,3,3,5,5,5,5,5,4,5,3,3,1,1,4,1,5,5,2,1,3,2,2,3,1,4,5,NA,NA,NA,4,4,4,4,3,4,3,2,4,2,3,5,5,2,3,4,3,2,1,451
2021-06-09T12:47:00,R_22rIsvuw0HPMr7Q,EN,4,6,5,4,4,5,4,5,4,2,4,4,4,4,3,3,3,2,4,3,4,5,5,4,5,5,5,4,3,4,3,3,3,3,3,3,3,3,2,2,3,5,5,2,2,4,2,3,3,4,4,2,2,1,4,4,3,3,2,3,3,2,3,2,3,3,3,3,4,3,2,2,2,836
2021-06-09T12:46:00,R_2ccrxdBWSz3r2TH,EN,4,4,5,5,5,5,4,5,4,1,5,5,5,5,4,4,4,4,5,3,4,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5,5,3,5,5,4,4,4,4,5,3,3,3,5,5,4,5,4,4,4,4,4,5,5,5,4,4,4,5,4,4,2,560
2021-06-09T12:46:00,R_2YfxRaq4cAI0c6W,EN,4,4,5,5,5,4,4,5,4,2,5,5,4,4,2,1,4,2,5,3,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,3,3,3,5,4,4,5,4,3,5,4,3,3,5,5,5,1,1,2,4,4,2,3,2,4,3,4,4,3,3,4,4,4,3,3,3,3,1,473
2021-06-09T12:45:00,R_0odUZDp12yqa2CB,EN,4,4,5,4,4,3,3,4,3,1,5,5,4,4,3,1,1,4,5,3,3,3,5,4,2,4,3,4,3,4,4,4,4,4,4,4,3,3,2,3,4,4,1,2,2,2,4,4,5,5,5,1,1,2,2,2,1,2,2,3,1,3,4,3,4,5,5,3,4,5,2,2,1,1185
2021-06-09T12:45:00,R_1jB5jSr1oGXMGuB,EN,4,4,5,4,4,4,3,4,3,2,5,4,5,5,3,3,4,3,5,5,4,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,5,4,2,3,3,4,4,4,4,5,2,2,1,3,4,2,3,2,NA,3,4,4,4,5,3,4,3,2,3,2,2,1,546
2021-06-09T12:45:00,R_t0aJh5wc0GkTyvv,EN,4,4,5,5,4,4,4,4,4,1,5,4,4,4,3,3,3,4,4,2,5,4,3,4,4,4,3,5,5,4,4,3,4,4,3,3,3,4,4,3,3,5,4,3,4,4,3,3,3,3,5,2,2,2,5,4,3,4,2,3,4,2,2,3,3,4,3,4,3,2,3,2,2,509
2021-06-09T12:44:00,R_1H0ijOHZtGuAqSw,EN,4,4,5,3,5,3,4,4,3,1,5,4,5,4,4,4,5,3,5,2,4,5,4,5,4,4,4,4,3,4,4,3,5,4,4,3,3,NA,NA,2,4,5,4,3,3,3,2,4,5,5,5,2,3,1,5,4,3,4,3,3,3,1,2,4,5,4,5,3,4,3,3,3,2,2359
2021-06-09T12:44:00,R_r6jJAxo4NrrU969,EN,4,4,5,5,5,5,5,5,4,2,5,5,4,4,4,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,2,4,1,4,4,3,5,5,3,2,2,5,4,2,4,3,3,2,3,5,5,5,4,5,5,4,4,3,3,3,2950
2021-06-09T12:44:00,R_QcZl8B3ECqoJgsh,EN,4,4,5,5,4,5,5,5,4,2,4,4,4,5,3,3,3,3,4,4,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,3,4,5,5,5,4,4,4,3,3,4,3,3,2,1,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,1,360
2021-06-09T12:44:00,R_3FPPrgDFeqBxU2C,EN,4,4,5,5,5,4,4,5,5,3,5,5,5,5,3,4,4,5,4,1,4,5,4,5,5,5,5,4,5,4,5,4,4,4,5,5,4,4,3,4,4,5,5,3,4,3,4,4,4,4,5,1,1,2,5,5,5,5,2,4,5,3,4,3,4,5,5,4,4,4,3,3,1,3624
2021-06-09T12:43:00,R_1pGW5ob3tORQPbC,EN,4,6,4,5,4,5,5,5,4,3,4,4,3,4,3,3,2,1,5,5,5,5,4,4,5,5,4,3,3,4,5,4,4,4,5,5,3,3,3,3,2,5,4,3,4,4,4,4,4,5,4,2,2,3,5,5,3,5,4,3,3,3,3,3,3,4,4,4,4,3,3,3,1,689
2021-06-09T12:43:00,R_2WYBBTFkIYcsWgU,EN,4,4,5,5,5,5,5,5,5,1,5,5,5,5,4,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,4,3,3,2,5,5,3,5,3,3,4,2,2,2,2,4,4,4,4,4,3,3,1,993
2021-06-09T12:42:00,R_2VCFME3Zj0zX0jK,EN,4,4,3,4,5,3,3,3,3,1,4,3,3,3,3,2,3,1,4,2,4,4,3,4,4,3,3,4,3,4,3,3,3,3,4,2,3,4,3,2,2,4,3,2,2,2,2,2,2,2,3,3,1,1,5,4,3,4,3,2,1,1,3,1,3,2,3,2,4,2,2,2,1,760
2021-06-09T12:41:00,R_DioFUTig6fDlmrD,EN,4,4,5,5,4,4,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,2,2,4,3,4,4,5,4,3,4,5,1,1,1,5,5,2,5,4,3,4,3,4,3,4,5,5,5,4,2,1,1,1,765
2021-06-09T12:40:00,R_2EnnK0gQVYV042O,EN,4,4,5,5,5,5,5,5,5,3,5,5,5,4,3,3,3,2,5,5,5,3,3,2,3,3,4,5,5,5,4,5,4,4,4,4,3,5,5,5,5,4,3,3,4,1,3,3,3,5,5,2,2,1,5,3,2,4,3,3,4,3,4,3,3,5,4,4,4,3,2,2,1,3778
2021-06-09T12:39:00,R_1IfMbHTch1yU4OU,EN,4,4,5,5,5,4,4,4,NA,2,4,4,5,4,4,3,3,3,5,5,5,4,4,4,5,5,4,3,3,3,5,5,5,5,4,4,4,4,4,4,3,5,5,4,5,5,3,3,3,5,5,3,3,2,5,4,4,4,3,4,3,2,2,4,4,3,3,3,4,3,1,1,2,336
2021-06-09T12:39:00,R_2xLwSpymNwIS7Pe,EN,4,4,5,4,5,4,4,5,4,2,3,3,3,4,3,2,3,3,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,5,4,2,3,3,4,3,4,4,5,2,2,2,4,5,3,5,3,3,4,2,3,3,4,5,4,2,3,3,2,3,1,2814
2021-06-09T12:38:00,R_1l3Qsxd2fgqBQYa,EN,4,4,5,5,5,3,3,5,4,2,5,4,4,4,3,3,3,3,4,3,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,2,3,3,3,3,5,4,3,5,4,3,4,3,4,5,3,2,1,5,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,3,1,766
2021-06-09T12:37:00,R_VP93dyqL1HUSMet,EN,4,4,5,5,5,5,3,4,4,2,1,5,5,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,5,5,3,5,5,3,4,5,4,4,4,4,5,3,3,1,5,5,5,5,3,4,3,2,4,3,5,5,4,5,4,4,2,2,1,751
2021-06-09T12:37:00,R_1fkLQRObaLGBcQG,EN,4,4,3,3,4,3,3,4,2,1,4,3,3,5,1,2,2,1,2,1,3,3,3,5,2,2,2,4,4,3,3,4,4,3,3,2,2,2,2,3,3,5,3,1,2,2,4,4,3,5,5,1,1,1,1,2,1,1,2,2,2,2,3,2,3,4,2,2,2,4,2,2,1,696
2021-06-09T12:36:00,R_1LCdGnbgHoBDUe2,EN,4,4,4,4,4,4,5,5,5,2,4,4,4,4,3,3,4,3,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,3,5,5,4,4,4,5,2,4,3,4,3,4,4,2,2,3,2,4,4,3,4,5,4,4,3,4,3,4,4,4,4,4,3,2,3,1,613
2021-06-09T12:29:00,R_yyxSWdELpIMOHS1,EN,4,4,5,5,5,4,4,5,4,2,5,4,4,4,2,2,2,2,4,2,5,5,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,3,3,4,4,5,5,2,4,4,4,3,3,4,5,2,2,2,4,3,2,4,2,3,3,3,4,3,5,4,5,4,4,4,3,3,2,423
2021-06-09T12:29:00,R_vMG3DxMywGyLx29,EN,4,4,5,5,5,5,4,5,4,3,5,5,4,5,3,3,2,2,4,4,5,4,3,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,2,2,4,3,3,3,5,1,1,2,4,4,3,4,3,3,3,1,2,1,2,5,4,4,4,2,2,2,1,461
2021-06-09T12:28:00,R_24x9DlqVsb9cBw7,EN,4,6,5,4,5,4,4,5,3,1,5,5,4,4,2,3,4,3,5,3,5,3,3,4,2,3,2,4,4,4,5,4,4,4,3,3,3,2,3,2,2,3,4,2,2,3,3,3,4,4,5,2,2,1,4,3,2,3,3,4,3,1,4,1,4,4,3,3,3,4,2,2,2,755
2021-06-09T12:28:00,R_1LuQJgzoG8dixYx,EN,4,6,5,5,5,4,4,4,4,1,4,4,3,4,2,2,3,3,4,1,4,4,3,5,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,5,4,5,1,1,1,4,4,5,4,4,3,2,3,3,3,3,5,4,3,3,2,2,2,1,656
2021-06-09T12:27:00,R_115zOIHq8L7LFrz,EN,4,6,4,4,4,3,4,4,4,1,4,4,4,4,3,3,4,3,4,3,4,5,3,4,5,4,3,4,4,4,4,3,3,4,4,4,4,3,3,2,3,4,4,3,4,3,4,4,4,4,5,3,3,1,5,5,3,5,2,3,3,2,2,3,4,4,4,4,4,4,3,3,1,2716
2021-06-09T12:26:00,R_214zc9sofOgVdx3,EN,4,6,5,4,4,5,5,5,4,1,3,4,4,3,4,3,4,2,5,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,2,4,4,3,4,4,3,3,3,4,5,2,1,1,5,4,2,4,2,2,3,2,2,1,2,4,4,3,3,2,2,2,2,571
2021-06-09T12:26:00,R_3HGNAszhl3mkBMc,EN,4,4,5,5,5,3,4,5,4,5,4,4,4,3,2,3,4,3,5,3,5,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,3,3,3,3,5,5,3,5,2,2,3,5,5,5,4,3,3,2,5,5,4,5,3,3,4,3,3,3,3,4,3,4,4,3,2,2,1,674
2021-06-09T12:24:00,R_239o1GJ1AQ3CgQS,EN,4,4,5,4,4,3,3,5,3,1,5,4,4,4,3,3,3,3,5,2,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,4,4,3,5,1,2,1,4,4,2,3,3,3,4,4,4,2,2,4,4,4,3,4,4,3,1,563
2021-06-09T12:24:00,R_bygfoR5kXuhGOAN,EN,4,4,5,5,5,2,2,3,3,1,5,5,5,5,3,1,1,1,4,5,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,1,1,2,4,4,4,4,5,1,1,1,4,4,2,2,2,3,2,1,1,1,2,3,3,2,3,3,3,3,2,433
2021-06-09T12:23:00,R_eFGg4VbVmqmo3RL,EN,4,4,5,4,4,3,3,4,3,2,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,4,5,4,4,4,4,4,2,3,2,4,4,4,3,4,4,3,3,3,4,3,3,4,4,2,2,2,5,4,2,4,3,3,3,3,3,3,4,4,3,3,3,3,2,2,1,1158
2021-06-09T12:21:00,R_2uwvBj3hIlD9fHC,EN,4,4,NA,NA,5,4,4,NA,4,NA,4,5,5,4,4,4,NA,4,5,NA,NA,5,5,5,5,4,NA,NA,NA,5,5,NA,5,5,NA,5,5,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,5,5,5,NA,4,NA,3,3,3,3,NA,NA,NA,NA,4,NA,NA,3,609
2021-06-09T12:19:00,R_2dTqYbYdvf2e10z,EN,4,4,NA,NA,5,4,4,4,3,NA,4,4,NA,NA,4,3,4,2,5,3,4,5,4,5,4,4,5,3,3,4,4,3,4,4,3,4,3,NA,4,4,4,5,5,4,5,5,NA,NA,NA,NA,5,2,3,4,5,4,3,4,NA,NA,4,2,2,3,4,NA,4,NA,3,NA,NA,NA,1,1003
2021-06-09T12:18:00,R_1ibp5GoA2fqxOfW,EN,4,6,5,5,5,5,5,3,4,1,5,5,5,5,3,3,4,3,5,NA,5,5,5,5,5,5,4,NA,NA,4,5,4,5,4,4,5,4,4,4,4,2,4,5,3,5,5,3,3,5,5,5,NA,NA,NA,5,5,3,3,NA,4,4,2,NA,3,NA,4,5,5,4,3,3,3,4,974
2021-06-09T12:12:00,R_4245SwnUIbIqkPT,EN,4,4,4,4,5,5,5,5,4,3,4,4,4,4,3,3,3,3,4,3,5,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,5,5,5,4,5,5,4,4,3,3,3,3,5,5,3,3,2,5,5,5,5,3,3,3,3,4,3,4,4,4,4,3,3,3,3,1,880
2021-06-09T12:09:00,R_24NS47nawheBe0c,EN,4,4,5,4,4,4,2,4,3,1,4,4,4,4,2,3,3,2,4,5,2,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,4,2,3,3,3,2,1,1,3,3,3,4,5,2,2,1,4,3,2,3,3,3,3,1,2,3,4,4,4,4,4,3,3,2,1,995
2021-06-09T12:07:00,R_3etaIJkTBmXrLF8,EN,4,4,5,5,5,4,5,5,3,2,4,4,5,4,3,4,3,2,4,3,4,5,4,5,5,5,5,3,5,4,5,4,4,4,5,4,4,3,2,3,3,4,5,3,4,4,5,4,5,5,4,2,2,2,5,5,4,5,3,NA,3,3,3,4,4,4,4,5,5,4,3,3,1,1232
2021-06-09T12:05:00,R_3I4VBWdSlJaTVbO,EN,4,4,5,5,5,5,5,4,4,1,5,5,4,4,3,2,4,2,4,3,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,5,5,2,2,1,5,4,4,5,3,4,4,4,4,3,4,5,5,4,4,3,3,3,1,1042
2021-06-09T12:04:00,R_9NN0huyEJqD5ImB,EN,4,4,3,4,4,4,4,5,4,2,3,3,3,3,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,1,2,3,1,3,3,2,4,4,4,4,2,4,3,4,4,4,4,3,3,3,4,4,3,3,1,903
2021-06-09T12:01:00,R_24qFoT98WM6BgyA,EN,4,6,5,5,4,5,5,5,4,1,4,5,5,4,4,3,4,4,5,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,2,4,3,3,1,4,4,3,5,5,3,4,4,5,5,2,2,2,3,5,2,4,3,4,3,1,2,1,2,4,4,4,3,4,2,2,1,1153
2021-06-09T12:00:00,R_2EuzVurUHxpcWPB,EN,4,4,5,5,5,4,2,2,4,1,5,5,4,3,1,4,4,2,3,2,2,4,5,2,4,4,4,5,5,4,4,3,4,4,2,2,3,2,2,1,3,4,3,5,3,2,3,3,4,5,5,1,2,1,4,5,3,5,2,1,2,2,3,3,4,4,3,4,1,1,1,2,1,794
2021-06-09T11:59:00,R_usj8edUk4FzjLC9,EN,6,6,4,4,4,4,2,4,3,2,3,4,4,3,3,4,4,3,4,3,3,2,1,3,2,3,2,4,4,4,4,3,4,3,4,4,3,3,3,3,2,4,3,3,4,4,3,3,2,2,2,4,3,2,4,4,3,4,3,3,2,3,3,3,3,3,3,4,4,3,3,3,2,739
2021-06-09T11:59:00,R_1gtnWGGZtknY88l,EN,4,6,4,4,4,4,4,5,3,1,3,5,4,4,3,3,4,4,5,3,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,3,3,3,3,3,2,4,5,3,4,4,3,3,3,4,5,4,3,2,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,1,10404
2021-06-09T11:56:00,R_um4JJ5cuIalZ1Kx,EN,4,6,4,4,4,4,4,5,3,1,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,4,4,4,5,5,4,4,3,4,3,3,3,3,2,4,4,3,3,3,3,3,3,4,5,2,2,2,3,4,3,3,3,4,3,2,3,2,3,4,3,4,3,4,3,3,1,438
2021-06-09T11:55:00,R_XtRzmEBekSwOQ81,EN,4,4,4,4,5,4,4,5,4,2,4,4,3,4,5,4,4,4,5,4,4,4,3,4,4,5,3,5,5,4,5,4,4,4,4,4,3,4,3,3,3,5,4,5,3,3,4,4,4,5,NA,NA,3,NA,4,4,2,3,3,4,3,3,4,3,4,4,4,4,3,3,2,3,2,1200
2021-06-09T11:55:00,R_2PC18McpdUS9peI,EN,4,4,5,5,5,5,5,5,4,NA,4,4,4,4,4,4,4,4,5,4,NA,4,4,4,4,4,5,NA,NA,NA,4,4,4,4,5,5,5,5,5,3,4,4,5,3,4,NA,4,4,4,4,5,3,3,NA,5,5,NA,5,4,4,3,3,3,3,4,5,4,4,4,3,3,3,2,568
2021-06-09T11:55:00,R_d4EFKtBfkkZelbj,EN,4,4,5,5,5,4,4,5,4,3,4,4,4,4,3,4,3,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,3,2,3,3,3,4,5,5,3,3,2,5,5,3,5,3,3,4,3,3,3,3,4,4,4,4,3,3,3,1,550
2021-06-09T11:54:00,R_T17vPEflXRjQzfj,EN,4,6,5,5,5,5,5,4,4,4,5,5,5,4,2,2,3,3,5,2,5,5,4,5,5,5,5,4,4,4,4,5,4,4,5,4,4,2,3,3,2,4,5,2,4,4,4,3,3,4,5,2,1,2,5,5,3,4,3,4,3,2,3,2,3,3,3,4,2,4,2,2,1,919
2021-06-09T11:54:00,R_1gbjUpy7NxKQpK1,EN,4,4,5,5,5,4,2,4,4,3,4,5,5,4,3,4,4,3,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,3,3,4,4,4,3,4,5,3,1,2,2,4,4,4,5,5,3,2,2,3,3,2,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,1,525
2021-06-09T11:53:00,R_pz1LkFdnxL21jd7,EN,4,4,4,4,4,4,4,5,3,4,3,3,4,3,3,4,2,3,5,3,4,3,3,3,4,4,4,5,5,5,5,4,4,4,4,3,3,3,3,3,4,5,3,3,5,4,4,4,4,4,5,3,3,2,4,4,3,3,3,3,3,3,5,4,5,4,3,3,3,4,2,2,1,808
2021-06-09T11:53:00,R_1GxAMDFmhSUs0fy,EN,4,6,5,5,5,5,5,5,4,2,4,4,4,4,2,4,2,2,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,4,4,4,3,3,5,5,4,4,4,4,3,4,4,2,3,4,3,4,4,4,4,3,3,4,2,2,3,3,4,4,5,4,3,3,3,1,746
2021-06-09T11:53:00,R_2Y8PvHovVe4cbgW,EN,4,4,5,5,5,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,3,2,5,5,5,5,3,5,4,4,4,4,4,5,5,5,5,5,3,3,2,532
2021-06-09T11:51:00,R_1gLyqWwrjXjx63Y,EN,4,4,NA,4,5,5,4,5,3,2,5,5,5,5,2,3,4,2,4,3,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,4,3,3,3,3,4,5,3,2,1,3,3,2,3,3,4,3,3,3,4,4,5,3,4,4,3,2,2,2,810
2021-06-09T11:50:00,R_ZpE9uDq3eQ43iHn,EN,4,4,5,5,5,4,4,5,4,2,5,5,5,5,4,3,4,4,5,2,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,3,4,5,3,2,1,5,4,3,4,3,3,4,2,3,3,4,4,4,4,4,4,3,3,2,791
2021-06-09T11:48:00,R_3k6RClCyJ3GaVRQ,EN,4,1,4,4,4,4,4,4,2,1,4,4,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,5,5,4,4,3,2,3,2,3,3,4,4,4,4,4,4,2,3,3,2,4,4,3,4,4,4,4,3,3,3,3,4,NA,4,4,4,4,4,1,1051
2021-06-09T11:47:00,R_3kLp5lsd59tyjgT,EN,4,4,5,5,5,5,5,4,5,2,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,4,4,5,5,5,4,5,4,4,4,4,3,3,4,4,4,3,3,3,5,5,4,4,4,4,4,3,4,NA,3,5,5,5,5,4,4,4,1,772
2021-06-09T11:43:00,R_uaog4dVtcduGirL,EN,4,6,5,5,5,3,2,5,2,1,4,5,5,4,1,2,2,2,4,3,4,1,1,2,1,1,1,4,5,4,4,3,4,4,2,2,3,2,2,3,1,3,4,1,3,2,2,2,5,5,5,2,3,1,2,2,2,3,1,2,2,3,4,3,4,5,2,3,2,3,1,1,1,650
2021-06-09T11:41:00,R_1jOp3TGHmkyCoKh,EN,4,1,5,5,4,4,3,3,3,2,4,4,3,4,3,4,4,3,4,2,3,5,5,5,3,4,3,4,4,4,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,2,4,4,4,4,5,3,2,1,3,3,2,3,3,3,3,2,2,3,3,4,4,3,3,3,3,2,1,1684
2021-06-09T11:32:00,R_2fevIOEfElKS1vt,EN,4,1,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,1,3,4,3,1,5,1,5,3,4,4,4,4,5,4,3,2,4,4,3,4,4,4,4,2,3,2,3,4,5,4,3,4,4,4,1,538
2021-06-09T11:27:00,R_27BakdTPyEo4e2a,EN,4,6,5,4,5,4,4,4,4,1,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,3,5,5,4,5,5,4,4,4,4,5,1,1,2,4,4,2,3,3,2,4,3,3,5,5,4,4,4,4,3,2,2,1,1138
2021-06-09T11:27:00,R_SVtRdPIfBIya65j,EN,4,6,5,4,5,4,3,4,3,1,4,3,3,3,2,2,2,3,4,2,4,5,4,5,4,4,3,4,4,5,3,3,4,4,3,3,3,4,3,3,2,3,2,2,3,3,5,4,5,5,5,2,2,1,3,4,3,3,3,3,3,1,1,1,1,4,3,3,3,4,3,3,1,1042
2021-06-09T11:17:00,R_3FKH3oqhAxhticA,EN,4,6,5,5,5,5,5,4,5,1,5,5,5,5,3,2,4,3,5,3,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,3,4,4,2,3,5,4,3,3,3,3,3,3,4,5,3,2,2,4,5,3,4,3,3,4,2,2,3,4,4,4,4,4,4,3,3,1,1555
2021-06-09T11:02:00,R_1CJR7Zu2f55DnEc,EN,4,11,4,4,4,5,5,5,4,1,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3,5,5,4,4,4,4,3,3,3,2,4,4,3,4,4,4,3,4,5,4,5,4,4,4,4,4,4,4,1,300
