RecordedDate,ResponseId,UserLanguage,District,school,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q3,t-curv-q2,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,Q88,Duration
2021-04-28T14:56:00,R_7PQQImKXdXiXhTP,EN,8,3,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,3,3,3,3,4,3,3,4,4,4,4,4,4,4,5,5,4,5,5,4,4,4,4,5,3,2,2,4,4,4,4,3,3,4,4,5,4,5,3,4,4,4,3,3,3,2,677
2021-04-28T14:48:00,R_3FKEpLuPUxBrMvB,EN,8,3,5,4,4,5,5,5,5,3,4,3,4,4,4,4,4,4,4,3,4,5,5,5,5,5,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,5,3,3,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,794
2021-04-28T14:46:00,R_3oWVtjhAkA0Pan9,EN,8,3,5,4,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,2,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,2,5,5,5,4,4,5,5,3,3,1,4,5,4,5,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,1237
2021-04-28T14:46:00,R_Btget8S4wzYt3J7,EN,8,3,5,5,5,3,3,3,3,5,4,4,5,5,3,3,1,3,4,3,4,5,4,5,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,5,2,5,3,4,3,3,4,4,3,4,5,3,3,2,3,4,4,4,4,4,3,4,5,1,2,5,5,5,4,4,3,2,2,1397
2021-04-28T14:44:00,R_1N9svgCHrPjvTdB,EN,8,3,5,5,5,5,5,4,4,3,5,4,4,4,4,4,5,4,4,3,4,4,5,5,5,4,4,3,4,4,4,3,3,3,3,2,3,4,4,5,3,4,4,2,4,3,3,2,3,2,5,3,3,3,3,3,3,5,3,3,3,4,4,2,2,3,4,4,4,2,2,2,2,493
2021-04-28T14:43:00,R_3mlVlKjjWhDZa5D,EN,8,3,5,5,4,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,3,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,2,4,4,3,3,3,3,5,3,3,1,4,4,4,4,3,3,2,3,3,3,3,4,4,4,4,3,3,2,2,1186
2021-04-28T14:35:00,R_x59mX9aEJrEywUh,EN,8,3,5,5,5,4,4,4,4,3,5,5,4,5,3,4,4,4,4,3,3,5,5,5,4,4,4,4,4,5,5,4,5,5,3,4,3,4,3,5,3,5,3,3,3,3,4,4,3,4,2,2,2,1,4,4,4,4,4,3,3,3,3,2,2,4,4,4,5,3,3,3,2,837
2021-04-28T14:32:00,R_DDmLqAwTkEIh4M9,EN,8,3,5,5,5,2,2,2,3,3,4,4,3,3,3,3,4,4,4,1,3,5,4,5,4,4,4,3,3,4,4,4,4,4,3,3,2,5,5,5,4,5,5,4,4,4,5,5,4,5,5,2,2,1,4,5,NA,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,851
2021-04-28T14:31:00,R_3OjMgpdoZ28DVxd,EN,8,3,5,5,5,5,4,5,5,3,4,3,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,3,4,5,5,5,5,5,5,5,4,4,4,4,5,3,3,3,5,5,4,5,3,4,4,4,4,3,4,3,4,4,4,4,3,3,2,611
2021-04-28T14:27:00,R_3KKaol0fVx3yYIp,EN,8,3,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,2,4,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,3,3,2,565
2021-04-28T14:26:00,R_3fcy7rxwHDIcjml,EN,8,3,5,4,5,3,4,3,3,1,4,4,3,4,3,4,3,3,4,4,5,5,5,5,5,5,5,4,5,4,3,2,3,3,3,4,2,4,4,4,2,4,4,2,3,3,4,5,5,5,5,1,2,1,3,4,4,4,4,4,4,2,4,3,4,4,2,4,4,2,2,2,2,1312
2021-04-28T14:23:00,R_3KVGjMc2jtj5n3q,EN,8,3,4,4,4,4,4,4,4,5,4,3,4,3,4,4,3,4,5,3,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,4,3,4,4,3,3,3,3,5,3,3,2,4,4,3,4,2,3,3,4,4,3,4,2,3,4,3,3,2,2,2,704
2021-04-28T13:44:00,R_1pzCWOj5niw2yhB,EN,8,3,5,5,5,3,3,5,3,3,5,5,5,5,4,3,4,4,4,4,4,5,5,5,5,4,4,3,3,3,4,3,4,4,4,4,4,4,5,5,3,5,4,3,4,4,4,4,5,5,5,2,2,1,3,3,3,3,4,4,3,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,7905
2021-04-28T12:23:00,R_1H2nuHUK3KxtSwJ,EN,8,3,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,5,5,3,5,5,4,3,3,4,3,1,3,1,5,4,4,4,3,3,3,4,4,2,3,3,4,5,3,3,3,3,2,747
2021-04-28T12:17:00,R_1NgqI29fk7qIjsy,EN,8,1,5,4,4,5,5,4,4,1,4,4,3,3,3,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,5,3,4,4,5,5,5,5,4,3,3,3,5,5,4,4,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,726
2021-04-28T10:52:00,R_1prgJ6KOCw74msS,EN,8,1,5,3,5,4,4,2,4,2,5,4,4,5,1,1,2,1,4,3,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,1,1,2,2,2,2,1,5,1,4,4,4,4,4,4,2,2,2,2,4,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1306
2021-04-28T10:18:00,R_10CoKyDAi3g5jSF,EN,8,1,5,5,5,4,4,4,3,5,4,4,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,3,5,2,4,3,3,4,3,4,5,3,3,2,3,3,3,4,3,3,3,4,4,3,3,3,3,3,2,3,2,2,3,1049
2021-04-28T10:03:00,R_RVN3PW03kAPBDwd,EN,8,3,5,5,5,4,4,5,5,2,4,5,5,4,4,2,3,4,4,3,4,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,5,5,3,4,4,4,4,4,3,3,4,3,5,3,3,2,4,5,3,5,3,3,4,4,4,4,4,4,4,4,4,3,3,3,2,1165
2021-04-28T09:21:00,R_3iDpCUBxyKd9nYf,EN,8,3,5,4,5,4,4,4,3,2,5,4,4,4,3,3,3,4,4,3,4,4,3,4,3,4,2,3,3,3,3,4,3,3,4,3,3,4,4,4,3,4,4,4,4,4,3,2,3,3,1,3,1,1,3,4,3,3,3,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1114
2021-04-27T21:22:00,R_1CJBd5wqcjBLp6p,EN,8,1,5,5,5,4,4,5,4,3,5,5,5,5,3,2,3,3,5,2,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,3,4,3,4,3,3,5,5,4,4,4,4,4,4,5,3,2,2,4,5,4,4,4,4,3,1,2,3,3,4,4,5,4,4,2,3,2,1083
2021-04-27T19:56:00,R_1jGPiof5zsxapls,EN,8,1,3,5,4,4,4,5,4,1,4,3,4,5,1,2,2,2,2,2,3,4,5,5,4,4,1,5,5,4,4,4,4,4,4,4,4,2,1,2,2,3,5,3,NA,4,3,3,NA,4,NA,NA,NA,NA,5,5,4,5,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1060
2021-04-27T19:46:00,R_3QXJ69VhNZbi493,EN,8,1,5,4,5,4,4,3,3,5,5,4,5,5,3,3,3,2,4,2,4,5,5,5,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1217
2021-04-27T18:35:00,R_3Oi7gx0SYzOCccA,EN,8,1,5,4,5,4,4,5,5,2,4,4,4,4,3,3,3,3,4,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,4,3,4,4,4,4,4,4,4,3,2,1,4,4,4,4,3,4,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,511
2021-04-27T17:04:00,R_1FQUyfsMKzcBbWd,EN,8,1,5,4,4,4,4,5,2,1,4,4,4,5,3,3,3,3,5,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,2,2,4,2,2,3,3,3,3,2,5,2,2,1,4,4,3,3,3,3,4,1,2,2,3,4,3,4,3,5,3,3,2,480
2021-04-27T16:04:00,R_1DtzmqgVDVcWJ5I,EN,8,1,5,5,5,5,5,5,4,2,5,5,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,3,4,4,4,4,3,5,3,5,4,4,3,3,3,5,4,3,4,3,5,4,5,3,4,3,3,4,3,3,4,3,4,4,4,3,4,2,749
2021-04-27T15:57:00,R_2ckMcObJRosqnKE,EN,8,1,5,5,5,4,3,5,3,1,4,4,3,4,4,4,4,3,3,2,4,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,3,4,3,3,2,2,3,5,3,3,1,3,4,4,4,4,3,4,1,2,3,3,4,3,3,4,3,2,2,2,721
2021-04-27T15:57:00,R_1Odop5tdQV6BYNb,EN,8,1,5,5,5,4,4,5,4,3,5,5,5,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,NA,4,5,4,5,5,5,4,5,4,4,4,3,3,5,4,4,5,5,5,5,5,NA,NA,NA,NA,5,5,NA,5,NA,4,3,3,4,3,4,4,5,4,4,3,3,3,2,1328
2021-04-27T15:56:00,R_1cZGYE0L19eVgws,EN,8,1,5,5,5,5,5,5,5,3,5,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,4,4,4,5,4,4,5,5,5,5,5,3,5,4,3,3,3,3,4,5,4,5,4,4,4,2,732
2021-04-27T15:56:00,R_3lyUssrufJsmzxy,EN,8,1,5,5,5,2,2,5,2,2,4,4,4,4,1,1,2,1,3,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,2,2,2,3,1,4,3,3,3,3,2,2,3,3,5,3,3,3,2,3,2,3,2,2,2,2,2,3,3,2,3,4,4,4,2,2,2,521
2021-04-27T15:52:00,R_1laGLn13Uq6iQCQ,EN,8,1,5,4,4,3,2,3,1,1,4,4,5,2,2,1,3,3,1,1,2,5,4,5,2,2,4,5,5,4,3,3,4,4,2,3,2,3,2,3,2,4,3,2,4,2,3,3,3,3,3,1,1,1,2,2,1,4,2,2,1,3,4,3,5,3,4,3,3,3,2,1,2,917
2021-04-27T15:52:00,R_2BlHiyVBLbSyDpj,EN,8,1,5,4,5,5,5,5,4,1,4,3,4,4,4,4,4,4,5,4,5,5,5,5,4,5,4,4,4,4,5,5,5,5,3,4,4,3,3,3,2,4,4,1,3,3,3,3,3,4,5,3,NA,3,3,3,3,4,4,4,4,2,3,3,4,4,4,3,4,4,3,3,2,1106
2021-04-27T15:51:00,R_8AoRCHRvtcUeDTP,EN,8,1,4,5,5,4,4,5,4,3,4,3,5,4,4,3,3,4,4,5,3,4,5,3,4,4,3,4,5,5,4,4,4,4,4,5,4,5,3,3,4,4,5,5,3,4,4,3,3,4,2,3,3,2,5,5,5,5,3,4,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1491
2021-04-27T15:50:00,R_sbvnz1hoKNTwqxX,EN,8,1,4,5,5,5,4,4,4,1,4,4,4,4,3,4,3,4,3,4,4,5,5,5,4,5,4,5,5,4,5,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,3,3,3,5,2,2,1,5,5,4,4,3,3,3,2,2,4,5,4,4,4,4,4,2,2,2,1046
2021-04-27T15:49:00,R_bkIjAeEyUTKd1IJ,EN,8,1,5,5,5,5,4,4,4,3,4,4,4,4,2,3,3,3,5,5,5,5,5,5,5,5,4,3,3,3,5,4,4,4,4,4,4,3,3,3,3,4,5,5,5,5,5,4,4,5,5,3,3,4,4,4,4,5,2,2,2,1,1,1,1,1,4,4,4,2,3,3,2,790
2021-04-27T15:48:00,R_A6CT2bSNLwedVIJ,EN,8,1,5,5,5,5,4,5,5,3,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,5,5,4,5,5,5,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,417
2021-04-27T15:48:00,R_2rzIqqhfeRwPN7P,EN,8,1,5,5,5,4,4,3,4,2,4,5,5,5,4,3,4,3,5,5,4,5,4,4,5,4,4,3,3,4,4,5,4,4,4,4,4,4,3,2,3,3,5,4,4,4,4,4,3,4,5,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,605
2021-04-27T15:48:00,R_2fT8uoKaoLIwD3X,EN,8,1,4,4,5,4,4,5,4,5,4,4,4,4,3,3,3,3,4,4,5,5,4,4,5,4,5,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,2,4,4,3,3,3,4,5,2,2,1,4,5,3,4,3,4,3,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1255
2021-04-27T15:47:00,R_VHVUMHnKqbQrqiB,EN,8,1,5,5,5,5,5,5,4,2,5,5,5,5,4,5,4,5,4,4,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,3,5,5,1,1,1,1,4,4,4,4,1,2,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,995
2021-04-27T15:47:00,R_3PX1LXEfauaR2Uc,EN,8,1,5,5,5,4,3,5,2,2,5,4,5,4,3,3,3,3,4,2,5,4,3,4,4,4,4,5,5,5,4,3,5,4,3,3,2,4,4,4,2,5,4,2,3,3,3,4,4,4,3,2,2,1,5,5,3,4,3,4,2,3,4,3,3,4,4,5,5,4,3,3,2,916
2021-04-27T15:47:00,R_2QEZumxgwMOCWBL,EN,8,1,4,4,4,4,4,5,4,3,4,3,4,4,3,3,2,4,4,5,5,5,4,5,5,5,4,4,3,4,4,4,4,4,4,4,5,3,4,5,2,5,5,3,4,2,3,4,3,5,5,2,2,5,5,5,4,4,3,3,5,4,5,4,5,4,4,5,4,4,4,3,3,686
2021-04-27T15:47:00,R_3oA5YIHSAcepqHn,EN,8,1,5,5,5,5,4,5,5,3,4,4,4,4,4,3,3,3,5,2,5,5,5,5,5,4,5,4,4,4,4,3,4,4,5,4,3,3,4,3,3,5,5,5,3,5,3,3,4,4,5,3,3,4,4,5,3,5,4,4,4,3,3,3,3,4,4,4,3,4,3,3,2,1096
2021-04-27T15:47:00,R_3iF5rfXcEfCurn4,EN,8,1,5,5,5,5,4,5,5,2,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,5,3,4,3,3,4,2,4,4,3,4,5,3,3,1,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,5,3,3,2,1012
2021-04-27T15:46:00,R_Re5jnlxHrVkmLND,EN,8,1,4,4,5,4,4,4,3,3,5,4,4,4,3,3,4,5,3,2,2,5,5,5,5,5,5,4,5,5,4,4,4,4,3,4,3,3,3,3,2,2,5,3,4,4,3,3,2,4,5,2,2,2,4,4,3,3,3,4,3,4,5,3,3,3,3,4,4,2,3,2,3,842
2021-04-27T15:46:00,R_31SF7nU1EuP3PB0,EN,8,1,4,4,4,4,4,3,4,3,4,4,4,4,2,2,3,2,2,4,3,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,5,2,4,4,4,4,4,5,5,4,3,1,4,5,3,5,4,4,3,4,5,5,5,4,4,4,4,3,2,3,2,577
2021-04-27T15:45:00,R_PB8YkAxMWgrhEtz,EN,8,1,5,5,5,4,4,5,4,3,5,5,5,5,2,2,2,3,3,5,3,5,4,4,5,5,5,3,3,4,4,3,4,4,4,4,3,2,3,3,1,3,5,4,5,4,4,4,4,3,4,3,3,2,4,4,4,5,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,690
2021-04-27T15:44:00,R_248dW5pIMm9i9Re,EN,8,1,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,4,4,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,5,5,5,4,4,4,NA,3,4,3,3,4,4,3,4,NA,NA,NA,NA,NA,5,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,2,2,3,4,4,4,NA,NA,NA,2,477
2021-04-27T15:43:00,R_3I4wBJGcjdFrbaO,EN,8,1,4,4,5,4,4,4,3,3,4,3,4,4,2,2,3,2,4,4,4,5,3,3,3,3,4,4,4,4,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,2,3,1,2,2,1,4,4,4,4,1,1,1,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,716
2021-04-27T15:43:00,R_3j0ZTh23yWxojiA,EN,8,1,4,4,4,3,3,3,2,1,4,4,4,4,2,2,2,2,3,1,2,4,3,4,3,3,3,3,5,3,4,3,3,3,4,4,3,3,3,2,3,2,3,3,1,4,3,3,4,4,5,3,3,1,2,4,3,4,2,2,2,3,4,3,3,2,2,2,2,3,3,3,1,557
2021-04-27T15:43:00,R_BxPztobSUQCNFHb,EN,8,1,5,4,5,4,4,4,3,1,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,3,4,4,4,3,3,3,3,3,1,3,3,1,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,2,785
2021-04-27T15:39:00,R_1n6H3Mbvqao03l7,EN,8,1,5,5,5,3,4,5,4,1,4,4,3,4,2,2,3,3,5,2,4,5,4,4,4,4,4,5,5,4,5,3,4,4,3,3,3,4,3,4,3,4,4,4,3,3,1,2,2,3,5,3,3,1,4,5,3,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,2,636
2021-04-27T15:36:00,R_1o7tImKYqZV7FYK,EN,8,1,5,5,5,4,3,3,3,3,5,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,1,1,1,1,3,3,3,4,3,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,507
2021-04-27T13:54:00,R_11hiTgfd1iOVdRY,EN,8,3,4,4,4,4,4,5,4,3,4,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,5,4,4,2,3,3,2,3,3,3,5,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,745
2021-04-27T13:47:00,R_21yB2vcCWTrlsHg,EN,8,3,5,3,4,4,4,4,3,1,5,5,5,4,3,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,4,4,5,2,2,2,4,4,4,4,3,2,3,2,3,2,3,3,5,4,4,2,NA,3,2,1009
2021-04-27T13:18:00,R_ZsnLeOFS9FXplS1,EN,8,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,5,5,5,5,5,5,5,5,5,2,3,1,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,5,3,3,3,602
2021-04-27T10:45:00,R_2Xdl39ZwXazwtbT,EN,8,3,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,4,5,4,4,4,5,4,5,4,4,4,4,3,5,3,4,5,5,3,5,5,4,3,5,5,5,3,2,1,4,5,4,5,3,3,4,3,4,2,4,5,4,5,4,4,3,3,2,627
2021-04-27T09:04:00,R_2zdx6TPdzmi0L6t,EN,8,3,4,4,4,4,4,5,4,2,5,4,4,4,3,3,3,3,4,5,5,4,4,4,4,4,4,3,3,4,5,4,4,4,5,5,5,4,5,4,4,3,5,5,5,5,4,4,4,4,5,3,3,5,4,5,5,5,3,4,4,4,5,4,5,5,5,5,4,4,4,4,2,362
2021-04-27T08:40:00,R_u1Dczvzx6GWRhip,EN,8,3,5,4,4,4,3,5,3,2,4,4,4,4,2,2,4,3,3,2,4,5,5,5,4,5,5,3,3,3,3,3,4,3,3,4,3,4,5,5,3,5,4,3,5,5,3,2,3,4,5,3,2,1,2,4,3,3,3,3,2,4,4,4,4,3,3,3,3,3,3,3,2,527
2021-04-27T08:18:00,R_tWNg9Sp3ALRUGaJ,EN,8,3,5,5,5,4,4,4,3,3,4,5,5,4,3,3,3,4,3,3,4,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,3,5,4,5,5,5,5,4,4,4,4,4,3,5,5,3,3,3,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,3,2,2,2,1130
2021-04-27T07:52:00,R_2v1i6sG5qbX7rZ6,EN,8,3,4,4,5,4,4,4,4,5,4,4,4,4,5,4,5,4,4,2,4,5,5,5,4,4,4,3,3,3,5,3,4,4,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,5,3,3,4,5,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,2,1378
2021-04-27T07:42:00,R_1mqtNWFYPmzR6pu,EN,8,3,5,5,5,4,3,5,3,1,5,5,5,5,4,5,4,5,5,5,5,4,3,4,5,5,4,3,3,4,4,3,4,4,4,5,4,5,5,5,5,5,5,5,4,4,3,2,4,4,5,3,3,2,4,5,4,5,3,4,4,4,4,4,4,4,5,4,5,3,2,2,2,1235
2021-04-27T07:37:00,R_XuALEpN46g4hNa9,EN,8,3,5,4,4,4,3,5,3,2,4,3,3,4,3,2,3,3,2,2,4,3,4,5,4,3,3,3,3,3,3,3,3,2,3,4,2,3,4,5,2,3,3,1,3,4,4,4,3,4,5,2,2,1,2,3,2,3,3,3,2,3,5,2,4,3,3,4,3,2,2,2,2,456
2021-04-27T07:31:00,R_1E4ZhlNVgg4oAfT,EN,8,3,5,4,4,4,4,4,4,3,4,4,5,4,5,4,3,4,3,3,3,5,5,4,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,4,4,5,3,3,4,5,3,1,3,3,2,1,1,1,3,4,4,4,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,926
2021-04-26T20:22:00,R_2wS7tXFpoCrGD6w,EN,8,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,4,3,5,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,5,4,5,4,4,3,4,3,3,3,3,2,2,3,1,3,3,3,3,3,3,2,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,538
2021-04-26T20:01:00,R_1CyEdZbd8xUPe1m,EN,8,3,5,5,5,4,3,5,3,5,4,4,5,4,4,2,4,3,3,3,3,5,5,5,4,3,4,2,3,2,3,4,3,2,1,3,1,2,4,4,3,4,5,3,5,2,5,5,5,5,5,1,1,1,3,4,2,5,1,3,3,4,5,2,5,4,4,4,3,2,3,3,3,661
2021-04-26T19:32:00,R_3dVPRUOCJYEELIC,EN,8,3,5,5,5,5,5,5,4,3,5,4,5,5,3,3,3,3,5,4,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,1,4,4,3,4,3,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,847
2021-04-26T19:18:00,R_1l4AZ7bQDIuNlQm,EN,8,3,5,4,4,4,4,3,3,2,4,4,4,3,2,3,4,3,4,2,3,4,4,5,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,2,5,3,2,3,3,2,2,2,2,5,2,3,2,4,4,3,4,3,3,2,3,3,3,3,4,3,3,4,3,3,3,2,1042
2021-04-26T17:52:00,R_2OIoa2HaoxgEq9P,EN,8,3,5,4,5,4,3,4,4,2,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,4,2,3,2,1,2,2,3,3,4,4,3,2,2,1,3,3,3,3,2,3,3,1,1,1,1,3,3,4,3,3,3,3,2,398
2021-04-26T17:22:00,R_3FPAeCkwQQR8pZG,EN,8,3,5,5,5,4,4,4,4,3,5,4,5,5,4,3,3,3,4,3,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,3,5,4,3,NA,NA,5,4,4,4,5,3,NA,NA,5,5,4,5,4,4,3,3,4,3,4,4,4,4,5,4,3,3,2,912
2021-04-26T16:16:00,R_3nGCVaa8MC7PK4B,EN,8,3,5,5,5,4,4,5,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,3,4,4,5,3,5,4,3,4,4,4,3,3,4,5,2,2,1,4,4,4,4,3,4,3,4,4,4,5,4,4,4,3,4,3,3,2,1325
2021-04-26T16:03:00,R_2qEIKtuLVIVtEkG,EN,8,3,5,5,5,5,4,5,5,4,5,4,4,5,4,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,5,5,5,5,5,5,3,4,4,4,3,3,3,2,1,1,1,3,5,2,2,4,3,3,2,2,1,2,4,4,3,3,4,3,3,2,443
2021-04-26T15:56:00,R_1HVXMPmddJIVrkl,EN,8,3,4,4,4,4,4,2,1,2,3,4,4,4,1,1,1,1,2,2,3,2,2,2,3,5,2,3,3,4,3,3,3,3,3,3,1,3,3,4,2,4,4,5,1,4,2,2,2,4,1,2,2,2,4,4,3,3,1,3,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,734
2021-04-19T16:36:00,R_YWZm8h9ueqeMyGt,EN,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4413
