RecordedDate,ResponseId,UserLanguage,District,school,dist & school concat,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q1,t-qupd-q2,t-qupd-q3,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
2019-12-13T9:7:0,R_2SHaKySwjMp7mVT,EN,4,2,42,02480056,4,4,4,4,3,5,4,1,4,4,4,4,4,3,2,3,4,3,3,2,2,1,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,2,4,2,4,2,4,4,3,4,4,4,3,2,2,2,5,2,2,3,3,4,3,3,4,2,3,3,3,2,1,1,2,2
2019-12-11T12:4:0,R_21ntcnwx9zwHxNj,EN,4,2,42,02480056,5,5,5,2,2,5,2,2,5,4,4,5,3,2,2,3,4,2,3,4,4,4,3,2,4,4,4,3,5,4,5,4,1,4,1,3,4,2,3,3,4,2,4,2,4,4,4,4,4,5,4,5,4,3,3,3,2,2,2,3,3,2,2,4,4,3,1,2,3,3
2019-12-13T9:12:0,R_2Bh6K67LnJwv36Q,EN,4,2,42,02480056,4,3,4,4,2,3,3,2,4,3,4,3,3,3,3,3,4,3,4,3,4,3,2,4,2,4,4,4,4,3,4,3,3,3,2,2,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,5,3,3,4,3,2,2,3,4,3,3,2,3,3,2,2,3,3
2019-12-17T10:27:0,R_2ay5hQ2GVVyII2y,EN,4,2,42,02480056,5,5,5,4,4,4,4,1,5,5,5,5,3,1,2,1,5,4,5,1,1,2,1,1,1,3,3,3,4,3,3,3,3,4,1,2,1,2,2,1,1,1,1,2,4,2,5,1,5,4,4,5,5,4,2,1,1,1,1,1,4,3,2,1,1,1,1,1,2,3
2019-12-10T6:37:0,R_3P5BS2ZVU9860pG,EN,4,2,42,02480056,4,4,3,3,4,5,2,1,2,4,3,2,1,2,2,2,4,3,3,2,2,2,2,2,3,4,4,4,4,4,4,3,3,2,2,2,3,2,2,2,1,1,2,2,4,2,2,1,4,3,4,5,5,1,2,1,2,3,2,2,3,2,2,2,2,2,1,1,2,3
2019-12-11T12:7:0,R_2e8WZz4wsMMIY5H,EN,4,2,42,02480056,5,4,5,2,2,4,1,1,4,4,3,4,2,3,3,3,3,4,2,3,3,2,2,3,2,4,4,4,4,4,5,4,1,3,1,2,3,2,2,2,2,2,3,1,4,4,3,4,2,3,5,4,5,2,2,1,2,3,1,2,4,3,3,4,4,4,2,3,2,3
2019-12-17T10:49:0,R_3NWnQHbAMT6HR5l,EN,4,2,42,02480056,5,5,5,2,2,5,3,2,4,4,4,4,1,2,2,2,5,3,4,2,2,3,2,3,1,3,3,2,2,2,3,2,1,4,1,2,1,2,2,2,4,1,4,4,5,3,2,1,2,2,5,5,5,1,1,5,1,1,1,1,4,2,2,1,3,1,2,3,2,3
2019-12-11T12:33:0,R_3nDvxotxrSOPl5B,EN,4,2,42,02480056,5,4,5,2,2,5,1,2,5,4,4,4,3,3,1,3,3,2,3,4,3,3,2,3,2,3,3,5,5,5,4,4,3,4,2,2,4,4,3,3,2,1,2,2,4,2,3,4,5,4,4,5,5,1,2,1,4,3,2,2,4,2,3,3,4,3,2,3,2,3
2020-02-12T8:24:0,R_2sRX1dabDuvuBQj,EN,4,2,42,02480056,3,3,3,2,3,3,3,3,3,3,,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,2,3,2,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3
2019-12-11T11:32:0,R_3HY7pjjNOk1Xvxy,EN,4,2,42,02480056,4,4,5,3,4,3,2,2,4,4,5,4,2,3,3,2,4,2,4,4,5,,4,4,4,3,4,4,4,4,4,4,2,2,2,2,3,2,3,2,1,2,3,1,2,2,3,2,4,4,4,4,5,1,2,,2,2,1,2,4,2,2,3,2,,2,2,1,1
2019-12-11T10:30:0,R_2zZIG1JwaS9XK7M,EN,4,2,42,02480056,5,5,4,3,3,2,3,1,4,4,5,5,3,4,4,4,2,3,4,4,4,4,5,5,3,4,4,3,4,4,4,4,3,3,3,3,5,2,4,3,3,2,4,3,5,5,4,3,4,4,4,5,5,2,2,3,4,4,3,4,3,2,2,2,4,4,3,3,3,3
2019-12-17T12:37:0,R_2fkBgNBdB0AxKZA,EN,4,2,42,02480056,5,5,5,2,2,2,1,1,4,4,4,4,1,1,1,1,4,5,3,1,1,1,1,1,1,3,3,4,3,2,2,3,1,3,1,4,3,2,4,3,2,2,1,3,1,2,3,2,2,1,4,4,2,1,2,2,2,1,2,2,3,3,1,1,2,2,1,2,2,3
2019-12-17T12:44:0,R_3s1uxMv8uh3Qs4F,EN,4,2,42,02480056,5,5,5,5,2,3,1,1,5,5,5,5,1,1,1,1,4,1,1,1,1,1,3,2,1,3,3,1,5,2,2,3,3,2,3,4,4,2,3,4,3,1,5,2,1,1,1,1,4,5,4,5,4,1,2,1,3,2,2,2,5,2,2,1,1,1,2,2,3,3
2019-12-18T12:24:0,R_QmGxJINySNeY7g5,EN,4,2,42,02480056,5,4,4,3,2,3,3,2,4,3,3,4,2,2,2,2,4,1,2,3,3,3,3,2,2,4,4,4,3,3,4,3,3,3,2,2,3,3,3,2,3,2,3,2,4,3,4,3,3,5,5,4,4,2,2,1,3,2,2,1,3,2,2,3,3,2,2,3,3,3
2019-12-11T9:35:0,R_TuugqaHme1AFr6F,EN,4,2,42,02480056,5,5,5,3,2,5,3,2,4,4,5,4,1,1,1,1,4,4,5,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,2,1,4,1,1,4,1,1,1,3,2,3,2,2,3,4,5,5,1,2,1,2,2,2,2,5,1,1,1,5,1,1,1,2,2
2019-12-11T10:35:0,R_1o24TxG6oYeNyH6,EN,4,2,42,02480056,5,5,3,4,3,3,3,2,4,4,4,4,2,3,4,3,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,5,2,2,1,3,3,2,3,4,4,4,4,3,3,4,4,3,3
2019-12-25T11:8:0,R_3kN82W5aA25YHg7,EN,4,6,46,02480050,5,5,5,,,,,,5,5,5,5,,,,,,,,,,,,,,NA,NA,,,,,,4,4,4,,,,,,,,,,,,,,,,,,5,3,3,4,4,5,4,5,4,3,3,4,4,4,,,,
2019-12-18T10:46:0,R_01DK6dtatmPenYZ,EN,4,6,46,02480050,5,4,4,5,5,5,4,3,4,5,4,5,4,4,3,4,4,4,4,5,5,5,4,5,3,3,4,3,4,5,4,3,4,5,4,3,4,3,2,4,4,3,2,3,5,4,4,4,3,3,4,4,5,4,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3
2019-12-18T10:53:0,R_ukRCMTAZYWMeXnj,EN,4,6,46,02480050,4,4,4,4,4,5,4,2,4,4,4,4,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,2,4,3,4,3,3,3,3,4,5,3,3,3,2,3,3,3,4,4,3,3,4,3,1,1,2,2
2019-12-18T10:46:0,R_2wKAA9r8DFKfZ4p,EN,4,6,46,02480050,5,4,5,4,4,4,3,2,5,5,4,3,3,2,4,3,4,3,4,5,5,5,4,4,4,4,3,3,3,4,4,3,4,4,3,3,4,3,2,5,4,3,2,2,4,4,4,3,2,2,2,3,5,2,2,2,3,4,3,4,4,2,2,3,3,3,1,2,1,2
2019-12-18T5:51:0,R_cwCIVoK4qLRFKJr,EN,4,6,46,02480050,5,4,4,4,5,5,5,2,4,4,4,4,4,3,4,5,4,3,5,5,5,5,4,4,4,4,5,3,4,4,4,4,4,4,4,3,4,4,1,4,3,3,4,3,5,3,4,4,4,4,4,4,5,2,1,2,5,5,4,5,3,3,3,3,3,4,2,2,1,2
2019-12-11T17:38:0,R_2CyqOuIlXlVLlvF,EN,4,6,46,02480050,4,4,4,5,5,5,4,4,3,3,3,4,5,3,4,5,5,2,5,5,5,5,5,4,5,3,4,4,5,4,5,4,5,4,4,5,5,5,5,5,3,2,4,4,5,3,3,4,3,2,2,5,5,2,2,1,5,5,4,5,3,3,3,4,4,3,3,3,2,3
2019-12-18T10:49:0,R_bDRB5iLTnntpXJD,EN,4,6,46,02480050,4,4,3,5,5,5,4,3,4,4,4,4,3,3,3,3,4,3,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,3,3,2,3,2,5,4,2,2,5,5,3,4,4,4,3,4,4,5,3,2,2,4,4,3,4,4,3,2,3,4,3,1,3,1,3
2019-12-11T11:43:0,R_3Oog6sKzMc6sIki,EN,4,6,46,02480050,5,5,5,5,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,5,5,5,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,5,4,5,4,3,3,3,3,3,3,3,3,3
2019-12-18T12:25:0,R_RyGdO264jYuPkPL,EN,4,6,46,02480050,4,4,4,4,4,5,4,3,3,3,4,3,4,3,3,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,5,4,4,2,2,4,3,3,3,5,5,4,5,5,3,2,2,4,3,4,4,4,3,3,3,3,4,3,3,3,3
2019-12-13T16:15:0,R_3iybQzwzvSrvhNU,EN,4,6,46,02480050,4,4,3,3,3,4,3,2,4,3,3,3,3,3,3,1,5,5,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,4,4,3,4,4,4,4,5,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,2,3
2019-12-18T10:34:0,R_1DMsl6xR4VjbhfF,EN,4,6,46,02480050,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,5,5,3,2,5,5,5,5,5,5,5,5,4,5,4,5,5,3,1,1,2,5,5,3,4,4,3,3,3,4,4,4,4,2,3
2019-12-18T10:51:0,R_9vQ44nzzcx964aB,EN,4,6,46,02480050,5,5,5,5,5,5,4,3,4,4,4,3,4,4,3,4,4,3,4,5,5,5,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,2,5,3,1,1,3,4,4,4,3,3,3,4,4,3,3,2,2,4,4,3,4,4,3,3,3,3,4,2,2,3,3
2019-12-18T7:21:0,R_sNnb9e8Z8J3i2EF,EN,4,6,46,02480050,4,4,4,5,5,5,4,2,4,4,4,4,4,4,3,3,5,4,5,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,4,3,1,5,3,2,3,3,4,4,4,3,3,4,3,3,5,4,3,2,3,4,3,4,4,3,3,3,4,3,2,4,3,4
2019-12-12T10:47:0,R_3G1XAq7BU3UalQo,EN,4,6,46,02480050,5,5,5,5,5,5,5,3,4,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,5,5,4,3,4,5,5,4,4,4,4,4,5,4,4,5,5,5,2,2,1,5,4,4,4,4,4,4,4,5,4,4,5,3,4
2019-12-18T10:59:0,R_1mmA8txphBsTl8l,EN,4,6,46,02480050,4,4,3,4,4,5,4,2,4,4,4,4,3,4,4,4,4,3,4,5,3,4,4,4,4,4,3,3,4,3,3,3,5,4,4,3,3,4,3,5,3,3,3,2,4,4,4,4,4,3,3,4,4,4,3,3,5,5,3,5,4,3,3,2,4,3,3,3,3,3
2019-12-12T6:32:0,R_3D8G6oy2SlLmDU8,EN,4,6,46,02480050,5,4,5,5,5,5,5,2,4,4,4,4,3,2,4,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,5,4,3,3,5,4,4,4,4,4,4,5,4,5,5,4,5,5,4,3,4,4,3,3,3,4,4,3,3,3,3
2019-12-19T5:34:0,R_r8ExWSDIees3ivL,EN,4,6,46,02480050,5,4,5,5,5,4,5,4,4,5,5,4,3,3,3,3,5,3,4,5,5,5,4,4,3,5,5,5,4,4,5,5,5,3,4,2,2,2,1,5,4,2,3,3,5,3,4,4,3,4,4,5,5,4,3,2,3,4,2,3,4,3,2,3,4,4,3,4,3,3
2019-12-18T10:10:0,R_UVMxXK627pT3gK5,EN,4,6,46,02480050,4,5,4,5,5,4,5,3,4,4,4,4,2,2,3,1,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,2,1,3,4,2,4,4,4,4,3,4,4,3,3,2,3
2019-12-18T6:6:0,R_1FbIaSzDkbRK23G,EN,4,6,46,02480050,4,4,4,5,5,5,4,2,4,4,4,3,4,5,3,4,4,3,4,5,4,4,5,5,5,3,3,4,3,4,3,3,3,3,3,3,2,2,3,4,4,2,3,3,3,3,4,4,3,3,3,4,2,2,2,1,4,4,4,3,4,2,2,3,3,3,3,3,2,3
2019-12-18T10:57:0,R_wRbpokclMbSsVAB,EN,4,6,46,02480050,5,4,5,5,5,5,5,3,5,5,5,4,3,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,4,3,4,4,4,4,5,4,2,3,4,5,3,4,4,4,4,4,4,5,4,3,4,4,5,5,5,3,4,3,2,4,3,2,2,3,3
2019-12-12T10:50:0,R_2tL2a5wqQ0xz3DU,EN,4,6,46,02480050,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,4,4,5,4,4,3,3,3,3
2019-12-18T7:5:0,R_3MngTHSWgix8F3E,EN,4,6,46,02480050,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,3,3,2,5,3,3,3,3,5,4,4,4,5,5,5,5,5,3,3,2,3,3,3,3,4,2,2,3,4,4,4,5,4,5
2019-12-18T11:4:0,R_3iUYIX6l7DYHQr4,EN,4,6,46,02480050,4,5,4,5,5,5,4,2,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,5,3,4,4,3,2,5,4,3,3,4,4,4,4,3,3,3,3,4,4,3,3,2,4,5,2,5,3,3,2,4,3,4,3,4,3,4
2019-12-18T11:16:0,R_2qCLmwJDhzCnkT0,EN,4,6,46,02480050,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,4,4,5,5,4,2,5,4,2,3,2,5,5,4,4,3,3,3,4,4,3,2,2,5,5,3,5,4,3,4,4,3,4,3,3,2,3
2019-12-18T11:3:0,R_5hCSZnOeCuv3dHH,EN,4,6,46,02480050,5,5,5,5,5,5,4,3,5,4,4,4,4,4,4,5,5,3,5,5,5,5,4,4,4,4,5,4,4,4,4,3,5,4,4,3,3,3,2,3,4,2,3,4,5,4,4,4,4,4,4,4,5,2,1,1,5,5,5,5,3,2,2,5,3,3,2,3,3,3
2019-12-18T11:2:0,R_2YPQqBeACJAMQnA,EN,4,6,46,02480050,5,4,4,5,5,5,4,3,4,4,3,4,4,4,4,4,5,4,5,5,5,5,4,4,4,3,3,4,5,5,5,4,5,5,3,5,5,3,2,3,4,1,4,3,5,4,5,3,3,3,5,4,5,4,3,2,5,5,3,5,4,4,3,4,3,4,3,4,3,4
2019-12-18T10:54:0,R_OKgkj2yKYB71FJf,EN,4,6,46,02480050,4,5,4,5,4,5,4,2,4,4,4,4,4,4,4,5,5,4,5,5,4,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,4,3,4,3,4,5,4,3,3,3,5,5,,5,4,3,2,3,3,4,3,3,3,3
2019-12-12T10:24:0,R_3kv2Jw1c22xYPBp,EN,4,6,46,02480050,4,4,4,4,5,3,3,2,4,3,4,3,2,2,2,2,2,2,4,4,5,4,3,3,2,3,3,3,4,4,4,3,3,3,3,2,2,1,2,5,4,3,4,2,3,2,3,2,3,3,3,4,3,2,2,2,5,4,2,4,3,2,2,2,2,1,3,4,3,4
2019-12-18T10:56:0,R_brookQplLfoae6B,EN,4,6,46,02480050,5,4,4,4,4,5,3,1,4,4,4,4,3,2,3,4,4,5,4,5,4,5,5,4,4,5,5,4,4,4,4,4,3,4,2,3,3,2,2,4,3,2,3,3,4,3,4,3,2,3,3,5,5,5,4,4,3,3,3,4,3,3,3,4,3,3,2,3,3,3
2019-12-18T6:54:0,R_3peZqfrTR9nsXll,EN,4,6,46,02480050,4,5,5,5,5,5,5,3,4,4,4,4,4,4,3,3,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,4,5,3,2,5,4,3,4,4,5,3,5,4,4,3,5,4,3,2,2,2,5,5,4,5,4,2,2,3,4,3,3,4,2,3
2019-12-18T8:32:0,R_dhuyNGSePWBII5b,EN,4,6,46,02480050,5,4,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,5,4,4,3,3,3,3,3,5,4,3,3,5,5,4,5,4,3,3,2,4,2,3,4,3,3
2019-12-18T11:0:0,R_XAF0SlizK26f2b7,EN,4,6,46,02480050,5,5,5,5,5,5,5,2,4,4,4,3,3,3,4,4,4,3,5,4,4,3,4,4,4,3,3,4,3,4,3,3,3,4,3,3,4,3,1,3,3,2,3,1,4,4,4,4,3,3,3,3,3,2,1,1,5,5,3,4,2,2,2,2,2,4,3,3,3,3
2019-12-18T11:1:0,R_2wsjYQIcgVSeDvU,EN,4,6,46,02480050,4,3,4,4,4,4,3,4,4,4,4,4,2,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,2,1,3,3,4,4,3,3,3,3,3,4,3,3,2,2
2019-12-18T10:58:0,R_sMeu4OFOH7bPLI5,EN,4,6,46,02480050,5,5,5,5,5,4,5,2,4,4,4,4,2,3,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,3,3,3,5,4,2,1,3,5,5,5,3,5,4,5,5,5,4,2,4,4,5,3,5,4,3,3,2,4,3,3,4,3,4
2019-12-18T10:52:0,R_3snSEbUfXLUcrn7,EN,4,6,46,02480050,5,4,5,5,5,5,5,2,4,5,4,4,3,1,3,2,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,2,4,4,4,1,4,3,1,2,2,5,3,4,3,3,3,5,4,5,2,2,2,3,5,3,5,4,2,2,3,3,4,1,1,2,3
2019-12-16T16:5:0,R_1nPxpAuZHThWgYd,EN,4,4,44,02480035,5,5,5,,,,,,,,,,2,3,4,3,,,,3,3,4,,,,NA,NA,,,,,,,,,4,4,4,4,5,4,3,4,2,5,5,5,4,,,,,4,3,3,2,,,,,,,,,,,,,3,4
2019-12-19T13:47:0,R_1F9xvdNEVkmJUXv,EN,4,4,44,02480035,5,4,5,4,3,5,4,3,4,4,4,5,3,3,3,3,5,4,4,5,5,5,5,5,3,4,4,4,4,5,4,4,4,4,3,4,4,4,3,5,5,2,2,4,5,2,3,3,3,3,4,4,5,2,2,3,2,3,2,3,4,3,3,5,4,3,3,3,3,4
2019-12-13T10:2:0,R_3pheKkw6GLtWa9E,EN,4,4,44,02480035,5,5,5,4,4,5,5,1,5,5,5,5,2,1,2,1,5,5,5,3,4,3,3,3,2,4,4,4,5,5,5,4,5,4,3,4,4,3,4,5,4,2,5,5,4,4,5,5,2,4,4,2,5,2,2,1,4,4,2,2,5,3,3,3,3,5,5,5,3,4
2019-12-17T8:16:0,R_D0lhOwBcJUi8ksF,EN,4,4,44,02480035,4,4,5,2,2,4,2,2,4,4,4,5,4,3,4,4,5,4,4,5,5,5,4,5,5,3,4,4,3,3,2,2,3,5,2,4,4,3,4,5,4,3,2,4,4,4,4,4,4,4,4,4,5,3,2,2,4,4,4,4,4,3,3,3,3,4,4,4,5,5
2019-12-09T17:0:0,R_sp6ofrCtyc3JT9f,EN,4,4,44,02480035,5,5,5,5,4,5,4,2,5,5,5,5,3,3,4,3,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,4,3,3,3,4,5,5,4,4,4,4,4,5,4,5,4,5,5,5,3,3,2,5,5,3,4,4,4,4,4,4,4,5,5,3,3
2019-12-19T10:44:0,R_YPJBBn0ZNmzG6Tn,EN,4,4,44,02480035,5,5,5,5,5,5,5,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,4,5,4,5,2,2,1,5,5,4,5,5,1,1,4,4,4,4,5,4,5
2019-12-17T10:4:0,R_2chFlsLaDuzxzav,EN,4,4,44,02480035,5,5,5,4,3,5,3,1,4,3,3,5,2,3,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,4,3,2,3,4,3,4,4,4,3,3,3,3,5,3,2,2,5,4,3,4,4,4,4,3,3,3,3,3,3,4
2019-12-19T8:58:0,R_3nVn2hs2Nilg8Ea,EN,4,4,44,02480035,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,5,4,4,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4
2019-12-17T6:46:0,R_1DBGH82WL1QWpg4,EN,4,4,44,02480035,5,5,5,5,5,5,4,,4,5,4,4,4,4,4,4,5,,,,,,,,,NA,NA,,,,,,4,4,,4,4,3,4,4,,3,,,5,,4,,4,3,5,,5,,,,3,4,4,4,3,3,2,,,,4,4,3,
2019-12-13T10:1:0,R_1CkaCqCpw3yqiKN,EN,4,4,44,02480035,5,5,5,2,3,5,3,2,5,5,5,4,2,1,1,1,4,2,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,2,3,4,2,2,3,3,3,4,3,2,2,2,2,4,5,1,1,1,4,4,1,4,4,2,2,2,3,3,2,3,3,3
2019-12-17T7:7:0,R_21uKjeDQS6RIMd4,EN,4,4,44,02480035,5,4,4,2,3,2,2,1,5,4,4,4,2,1,3,2,5,3,5,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,2,2,2,4,4,1,1,3,2,5,4,3,2,4,4,5,4,5,3,1,1,2,2,1,2,3,2,2,2,3,2,4,5,3,4
2019-12-17T11:28:0,R_CdWoGsM6oDlBk7n,EN,4,4,44,02480035,4,4,3,4,4,5,4,2,3,4,1,3,2,1,2,1,5,3,4,4,4,4,3,3,2,3,3,3,3,3,3,3,4,4,3,2,3,3,4,4,2,1,2,1,5,1,2,1,2,2,4,4,5,2,2,1,2,3,2,3,2,1,1,2,2,5,5,5,3,4
2019-12-13T10:5:0,R_BLixM7tb2nDj7yh,EN,4,4,44,02480035,4,4,5,5,5,5,4,2,4,4,4,3,4,4,4,4,5,3,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,4,4,5,4,4,4,4,4,4,5,5,3,3,3,5,5,4,5,4,3,3,4,4,3,4,5,3,5
2019-12-17T9:53:0,R_2S1VZ2Q6CAWh96Q,EN,4,4,44,02480035,5,5,5,2,2,5,1,1,5,4,4,5,2,1,2,3,4,4,2,3,2,4,3,3,4,4,4,5,4,5,5,4,3,3,3,2,3,2,4,4,2,1,2,2,4,4,4,3,5,5,5,5,3,2,2,1,3,3,2,3,4,3,3,4,4,3,3,4,2,4
2019-12-19T13:14:0,R_1cUHMRghkquBL3r,EN,4,4,44,02480035,5,5,5,5,5,,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,3,4,5,4,3,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5
2019-12-12T12:58:0,R_d5awIvzvwwi8MKt,EN,4,4,44,02480035,4,3,4,4,4,4,3,2,3,4,3,3,3,2,3,3,5,2,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,5,5,3,2,4,3,4,3,3,3,3,3,4,5,5,2,2,1,2,3,2,3,3,3,3,1,1,4,3,4,3,4
2019-12-19T6:2:0,R_1hA99kOhhRYts8x,EN,4,4,44,02480035,4,4,4,4,4,5,4,3,5,4,5,5,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,3,4,4,5,5,5,3,4,4,5,4,5,5,3,3,5,4,5,4,3,4,5,5,4,5,4,2,2,4,4,5,3,3,3,3
2019-12-12T9:8:0,R_Os3XGstpEA8s56V,EN,4,4,44,02480035,5,5,5,5,5,5,5,2,5,4,4,4,3,3,3,2,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,3,4,4,5,5,4,2,3,2,5,2,5,2,4,3,4,4,5,3,3,2,5,5,3,5,4,4,4,3,4,3,3,4,3,4
2019-12-13T10:4:0,R_2xxYPWWLG2uRQ7o,EN,4,4,44,02480035,4,4,4,4,4,5,4,2,4,4,4,4,4,3,3,4,5,4,4,5,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,5,5,3,2,1,4,4,3,4,4,3,3,3,3,4,3,4,3,4
2019-12-09T18:48:0,R_29sLHTVnwHlRrTg,EN,4,4,44,02480035,5,5,5,3,4,5,3,2,4,4,3,3,3,2,3,2,5,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,2,1,2,3,5,3,4,3,3,3,3,3,5,2,3,2,3,3,3,3,3,3,2,2,3,4,3,3,3,3
2019-12-10T9:32:0,R_cGVySJKDlx76ixX,EN,4,4,44,02480035,5,4,5,4,4,4,3,2,5,4,5,5,4,4,4,4,5,3,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,3,3,4,4,4,3,4,4,4,4,5,2,3,2,4,3,2,4,4,3,3,3,4,3,3,4,4,5
2019-12-17T6:54:0,R_Wc9y3oU72hDY13P,EN,4,4,44,02480035,4,3,5,2,2,2,1,1,3,3,2,4,1,1,2,1,1,1,1,3,3,5,2,2,3,3,3,2,4,3,4,3,4,2,2,2,2,1,3,4,1,1,1,1,5,3,3,2,3,3,3,4,4,2,1,1,2,2,2,2,3,3,3,1,2,3,3,4,3,4
