Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,District,school,Birth.Month,Birth.Day,Birth.Year,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,Q90,Q90_3_TEXT,Q91,Q91_7_TEXT,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher,,ALL NA?
1,2020-02-10T11:15:0,R_8eMb2jBIirUCRG1,anonymous,EN,1,3,3,25,107,8,1,1,1,4,1,2,2,1,1,1,1,1,2,4,3,3,2,2,5,3,4,4,3,4,4,5,4,5,4,2,5,1,3,4,4,2,2,1,2,3,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,3,,EN,,,Social Studies teacher,,,
1,2020-02-10T11:15:0,R_3JjXtHO5Lx8dGFY,anonymous,EN,1,3,6,27,107,8,3,1,2,5,3,1,5,2,3,2,3,2,3,3,1,4,2,4,2,2,5,1,4,4,3,4,4,2,1,5,5,2,4,1,5,4,4,2,5,4,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,Social Studies teacher,,,
1,2020-02-10T11:16:0,R_3fUefWeJsLopmPN,anonymous,EN,1,3,6,10,107,8,3,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,4,4,5,3,4,5,3,3,2,3,3,5,4,4,5,4,3,3,4,2,3,2,1,4,3,3,2,4,5,4,3,3,3,1,,"4,5",,EN,,Science teacher,,,,
1,2020-02-10T11:16:0,R_2uJUKBDoPFUNPLi,anonymous,EN,1,3,7,9,107,8,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,4,4,4,3,4,4,3,2,4,3,4,5,4,4,3,1,2,3,4,1,3,5,4,3,5,3,3,5,1,1,1,2,1,,5,,EN,,Science teacher,,,,
1,2020-02-10T11:17:0,R_3JmHxmGsIqBlIMN,anonymous,EN,1,3,5,27,107,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,2,3,2,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,4,4,4,3,3,3,4,4,5,5,4,4,5,3,1,2,5,5,4,5,3,5,5,3,4,3,4,2,,5,,EN,,,,English teacher,,
1,2020-02-10T11:17:0,R_33e7hSgv5lTfInj,anonymous,EN,1,3,2,9,106,8,2,3,4,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,NA,NA,NA,3,3,4,3,4,3,2,4,2,3,2,4,4,4,4,2,2,2,4,3,5,4,2,3,3,2,2,2,4,4,2,3,2,1,,4,,EN,,,,English teacher,,
1,2020-02-10T11:17:0,R_2Pk8VnH1n6U7a9l,anonymous,EN,1,3,12,19,106,8,2,3,3,3,2,3,2,3,3,4,3,4,3,3,3,4,1,3,4,3,4,5,4,4,4,4,4,3,2,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,2,5,5,1,3,1,3,1,,5,,EN,,,Social Studies teacher,,,
1,2020-01-30T6:11:0,R_Rzdl1bBPqmROVHj,anonymous,EN,1,4,6,23,109,6,4,4,4,4,4,4,5,5,5,5,5,5,2,4,3,2,5,5,5,4,4,4,4,1,5,5,4,5,5,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,Math teacher,,,,,
1,2020-02-10T11:17:0,R_1mIOQMt849Jrqrv,anonymous,EN,1,3,7,11,107,8,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,4,5,4,3,4,3,4,3,3,3,4,4,4,3,4,4,2,2,3,3,3,3,4,3,4,2,3,3,3,4,1,,2,,EN,Math teacher,,,,,
1,2020-02-10T11:17:0,R_1nUfpApsKUPNGLy,anonymous,EN,1,3,7,7,107,8,3,3,4,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,4,4,3,3,2,4,3,3,2,4,1,5,3,3,5,3,1,1,1,5,4,5,3,3,4,5,5,5,2,3,1,2,3,2,,5,,EN,,,Social Studies teacher,,,
1,2020-02-10T11:17:0,R_1DChve9OVmPronv,anonymous,EN,1,3,7,13,107,8,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,4,5,4,4,5,5,4,3,4,3,5,5,5,5,5,3,4,5,5,4,4,5,5,4,4,3,5,5,3,3,5,4,1,,5,,EN,Math teacher,,,,,
1,2020-02-10T11:17:0,R_1HnRe3F8pi6cA6D,anonymous,EN,1,3,8,3,107,8,4,4,3,2,2,1,1,2,2,2,1,2,1,3,2,2,1,1,NA,2,2,2,3,3,2,2,3,3,1,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,2,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,attack helicopter,5,,EN,Math teacher,,,,,
1,2020-02-10T11:17:0,R_3r1ZUq25DqcWzqg,anonymous,EN,1,3,9,1,107,8,2,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,5,3,4,3,2,3,1,2,2,4,1,4,3,NA,5,3,4,4,4,1,1,1,1,1,2,4,4,3,1,2,3,3,4,1,,4,,EN,,,,English teacher,,
1,2020-02-10T11:18:0,R_1mrTBVZyoJCcgbi,anonymous,EN,1,3,8,5,106,8,1,1,1,3,1,2,2,2,3,2,5,3,4,3,3,4,1,2,1,3,4,3,5,4,5,4,5,3,2,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,2,3,3,1,2,1,1,2,,5,,EN,,,,English teacher,,
1,2020-02-10T11:19:0,R_22tRFcR0MHIBbag,anonymous,EN,1,2,11,9,106,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,4,3,3,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,4,4,4,3,3,4,4,3,4,5,4,3,2,3,5,4,4,1,2,3,4,3,4,1,2,3,3,4,2,,6,,EN,Math teacher,,,,,
1,2020-02-10T11:19:0,R_C8tbyvlJAbcpdWp,anonymous,EN,1,3,6,6,106,8,4,4,5,5,5,5,4,5,5,4,4,3,4,3,3,4,4,4,1,4,3,2,5,3,2,4,5,2,2,4,2,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,1,4,5,4,5,3,1,1,,5,,EN,,Science teacher,,,,
1,2020-02-10T11:21:0,R_2pWFBNpxBGZM05c,anonymous,EN,1,3,3,24,107,8,1,5,3,3,2,3,3,2,3,3,5,3,4,3,2,1,2,3,1,4,5,3,3,4,4,5,4,4,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,3,2,2,2,1,2,1,,5,,EN,,,,English teacher,,
1,2020-02-10T11:21:0,R_1exRNQwbbSqoeyt,anonymous,EN,1,3,10,23,106,8,2,3,4,4,1,1,3,4,4,5,4,4,1,3,1,1,2,1,1,3,1,1,4,3,2,5,2,1,1,1,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,7,latino &indian,EN,,,,English teacher,,
1,2020-02-10T14:43:0,R_vVLD5UCP0h0RdmN,anonymous,EN,1,1,12,9,104,10,1,2,2,2,2,4,3,3,5,4,3,2,1,4,2,4,2,4,3,4,4,3,4,4,4,3,4,4,3,3,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,4,2,2,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,,EN,Math teacher,,,,,
1,2020-02-10T14:48:0,R_ClGknKLyRCtauwV,anonymous,EN,1,1,1,24,105,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,4,3,NA,NA,NA,NA,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,3,3,3,2,4,1,1,1,3,1,1,1,1,1,2,4,1,3,1,1,1,5,1,3,2,1,1,,"3,5,6",,EN,Math teacher,,,,,
1,2020-02-11T6:26:0,R_1dKcRfwm6tgTy2n,anonymous,EN,1,1,7,23,103,12,3,3,4,3,3,4,3,3,4,4,4,4,5,2,3,5,2,3,4,4,4,4,5,5,4,5,5,3,3,4,3,3,4,4,3,5,3,3,4,4,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,Science teacher,,,,
1,2020-02-11T7:27:0,R_ePxsCpp0LZNXrDX,anonymous,EN,1,3,12,21,107,7,2,2,3,4,2,2,5,3,3,3,3,4,2,3,3,4,1,4,2,2,3,2,3,2,1,3,2,2,1,1,3,1,4,1,4,4,4,3,2,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Brian steaphson,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:27:0,R_27NctYvS6zwjB0v,anonymous,EN,1,3,8,22,107,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,4,5,4,2,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,3,4,1,4,4,2,4,5,1,2,5,4,4,5,5,2,3,4,5,4,3,4,4,4,3,4,5,5,4,2,,5,,EN,,,,English teacher,,
1,2020-02-11T7:28:0,R_3qUQk7eYFaeSI74,anonymous,EN,1,3,12,31,107,7,1,4,1,4,1,4,3,5,3,4,4,4,5,4,1,5,5,4,1,4,5,4,4,3,4,1,2,1,5,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,5,5,4,5,1,1,1,1,2,,7,american/ irish,EN,,Science teacher,,,,
1,2020-02-11T7:32:0,R_8phBSbwa3Nzo8dr,anonymous,EN,1,1,2,5,106,9,3,4,4,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,4,5,4,5,4,5,3,5,2,4,3,4,4,4,4,3,4,3,3,2,4,2,4,4,3,3,2,3,4,4,3,3,2,2,,1,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:33:0,R_2rr18IyMMKnr020,anonymous,EN,1,3,9,6,106,7,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,3,3,3,5,4,5,3,3,3,5,5,4,3,3,3,2,2,2,2,4,3,4,3,4,3,3,3,3,3,2,,4,,EN,,,,English teacher,,
1,2020-01-22T6:32:0,R_2QxgMg2VK27vanj,anonymous,EN,1,3,10,8,108,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,4,4,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,5,4,3,4,4,4,3,5,5,5,5,2,3,4,3,3,5,5,4,4,5,3,5,5,5,1,,"2,4,5",,EN,Math teacher,,,,,
1,2020-02-11T7:34:0,R_2qxDarpOjakGYRT,anonymous,EN,1,1,2,25,105,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,NA,NA,NA,NA,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,2,3,3,3,3,3,3,5,5,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,2,3,3,2,,6,,EN,Math teacher,,,,,
1,2020-02-11T7:36:0,R_DTpP8E2TQyV3gPv,anonymous,EN,1,3,5,5,108,7,2,4,3,2,1,3,2,3,5,5,5,3,4,3,3,2,1,3,4,3,4,3,4,4,4,3,4,4,4,5,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,3,4,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,7,puerto rican,EN,Math teacher,,,,,
1,2020-02-11T7:36:0,R_sHJrdzN037DExR7,anonymous,EN,1,1,5,7,104,11,NA,NA,NA,4,3,3,2,2,3,4,3,2,4,3,3,2,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,4,3,4,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"4,5",,EN,,,Social Studies teacher,,,
1,2020-02-11T7:36:0,R_2QVx9DxkRA2upV0,anonymous,EN,1,1,1,5,106,9,2,2,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,NA,NA,NA,2,2,3,3,2,2,4,3,4,2,4,4,3,4,4,5,4,4,5,1,3,4,2,2,3,4,1,4,5,1,3,3,2,2,,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:37:0,R_1eLSCU1mZLTHVjA,anonymous,EN,1,1,2,23,105,10,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,3,3,3,4,1,,5,,EN,,Science teacher,,,,
1,2020-02-11T7:37:0,R_1OOW2sDaGC6q4Hm,anonymous,EN,1,1,7,4,104,11,3,3,4,3,2,3,1,4,4,3,4,4,3,3,3,4,3,4,2,4,4,4,4,5,4,5,4,5,4,5,5,5,3,3,4,4,4,3,3,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,Math teacher,,,,,
1,2020-02-11T7:39:0,R_brRPRUknRpxqY6J,anonymous,EN,1,1,6,29,105,10,2,2,3,5,4,4,4,5,5,4,5,4,4,4,4,3,5,5,3,5,3,5,4,3,3,3,3,5,5,5,5,1,2,2,4,4,5,5,5,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:39:0,R_3qsPaaRc4cFo7Ev,anonymous,EN,1,1,4,16,105,10,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,4,4,4,2,3,4,4,3,4,3,4,4,4,5,5,3,4,5,2,1,1,3,5,2,5,3,3,3,3,3,4,3,1,,5,,EN,,,,English teacher,,
1,2020-02-11T7:39:0,R_qwtZ0aOXA0RBdaF,anonymous,EN,1,1,8,4,103,11,3,3,5,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,NA,NA,NA,5,5,5,5,4,5,3,3,3,3,3,4,2,4,5,3,1,2,4,4,3,2,4,5,3,4,2,1,4,3,2,4,3,1,,5,,EN,Math teacher,,,,,
1,2020-02-11T7:39:0,R_zetIAEnchdekPYZ,anonymous,EN,1,1,9,24,102,12,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,4,5,4,1,1,1,1,4,2,3,2,2,4,4,4,5,2,2,2,2,3,4,5,3,4,5,1,3,1,3,1,,6,,EN,,Science teacher,,,,
1,2020-02-11T7:39:0,R_2Bu0g1pxPYfWoDC,anonymous,EN,1,1,9,12,104,10,4,4,4,5,3,4,1,4,5,5,3,5,4,4,3,3,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,5,5,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,Math teacher,,,,,
1,2020-02-11T7:39:0,R_1LNXztMudWEMzHb,anonymous,EN,1,1,10,6,105,9,2,1,2,5,4,5,4,5,5,5,5,5,5,4,5,5,3,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,4,5,5,3,4,3,3,1,,5,,EN,,,Social Studies teacher,,,
1,2020-01-22T6:38:0,R_3iw1A2c8iTzMeSe,anonymous,EN,1,3,5,30,109,6,3,3,3,5,3,3,4,4,5,4,5,5,4,4,3,3,4,4,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,4,4,4,4,5,5,2,,6,,EN,,Science teacher,,,,
1,2020-02-11T7:39:0,R_6rpk5XMqzGlGNWx,anonymous,EN,1,1,4,19,105,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,3,3,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,4,5,3,4,3,4,5,4,5,5,3,4,4,4,2,3,5,5,4,5,4,4,5,3,3,4,4,1,,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:39:0,R_1mjRNQcBx36vUoK,anonymous,EN,1,1,7,17,106,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,2,4,3,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,5,4,5,4,2,4,5,3,4,4,5,4,4,4,3,2,1,5,5,4,5,4,4,4,4,3,4,4,1,,5,,EN,,Science teacher,,,,
1,2020-02-11T7:40:0,R_3yfbzQqZAAaFo77,anonymous,EN,1,1,4,29,103,12,1,2,1,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,5,5,1,1,1,3,3,3,3,3,3,5,3,3,3,3,2,,5,,EN,,Science teacher,,,,
1,2020-02-11T7:40:0,R_2YyydYok6qOHtay,anonymous,EN,1,1,4,18,105,10,2,2,2,5,5,4,3,5,5,5,4,5,4,4,3,3,3,2,3,4,4,4,5,5,4,5,5,4,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,5,3,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,,EN,Math teacher,,,,,
1,2020-02-11T7:40:0,R_2dykC0sHQBti2G0,anonymous,EN,1,1,7,17,106,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,2,3,3,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,5,4,4,3,4,4,4,5,5,3,3,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,1,,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:40:0,R_2tm663ovQRnIMdj,anonymous,EN,1,1,5,15,106,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Asparagus,"1,2,3,4,5,6,7",Everything,EN,,,,English teacher,,
1,2020-02-11T7:40:0,R_3gN2KY7KeeO62eD,anonymous,EN,1,1,10,15,105,9,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,3,3,3,2,4,4,4,4,2,5,4,4,5,5,5,3,4,4,3,3,2,4,4,4,4,4,2,3,4,4,3,1,,5,,EN,,,,English teacher,,
1,2020-02-11T7:40:0,R_cTRiO85Kb8RFhi9,anonymous,EN,1,1,12,17,102,12,2,2,3,3,1,1,2,2,1,1,3,3,3,2,3,3,1,3,2,3,4,3,4,3,4,4,4,5,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,3,4,3,1,2,3,3,1,,5,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:40:0,R_2ahMR2N6thV0PSv,anonymous,EN,1,1,8,14,105,10,2,2,3,3,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,3,4,4,2,3,3,1,1,1,3,2,4,3,4,4,4,5,4,5,2,3,2,4,4,4,4,5,4,2,5,4,5,4,2,,3,,EN,,,,English teacher,,
1,2020-02-11T7:40:0,R_25vFlojC0GEsYkb,anonymous,EN,1,1,3,13,106,9,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,4,5,3,3,4,5,4,4,5,3,5,3,4,5,5,3,4,4,2,2,2,4,5,5,5,5,5,4,3,3,4,4,1,,4,,EN,Math teacher,,,,,
1,2020-02-11T7:40:0,R_3NwDE2PE8L32Lfp,anonymous,EN,1,1,9,20,105,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,4,4,2,NA,NA,NA,NA,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,4,4,3,5,4,4,5,5,2,3,5,3,4,5,4,2,5,5,5,5,1,2,5,5,4,2,,5,,EN,,Science teacher,,,,
1,2020-02-11T7:41:0,R_2UbgJv1ZkLAV24r,anonymous,EN,1,1,8,2,105,10,3,1,3,2,4,5,3,3,4,5,4,5,3,3,3,3,4,4,5,4,3,3,2,4,2,3,3,4,2,3,5,2,4,3,3,4,3,5,4,3,3,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,Math teacher,,,,,
1,2020-02-11T7:41:0,R_rr3OeV4hy4vvGGB,anonymous,EN,1,1,11,10,104,10,3,3,3,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,5,5,5,5,4,5,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,English teacher,,
1,2020-02-11T7:41:0,R_3Op6I0oDHoLd52S,anonymous,EN,1,1,5,3,106,9,5,4,5,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,5,4,4,5,NA,,,,EN,,,Social Studies teacher,,,
1,2020-02-11T7:41:0,R_Di1hjH36VXjFvK9,anonymous,EN,1,1,1,11,106,9,3,4,3,4,2,3,3,3,5,3,3,4,3,3,4,3,3,3,2,3,4,3,4,3,4,3,3,3,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,4,2,3,4,5,3,NA,,7,Mixed,EN,,Science teacher,,,,
1,2020-02-11T7:41:0,R_1K1NHzQyZIVYg3A,anonymous,EN,1,1,7,6,106,9,3,3,3,3,2,4,3,3,4,4,3,3,4,3,2,4,3,3,3,2,4,3,3,4,3,3,3,3,3,3,3,1,1,1,4,4,4,4,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,Math teacher,,,,,
1,2020-02-11T7:41:0,R_2PhPAXJCYYJyXr9,anonymous,EN,1,1,4,25,104,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,4,2,2,2,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,4,4,3,4,3,4,3,3,4,5,3,3,5,2,2,2,3,3,4,4,3,4,3,2,2,3,3,1,,5,,EN,,Science teacher,,,,
